geo\time	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
CZ06	: 	3.68 	4.69 	4.48 	5.64 b	4.78 	3.70 	4.48 	5.36 	4.91 b	5.23 	4.82 
CZ07	: 	3.95 	4.01 	4.17 	4.26 b	3.43 	4.03 	3.34 	3.55 	3.89 b	3.82 	3.68 
CZ08	: 	2.72 	3.00 	2.90 	2.48 b	3.19 	3.34 	2.10 	2.83 	3.66 b	4.55 	3.95 
DE11	6.21 	6.12 	6.92 	7.21 	6.76 	6.90 	5.97 	6.51 	6.54 b	5.38 b	6.56 	5.70 
DE12	7.06 	7.25 	7.13 	7.88 	8.58 	7.64 	7.51 	7.94 	8.34 b	7.57 b	7.42 	9.09 
DE13	6.74 	6.87 	6.31 	7.10 	7.14 	7.95 	7.83 	6.78 	6.73 b	6.02 b	7.09 	7.69 
DE14	5.06 	5.48 	5.20 	4.77 	6.31 	7.10 	6.97 	5.81 	5.93 b	5.13 b	4.24 	4.38 
DE21	6.36 	5.82 	6.55 	7.40 	7.67 	7.97 	7.35 	6.91 	7.51 b	8.53 b	8.13 	8.70 
DE22	3.44 	3.53 	4.42 	4.39 	3.86 	3.65 	3.71 	4.18 	3.79 b	: bu	4.13 	: u
DE23	4.83 	3.96 	3.85 	5.16 	5.02 	5.08 	5.20 	5.07 	5.26 b	5.76 b	8.14 	6.15 
DE24	4.20 	4.24 	4.07 	4.24 	4.05 	4.46 	4.37 	3.76 	4.02 b	: bu	4.46 	6.37 
DE25	6.45 	5.77 	5.89 	5.74 	6.72 	6.07 	6.69 	7.12 	6.89 b	7.64 b	6.11 	8.39 
DE26	4.70 	4.68 	3.71 	4.40 	4.64 	4.98 	4.71 	4.66 	3.73 b	5.04 b	3.56 	4.65 
DE27	3.77 	3.27 	3.61 	4.13 	4.27 	4.94 	4.51 	4.40 	4.33 b	4.49 b	4.91 	3.79 
DE30	5.23 	5.85 	5.86 	5.93 	6.56 	6.94 	6.41 	6.19 	6.34 b	7.02 b	6.34 	5.50 
DE41	: 	: 	: 	: 	: 	: 	: 	3.41 	: bu	4.34 b	: u	: u
DE42	: 	: 	: 	: 	: 	: 	: 	3.97 	3.70 b	: bu	3.91 	4.23 
DE50	4.36 	3.60 	3.56 	4.49 	4.61 	4.20 	4.96 	4.82 	: bu	: bu	: u	: u
DE60	5.31 	4.47 	5.04 	5.28 	5.48 	5.74 	5.60 	5.35 	5.99 b	6.90 b	5.29 	5.38 
DE71	6.12 	6.22 	6.69 	7.26 	8.08 	7.37 	7.35 	7.69 	7.35 b	6.46 b	7.25 	6.24 
DE72	6.39 	5.63 	6.24 	6.33 	6.30 	5.15 	5.59 	5.38 	5.28 b	: bu	4.42 	5.04 
DE73	3.37 	4.21 	4.10 	4.19 	3.49 	3.92 	4.34 	4.49 	4.05 b	: bu	: u	: u
DE80	1.97 	2.34 	2.69 	3.21 	3.34 	2.83 	2.53 	2.69 	2.95 b	2.77 b	4.37 	: u
DE91	4.38 	4.75 	4.79 	4.54 	4.10 	4.81 	6.00 	5.58 	4.17 b	4.29 b	4.94 	4.21 
DE92	4.39 	4.26 	3.76 	4.52 	4.95 	4.95 	4.70 	5.41 	4.58 b	5.03 b	4.31 	4.97 
DE93	2.83 	2.90 	2.65 	3.39 	3.04 	3.07 	3.65 	4.15 	3.02 b	3.55 b	3.42 	4.97 
DE94	3.06 	2.54 	2.47 	2.75 	3.46 	2.39 	2.31 	2.99 	2.46 b	3.22 b	3.03 	1.93 
DEA1	4.92 	3.79 	4.50 	4.04 	4.56 	5.27 	4.53 	4.80 	4.83 b	4.71 b	4.83 	5.11 
DEA2	5.53 	4.68 	4.75 	4.93 	5.03 	5.72 	5.60 	5.73 	5.73 b	6.34 b	6.17 	5.46 
DEA3	3.26 	2.59 	3.26 	3.69 	3.47 	3.71 	3.91 	3.31 	3.26 b	3.83 b	4.58 	3.30 
DEA4	3.41 	3.51 	3.45 	3.44 	3.49 	3.84 	4.45 	3.52 	3.86 b	4.49 b	3.88 	7.23 
DEA5	3.32 	3.89 	3.44 	3.78 	4.10 	4.02 	4.22 	3.98 	3.81 b	3.67 b	4.13 	4.42 
DEB1	4.04 	3.56 	3.55 	: 	: 	4.14 	4.53 	4.17 	4.00 b	3.58 b	: u	4.08 
DEB2	3.76 	: u	: u	: 	: 	3.77 	4.18 	3.64 	: bu	: bu	: u	: u
DEB3	4.73 	4.18 	5.10 	: 	: 	5.15 	5.56 	5.66 	4.55 b	3.86 b	4.74 	4.76 
DEC0	3.56 	3.26 	3.15 	3.25 	3.11 	4.72 	3.77 	4.46 	: bu	5.73 b	5.56 	: u
DED1	: 	: 	: 	2.77 	2.82 	3.46 	3.52 	3.67 	3.84 b	3.92 b	4.66 	: u
DED2	: 	: 	: 	4.79 	5.57 	4.90 	5.30 	6.24 	5.70 b	8.69 b	5.73 	5.28 
DED3	: 	: 	: 	3.70 	3.65 	4.67 	5.53 	5.33 	5.32 b	6.24 b	6.13 	: u
DEE0	2.53 	2.17 	2.52 	3.07 	3.05 	3.04 	2.87 	2.45 	2.42 b	3.19 b	: u	3.08 
DEF0	4.69 	4.45 	4.53 	4.93 	4.86 	4.90 	5.12 	4.79 	4.51 b	4.58 b	4.40 	4.57 
DEG0	3.49 	3.51 	2.49 	3.61 	4.23 	4.05 	4.54 	4.49 	4.41 b	4.96 b	5.45 	5.10 
DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.82 b	7.56 
DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.62 b	5.09 
DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.30 b	3.15 
DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.58 b	4.37 
DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.10 b	4.00 
EE00	3.47 	3.17 	3.72 	4.25 b	4.40 	3.37 	3.70 	4.18 	3.65 	3.60 b	3.59 	3.91 
ES11	1.36 	1.63 	1.56 b	1.34 	1.40 b	1.56 	2.01 	1.99 	1.93 b	1.60 b	2.55 	1.66 
ES12	1.88 	1.62 	1.53 b	1.93 	1.52 b	1.81 	2.66 	2.38 	2.16 b	2.62 b	2.58 	2.18 
ES13	: u	1.89 u	1.51 bu	: u	1.58 bu	1.83 u	2.04 u	2.10 u	1.85 bu	2.05 b	2.42 	1.28 u
ES21	2.23 	2.97 	2.58 b	2.62 	3.39 b	2.57 	2.72 	3.33 	3.41 b	3.60 b	4.60 	4.50 
ES22	1.31 u	1.43 u	1.21 bu	1.48 u	1.86 bu	1.59 u	2.16 	2.08 	1.85 b	1.91 b	1.87 	1.34 u
ES23	: u	: u	: bu	: u	: bu	: u	: u	: u	1.79 bu	: bu	2.44 u	: u
ES24	1.85 	1.96 	1.71 b	1.91 	2.20 b	2.02 	2.76 	2.91 	2.76 b	3.20 b	3.29 	3.28 
ES30	5.24 	6.12 	6.70 b	7.49 	8.90 b	7.74 	5.99 	7.03 	6.65 b	7.15 b	7.56 	6.91 
ES41	1.36 	1.46 	1.84 b	1.92 	1.69 b	1.95 	2.02 	1.68 	1.91 b	2.11 b	2.63 	2.99 
ES42	1.30 	1.29 	1.41 b	1.68 	1.72 b	1.41 	1.60 	1.32 	1.77 b	1.67 b	2.16 	2.16 
ES43	1.49 u	1.47 u	1.45 bu	1.15 u	1.01 bu	1.20 u	1.51 	1.83 	1.77 b	1.79 b	1.94 	2.24 
ES51	3.11 	3.52 	3.56 b	3.67 	3.99 b	3.63 	3.64 	3.58 	3.81 b	4.32 b	3.41 	3.46 
ES52	1.79 	1.46 	2.33 b	1.93 	2.14 b	1.82 	1.72 	1.85 	2.38 b	2.78 b	2.30 	1.99 
ES53	1.50 u	1.31 u	2.44 b	1.82 	2.03 b	1.60 	1.39 	1.60 	1.70 b	2.03 b	1.92 	2.36 
ES61	1.34 	1.35 	1.52 b	1.73 	1.71 b	1.72 	1.91 	2.03 	2.35 b	2.42 b	2.28 	2.43 
ES62	1.03 u	1.65 	1.08 bu	1.09 u	1.25 b	1.44 	1.74 	1.72 	1.65 b	2.02 b	1.40 	1.51 
ES63	: u	: u	: bu	: u	: bu	: 	: u	: u	: bu	: 	: u	: u
ES64	: 	: 	: bu	: u	: bu	: u	: u	: u	: bu	: bu	: 	: u
ES70	1.62 	1.42 	1.24 b	1.54 	1.60 b	1.46 	1.53 	1.77 	2.46 b	2.17 b	1.73 	1.77 
FI13	2.98 	4.09 	3.96 	3.48 b	4.47 	3.94 	4.25 	3.88 	4.25 	4.20 b	3.86 	3.96 
FI18	: 	: 	7.85 	7.78 b	7.85 	8.09 	7.72 	8.24 	7.81 	7.92 b	8.14 	8.22 
FI19	: 	: 	4.45 	4.74 b	4.44 	4.87 	4.88 	4.09 	5.04 	4.98 b	5.23 	4.90 
FI1A	6.42 	7.60 	5.75 	6.49 b	7.77 	7.16 	6.27 	6.60 	6.40 	7.07 b	6.15 	6.91 
FI20	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: u
FR10	7.68 	7.51 	8.38 	8.36 	9.31 	9.31 	9.01 b	7.97 	8.88 	8.83 b	6.91 	7.74 
FR21	2.06 	2.43 	2.35 	2.77 	2.50 	1.55 u	3.79 b	3.68 u	2.45 u	2.07 b	2.45 	2.30 
FR22	2.86 	3.24 	3.20 	2.58 	2.83 	2.82 	4.65 b	3.08 	4.44 	2.90 b	3.04 	2.85 
FR23	3.86 	3.84 	3.48 	3.78 	3.42 	3.93 	3.82 b	3.46 	2.95 	3.97 b	4.55 	2.10 
FR24	4.47 	4.49 	4.44 	4.21 	4.49 	4.58 	5.35 b	3.69 	5.45 	4.95 b	3.38 	4.43 
FR25	3.66 	3.13 	3.44 	3.28 	3.53 	3.17 	3.08 bu	3.07 u	2.40 u	2.39 b	3.76 	2.34 
FR26	3.69 	3.74 	4.29 	4.00 	3.72 	3.05 	3.30 b	3.29 	2.55 u	2.57 b	4.86 	2.33 
FR30	2.90 	3.06 	3.04 	3.05 	3.19 	3.41 	2.50 b	3.78 	3.14 	4.01 b	2.40 	4.28 
FR41	4.85 	4.27 	4.52 	4.01 	4.91 	4.18 	3.62 b	3.52 	2.96 	2.83 b	2.50 	2.50 
FR42	4.67 	4.15 	3.94 	3.91 	3.87 	4.10 	5.00 b	3.79 	4.99 	4.04 b	3.68 	3.15 
FR43	6.28 	5.25 	5.33 	5.59 	6.26 	6.58 	5.90 b	4.92 	4.73 	4.67 b	5.98 	4.32 
FR51	4.29 	3.93 	4.40 	4.75 	4.28 	4.18 	4.29 b	4.78 	4.73 	3.58 b	4.05 	3.80 
FR52	3.73 	3.95 	4.26 	5.65 	5.88 	5.08 	5.31 b	5.85 	4.05 	3.61 b	4.43 	4.41 
FR53	3.74 	3.58 	3.40 	3.56 	2.86 	3.37 	2.28 bu	2.97 u	3.15 	2.18 b	3.05 	3.05 
FR61	4.54 	4.56 	5.18 	4.85 	4.94 	4.48 	3.17 b	2.86 	4.59 	4.12 b	3.76 	3.39 
FR62	5.78 	6.48 	6.92 	6.36 	6.68 	6.04 	5.40 b	4.63 	5.33 	4.46 b	4.43 	6.22 
FR63	4.44 	4.25 	3.94 	3.93 	3.87 	3.92 	4.17 bu	3.36 u	4.49 u	4.07 b	3.85 	2.20 u
FR71	5.68 	6.11 	6.00 	5.65 	5.42 	5.91 	5.32 b	5.71 	5.07 	5.42 b	5.35 	5.63 
FR72	3.88 	3.41 	3.78 	3.19 	2.42 	2.46 	3.90 bu	2.65 u	3.32 u	3.73 b	6.92 	5.29 
FR81	3.75 	3.71 	3.97 	4.38 	4.02 	4.36 	5.71 b	3.76 	4.64 	5.27 b	5.41 	2.29 
FR82	4.64 	5.00 	4.56 	4.68 	4.60 	4.19 	5.39 b	5.80 	5.37 	4.95 b	4.45 	5.65 
FR83	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu	: u	: u
GR11	: u	: bu	: u	: u	1.11 u	: u	: u	1.33 bu	: u	: bu	1.21 u	1.09 u
GR12	1.36 	1.37 b	1.49 	1.70 	1.75 	1.85 	1.73 	1.52 b	1.52 	1.56 b	1.60 	1.72 
GR13	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
GR14	: u	1.07 bu	: u	: u	: u	0.93 u	: u	1.01 bu	: u	0.99 bu	: u	: u
GR21	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
GR22	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
GR23	: u	0.97 bu	1.09 u	1.30 u	1.47 u	1.60 u	1.64 u	1.79 b	1.83 	1.40 bu	1.09 u	1.13 u
GR24	: u	1.37 bu	1.54 u	1.50 u	: u	: u	: u	: bu	: u	: bu	: u	1.14 u
GR25	: u	1.48 bu	1.72 u	1.40 u	1.53 u	1.20 u	: u	1.47 bu	1.04 u	1.11 bu	1.29 u	1.01 u
GR30	2.53 	2.53 b	2.70 	2.85 	2.87 	3.28 	3.39 	3.20 b	3.12 	3.89 b	3.97 	3.49 
GR41	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
GR42	: u	: bu	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
GR43	: u	1.38 bu	1.02 u	: u	1.32 u	1.07 u	1.26 u	0.99 bu	1.53 u	1.27 bu	1.04 u	1.10 u
HR01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.39 b	3.89 
HR02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.94 bu	2.08 u
HR03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.69 bu	2.59 u
HU10	6.18 	5.90 	6.02 	6.18 	7.53 b	7.15 	7.63 b	7.17 	7.32 	8.36 b	8.16 	7.48 
HU21	6.51 	7.32 	7.49 	8.14 	8.38 b	7.98 	6.75 b	7.05 	6.39 	6.12 b	6.16 	6.65 
HU22	2.93 	3.53 	4.40 	6.02 	6.21 b	5.96 	6.43 b	6.01 	6.00 	6.78 b	6.47 	6.01 
HU23	3.46 	3.61 	3.53 	5.12 	4.80 b	5.06 	5.08 b	4.15 	4.80 	4.95 b	6.34 	6.28 
HU31	3.68 	3.86 	3.45 	4.25 	5.54 b	5.31 	4.60 b	5.82 	4.81 	4.29 b	4.71 	4.86 
HU32	2.92 	2.86 	2.69 	3.09 	4.10 b	3.52 	3.65 b	3.83 	4.21 	3.77 b	3.24 	3.60 
HU33	2.45 	2.62 	2.58 	2.76 	2.19 b	2.63 	2.55 b	2.48 	3.61 	3.08 b	2.62 	2.89 
IE01	: 	6.02 b	6.22 	6.10 	6.33 	6.16 	5.84 	5.97 	5.43 	5.19 b	5.30 	5.59 
IE02	: 	7.78 b	7.55 	7.82 	8.06 	7.81 	7.11 	6.45 	6.57 	6.86 b	6.52 	6.59 
IS00	3.80 	4.03 	4.10 	4.48 	5.59 	5.08 	4.84 b	5.00 	5.04 	4.49 b	4.37 	4.19 
ITC1	4.99 	4.57 	4.85 	5.01 	5.18 	5.33 	5.31 	4.70 b	4.93 	5.39 b	5.44 	5.11 
ITC2	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
ITC3	4.70 	3.47 	3.60 	4.28 	4.45 	4.56 	4.69 	4.08 b	3.80 	4.14 b	3.74 	4.95 
ITC4	4.38 	4.01 	4.69 	5.02 	4.97 	5.24 	5.17 	4.74 b	5.17 	5.63 b	5.43 	5.44 
ITD1	: 	: 	2.21 u	2.29 u	1.87 u	: u	: u	1.87 bu	2.24 u	2.81 bu	2.53 u	2.49 u
ITD2	: 	: 	2.23 u	3.11 u	3.59 u	3.30 u	2.86 u	2.85 bu	3.48 	3.67 b	4.21 	3.94 
ITD3	3.34 	3.43 	3.52 	3.21 	4.26 	3.86 	3.73 	4.27 b	4.18 	4.29 b	4.82 	4.65 
ITD4	4.26 	3.93 	3.57 	3.71 	4.99 	4.68 	3.47 	4.68 b	4.72 	4.57 b	4.82 	4.28 
ITD5	3.60 	3.66 	3.41 	3.93 	4.18 	3.95 	3.92 	3.67 b	3.63 	4.18 b	4.17 	4.11 
ITE1	2.72 	2.94 	3.16 	3.29 	3.26 	2.88 	3.46 	4.27 b	3.58 	3.52 b	3.57 	3.27 
ITE2	2.67 	2.77 	2.71 	3.95 	3.10 	3.01 	3.11 	3.56 b	3.15 	3.21 b	3.39 	3.38 
ITE3	2.54 	2.75 	2.58 	2.79 	2.93 	2.47 	3.85 	3.25 b	2.92 	3.27 b	2.99 	3.21 
ITE4	6.06 	5.91 	6.49 	6.63 	6.54 	6.54 	6.51 	6.92 b	6.86 	7.03 b	7.29 	7.45 
ITF1	3.68 	3.15 	3.17 	3.18 	3.94 	3.74 	3.19 	3.58 b	3.73 	3.55 b	3.17 	3.86 
ITF2	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: u	: u
ITF3	3.06 	3.19 	2.91 	2.76 	3.47 	3.36 	2.78 	3.35 b	3.22 	3.18 b	3.18 	3.20 
ITF4	1.75 	1.89 	2.37 	2.42 	2.21 	2.21 	2.47 	2.64 b	2.35 	2.41 b	2.48 	2.31 
ITF5	: u	: u	: u	1.98 u	2.29 u	2.26 u	2.28 u	2.50 bu	2.39 u	2.73 bu	2.83 u	2.79 u
ITF6	2.34 	2.53 	2.63 	2.94 	3.05 	3.01 	2.60 	2.85 b	2.46 	2.28 b	2.44 	2.24 
ITG1	2.24 	2.19 	2.19 	2.57 	2.39 	2.40 	2.67 	2.48 b	2.65 	2.91 b	2.99 	3.09 
ITG2	1.90 	2.36 	2.56 	2.29 	3.36 	2.89 	2.27 	2.37 b	2.35 	2.75 b	2.82 	3.68 
LT00	: 	3.05 b	2.72 	2.96 	2.65 	2.34 b	2.37 	2.79 	2.78 	2.68 b	2.54 	2.61 
LU00	2.66 	2.83 	4.05 	2.93 	3.29 	2.59 	3.31 b	3.91 	3.82 	3.52 	3.72 	3.69 
LV00	: 	1.96 b	2.31 	2.42 	2.32 	2.44 b	2.53 	2.97 	2.83 	2.67 b	2.74 	2.97 
MK00	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.63 b	1.68 	: 
MT00	: 	: 	: 	7.16 	6.09 	6.75 	5.28 	6.64 b	6.28 	6.18 b	5.94 	6.47 
NL11	3.05 u	3.52 u	4.11 	4.62 b	5.60 	4.93 	4.70 b	4.54 	3.92 	4.33 b	4.22 	5.01 
NL12	2.81 u	2.38 u	3.63 	2.51 bu	3.71 	3.26 	3.37 b	3.19 u	3.13 u	2.76 bu	3.39 	2.82 u
NL13	4.15 u	4.74 	: u	3.04 bu	4.47 u	3.31 u	3.11 bu	2.87 u	3.84 u	3.14 bu	4.20 u	3.80 u
NL21	3.35 	3.41 	3.65 	3.12 b	4.23 	3.69 	3.60 b	3.86 	4.32 	3.46 b	4.63 	4.36 
NL22	3.82 	4.82 	4.49 	5.34 b	4.96 	4.72 	4.41 b	4.65 	4.51 	4.17 b	4.19 	4.82 
NL23	5.43 u	5.64 u	6.06 u	6.26 b	6.66 	6.91 	6.86 b	5.99 	6.55 	5.24 bu	6.10 	6.47 
NL31	5.94 	4.13 	6.17 	6.99 b	7.52 	6.24 	6.05 b	6.36 	6.55 	6.02 b	6.21 	6.54 
NL32	3.78 	4.19 	4.59 	5.72 b	4.79 	4.14 	4.81 b	4.62 	4.58 	4.31 b	4.99 	4.77 
NL33	4.20 	4.76 	4.95 	5.12 b	5.36 	5.02 	5.05 b	5.12 	5.07 	4.90 b	5.45 	5.35 
NL34	: u	: u	3.98 u	: bu	: u	2.60 u	: bu	: u	: u	: bu	: u	: u
NL41	5.71 	5.94 	5.60 	5.47 b	6.09 	5.85 	5.22 b	5.43 	5.31 	4.74 b	4.90 	5.44 
NL42	4.56 	5.89 	5.80 	4.47 b	5.43 	4.69 	5.17 b	4.36 	4.51 	4.64 b	4.76 	4.89 
NO01	: 	6.72 	7.46 	7.20 	8.65 	8.63 	8.32 	7.91 	7.64 	7.64 b	7.85 	7.29 
NO02	: 	3.21 	3.18 	: u	3.48 	: u	2.97 	: u	: u	2.02 bu	2.08 u	2.26 u
NO03	: 	3.31 	4.11 	4.85 	4.97 	4.45 	3.81 	3.65 	3.97 	4.07 b	4.01 	3.99 
NO04	: 	3.25 	3.56 	2.88 	3.60 	3.72 	2.97 	3.70 	3.73 	3.63 b	3.16 	3.71 
NO05	: 	3.04 	3.16 	3.51 	3.35 	2.85 	2.59 	2.82 	2.67 	3.22 b	2.50 	3.20 
NO06	: 	5.19 	4.89 	4.68 	5.07 	4.45 	4.41 	4.50 	3.82 	4.70 b	3.94 	5.38 
NO07	: 	3.31 	2.83 	: u	3.09 	2.91 	2.68 	2.87 	2.81 	2.26 b	2.70 	2.22 
PL11	: 	: 	: 	: 	: 	: 	: 	2.11 	2.80 	2.52 b	2.57 	: 
PL12	: 	: 	: 	: 	: 	: 	: 	4.96 	4.78 	5.28 b	5.51 	: 
PL21	: 	: 	: 	: 	: 	: 	: 	2.37 	2.51 	2.95 b	3.31 	: 
PL22	: 	: 	: 	: 	: 	: 	: 	2.59 	2.97 	2.97 b	3.24 	: 
PL31	: 	: 	: 	: 	: 	: 	: 	2.49 	2.04 u	1.74 bu	1.88 u	: 
PL32	: 	: 	: 	: 	: 	: 	: 	1.57 u	1.49 u	1.62 bu	2.19 u	: 
PL33	: 	: 	: 	: 	: 	: 	: 	: u	1.35 u	1.24 bu	1.41 u	: 
PL34	: 	: 	: 	: 	: 	: 	: 	: u	1.58 u	1.95 bu	2.30 u	: 
PL41	: 	: 	: 	: 	: 	: 	: 	2.04 	2.48 	2.54 b	2.42 	: 
PL42	: 	: 	: 	: 	: 	: 	: 	2.76 u	2.45 u	3.17 bu	3.54 u	: 
PL43	: 	: 	: 	: 	: 	: 	: 	1.45 u	2.12 u	1.98 bu	1.84 u	: 
PL51	: 	: 	: 	: 	: 	: 	: 	2.10 u	2.63 	3.17 b	4.28 	: 
PL52	: 	: 	: 	: 	: 	: 	: 	2.83 u	1.56 u	1.93 bu	2.33 u	: 
PL61	: 	: 	: 	: 	: 	: 	: 	2.81 	2.18 u	2.13 bu	2.38 u	: 
PL62	: 	: 	: 	: 	: 	: 	: 	1.60 u	2.34 u	1.96 bu	2.02 u	: 
