indic_na,unit,geo\time	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
B6N_U,PPCS_HAB,HU31	: 	: 	: 	: 	4328.8 	4701.3 	5190.9 	5332.5 	6628.5 	5844.1 	6274.4 	6404.4 
B6N_U,PPCS_HAB,HU32	: 	: 	: 	: 	4060.2 	4551.7 	4986.0 	5177.7 	5002.3 	5495.1 	6097.8 	6269.3 
B6N_U,PPCS_HAB,HU33	: 	: 	: 	: 	4716.0 	5268.9 	5475.7 	5631.6 	5523.6 	5946.4 	6443.3 	6569.1 
B6N_U,PPCS_HAB,IE01	7829.5 i	8405.3 i	9260.1 i	9509.4 i	10306.7 i	11261.4 i	11022.1 i	11423.7 i	12264.2 i	13056.6 i	13489.2 i	14108.6 i
B6N_U,PPCS_HAB,IE02	9041.6 i	9575.5 i	10707.8 i	10892.6 i	11710.9 i	12601.7 i	12856.2 i	13284.1 i	14308.2 i	15145.5 i	15600.2 i	16292.7 i
B6N_U,PPCS_HAB,ITC1	14379.8 	14860.1 	14888.7 	15468.5 	15850.5 	16211.9 	16411.7 	16661.5 	16943.3 	17249.8 	18017.5 	18480.1 
B6N_U,PPCS_HAB,ITC2	14851.3 	15195.3 	15578.3 	15793.9 	16607.9 	17514.1 	17366.4 	17414.4 	17588.0 	17440.9 	18171.2 	18934.3 
B6N_U,PPCS_HAB,ITC3	13870.0 	14461.2 	14716.1 	15057.0 	15763.8 	16415.1 	16199.4 	16401.9 	16292.5 	16687.1 	17248.7 	17985.0 
B6N_U,PPCS_HAB,ITC4	15366.8 	15841.0 	16174.6 	16581.9 	16985.2 	17437.2 	17498.0 	17513.5 	17820.2 	18140.0 	18747.5 	19364.9 
B6N_U,PPCS_HAB,ITD1	15748.4 	15632.9 	15986.3 	16088.4 	16818.1 	17934.9 	17808.1 	17320.7 	18209.6 	18225.0 	18766.9 	19575.1 
B6N_U,PPCS_HAB,ITD2	14178.9 	14276.2 	14461.2 	14887.7 	15650.8 	15766.9 	15989.0 	15727.3 	15606.7 	15800.9 	16352.1 	17082.0 
B6N_U,PPCS_HAB,ITD3	13821.8 	14361.8 	14521.4 	15011.4 	15662.3 	15986.9 	15847.0 	16126.6 	16296.5 	16573.1 	17049.5 	17537.7 
B6N_U,PPCS_HAB,ITD4	13968.1 	14517.8 	14697.3 	15027.4 	15755.4 	16075.4 	16110.8 	16441.0 	16458.3 	16781.8 	17415.8 	18142.1 
B6N_U,PPCS_HAB,ITD5	16087.6 	16513.3 	16645.3 	17060.8 	17867.1 	18249.7 	18220.7 	18325.1 	18165.0 	18452.0 	19235.3 	20113.6 
B6N_U,PPCS_HAB,ITE1	13941.5 	14283.3 	14422.6 	14920.6 	15660.3 	16139.8 	16130.7 	16456.6 	16472.1 	16735.2 	17287.9 	17978.6 
B6N_U,PPCS_HAB,ITE2	12819.8 	13099.5 	13449.9 	13926.7 	14579.1 	14967.2 	14777.9 	14838.4 	15213.2 	15278.7 	15674.4 	16123.5 
B6N_U,PPCS_HAB,ITE3	13227.3 	13529.6 	13607.2 	14012.3 	14541.0 	14896.9 	14879.1 	15103.5 	15193.4 	15680.5 	16229.6 	16680.4 
B6N_U,PPCS_HAB,ITE4	13065.1 	13501.2 	13652.2 	13864.8 	14585.6 	15218.1 	15641.2 	15820.3 	16161.4 	16515.4 	16514.5 	17114.6 
B6N_U,PPCS_HAB,ITF1	10690.2 	10865.4 	10977.7 	11086.0 	11837.9 	12452.6 	12476.7 	12425.8 	12108.6 	12499.6 	12984.0 	13576.5 
B6N_U,PPCS_HAB,ITF2	9313.5 	9891.5 	10163.3 	10458.7 	10854.7 	10985.8 	10896.1 	11078.3 	11164.0 	11403.9 	12226.0 	12742.4 
B6N_U,PPCS_HAB,ITF3	8168.9 	8485.1 	8833.1 	9052.7 	9642.7 	9991.6 	10256.3 	10338.2 	10334.5 	10643.8 	10954.2 	11343.8 
B6N_U,PPCS_HAB,ITF4	8430.1 	8654.9 	8776.8 	9142.4 	9764.9 	10218.9 	10366.4 	10519.1 	10527.0 	10829.9 	11289.9 	11744.7 
B6N_U,PPCS_HAB,ITF5	8651.5 	9006.9 	9423.5 	9933.9 	10434.5 	10277.7 	10764.7 	11024.3 	11152.2 	11422.2 	11988.6 	12537.7 
B6N_U,PPCS_HAB,ITF6	7882.3 	8293.1 	8574.1 	8945.4 	9291.2 	9759.9 	9881.7 	10186.2 	10276.6 	10585.3 	11094.8 	11434.8 
B6N_U,PPCS_HAB,ITG1	8247.9 	8612.9 	8837.6 	9104.1 	9626.2 	10060.6 	10076.8 	10228.8 	10279.5 	10702.1 	10975.4 	11365.1 
B6N_U,PPCS_HAB,ITG2	8941.2 	9517.1 	9814.8 	10134.8 	10766.1 	11272.3 	11318.6 	11723.4 	11796.8 	11962.4 	12496.8 	12900.6 
B6N_U,PPCS_HAB,LT00	2924.3 	3377.5 	3810.9 	3929.7 	4350.1 	4609.5 	5071.5 	5692.4 	6121.9 	6839.1 	7548.9 	8091.8 
B6N_U,PPCS_HAB,LV00	2640.0 	2974.6 	3019.3 	3171.6 	3657.6 	3898.9 	4385.6 	4765.7 	5264.7 	5801.3 	6775.6 	7736.2 
B6N_U,PPCS_HAB,NL11	9498.4 	9958.3 	10426.2 	10944.6 	11365.3 	11568.8 	12559.9 	12246.4 	11856.6 	12153.3 	12605.9 	13675.3 
B6N_U,PPCS_HAB,NL12	9370.9 	9649.3 	10437.9 	11085.5 	11669.1 	12006.6 	12570.5 	11975.3 	12800.4 	12875.0 	13202.4 	14368.1 
B6N_U,PPCS_HAB,NL13	9677.5 	10232.9 	10890.4 	11452.9 	11750.8 	12171.6 	12904.5 	12475.0 	12622.9 	13317.4 	13353.3 	14454.9 
B6N_U,PPCS_HAB,NL21	9230.6 	9804.6 	10301.8 	10790.2 	11408.7 	11795.5 	12612.4 	12168.7 	12477.9 	13016.9 	12965.9 	13943.2 
B6N_U,PPCS_HAB,NL22	9852.5 	10567.3 	10921.7 	11402.0 	11963.5 	12625.9 	13320.9 	12809.0 	13344.5 	13878.2 	14230.7 	15359.2 
B6N_U,PPCS_HAB,NL23	9802.1 	10016.0 	10872.5 	11201.3 	11321.1 	12054.2 	12786.4 	12578.8 	12427.6 	12504.8 	13454.9 	14175.6 
B6N_U,PPCS_HAB,NL31	10893.5 	11591.9 	12618.6 	12538.4 	13155.1 	14251.8 	15815.3 	14408.4 	14708.0 	15356.9 	15981.5 	17061.4 
B6N_U,PPCS_HAB,NL32	10629.7 	11295.9 	11957.1 	12262.8 	12985.7 	13992.1 	15279.7 	14069.9 	14360.7 	14831.6 	15236.7 	16487.8 
B6N_U,PPCS_HAB,NL33	10259.6 	10796.7 	11512.5 	11616.2 	12297.0 	13286.6 	14269.7 	13503.2 	13736.2 	14041.5 	14789.2 	16015.3 
B6N_U,PPCS_HAB,NL34	10025.7 	10427.0 	11058.3 	10956.6 	12153.6 	12130.3 	13012.7 	12636.9 	13655.1 	13957.1 	14266.2 	15011.1 
B6N_U,PPCS_HAB,NL41	10128.7 	10600.7 	11008.4 	11376.1 	12457.1 	12848.2 	13679.4 	13031.1 	13625.0 	13960.3 	14212.4 	15402.3 
B6N_U,PPCS_HAB,NL42	9778.5 	10284.2 	10719.2 	11324.4 	11991.8 	12989.2 	13339.4 	12933.9 	13397.7 	13749.5 	14202.5 	15329.4 
B6N_U,PPCS_HAB,NO01	: 	: 	: 	: 	: 	: 	: 	: 	17740.9 	: 	: 	: 
B6N_U,PPCS_HAB,NO02	: 	: 	: 	: 	: 	: 	: 	: 	35835.0 	: 	: 	: 
B6N_U,PPCS_HAB,NO03	: 	: 	: 	: 	: 	: 	: 	: 	5919.1 	: 	: 	: 
B6N_U,PPCS_HAB,NO04	: 	: 	: 	: 	: 	: 	: 	: 	15022.1 	: 	: 	: 
B6N_U,PPCS_HAB,NO05	: 	: 	: 	: 	: 	: 	: 	: 	14652.4 	: 	: 	: 
B6N_U,PPCS_HAB,NO06	: 	: 	: 	: 	: 	: 	: 	: 	14180.2 	: 	: 	: 
B6N_U,PPCS_HAB,NO07	: 	: 	: 	: 	: 	: 	: 	: 	14132.5 	: 	: 	: 
B6N_U,PPCS_HAB,PL11	4331.0 	4812.0 	5152.5 	5423.5 	5616.7 	5892.7 	6201.3 	6297.7 	6706.6 	6919.5 	7421.2 	8258.7 
B6N_U,PPCS_HAB,PL12	5486.7 	6137.0 	6686.3 	6937.8 	7450.0 	7843.9 	8094.6 	8077.7 	8546.5 	8721.5 	9165.8 	10247.5 
B6N_U,PPCS_HAB,PL21	4208.9 	4636.9 	4985.3 	5137.6 	5355.2 	5495.4 	5741.3 	5716.1 	5996.0 	6131.9 	6507.7 	7210.0 
B6N_U,PPCS_HAB,PL22	5103.6 	5521.3 	5890.9 	6244.0 	6464.5 	6782.1 	7042.8 	7148.2 	7483.7 	7711.0 	8128.8 	9114.0 
B6N_U,PPCS_HAB,PL31	3833.6 	4205.1 	4443.2 	4542.3 	4613.4 	4942.6 	5107.3 	5182.7 	5452.3 	5522.1 	5857.4 	6609.6 
B6N_U,PPCS_HAB,PL32	3495.2 	3878.5 	4153.3 	4361.0 	4502.3 	4708.2 	4809.9 	4856.7 	5075.7 	5213.5 	5573.7 	6231.5 
B6N_U,PPCS_HAB,PL33	3725.6 	4123.1 	4421.2 	4715.0 	4965.5 	5156.9 	5406.6 	5572.8 	5826.5 	5906.4 	6345.6 	7113.3 
B6N_U,PPCS_HAB,PL34	3669.7 	4065.3 	4310.1 	4459.7 	4762.2 	5164.2 	5263.3 	5276.5 	5750.2 	5783.3 	6183.2 	6853.2 
B6N_U,PPCS_HAB,PL41	4347.6 	4840.9 	5260.4 	5600.6 	6038.4 	6386.8 	6441.6 	6552.6 	7144.6 	7184.8 	7563.8 	8349.1 
B6N_U,PPCS_HAB,PL42	4530.9 	4956.7 	5215.5 	5601.6 	6065.9 	6273.8 	6430.1 	6407.8 	6818.8 	6952.6 	7347.0 	8143.9 
B6N_U,PPCS_HAB,PL43	4253.4 	4709.3 	4942.5 	5200.6 	5406.4 	5628.5 	5743.0 	5714.5 	6160.2 	6306.1 	6678.1 	7508.0 
B6N_U,PPCS_HAB,PL51	4435.6 	4873.7 	5171.1 	5497.1 	6017.8 	6365.9 	6589.3 	6535.3 	6846.1 	7027.6 	7426.6 	8301.8 
B6N_U,PPCS_HAB,PL52	3957.5 	4361.7 	4628.4 	4488.7 	4735.2 	4950.0 	5131.1 	5189.3 	5602.4 	5753.6 	6104.4 	6999.7 
B6N_U,PPCS_HAB,PL61	4191.3 	4600.6 	4946.0 	5089.4 	5383.3 	5740.3 	5950.8 	5909.7 	6370.9 	6449.8 	6823.7 	7595.5 
B6N_U,PPCS_HAB,PL62	3464.3 	3838.9 	4076.9 	4654.3 	4945.5 	5053.3 	5165.8 	5315.3 	5720.8 	5845.4 	6187.6 	6827.5 
B6N_U,PPCS_HAB,PL63	4305.2 	4752.8 	5056.7 	5262.4 	5516.3 	5879.6 	6003.5 	5992.4 	6376.5 	6490.2 	6933.7 	7861.7 
B6N_U,PPCS_HAB,PT11	6578.4 	6770.1 	6900.6 	7354.0 	7866.0 	8153.7 	8124.8 	8304.7 	8470.5 	8939.8 	9309.9 	9470.3 
B6N_U,PPCS_HAB,PT15	8182.7 	8411.1 	8585.5 	9330.3 	10066.4 	10525.8 	10514.8 	10998.4 	10922.3 	11518.2 	12026.7 	12082.0 
B6N_U,PPCS_HAB,PT16	6900.7 	6959.4 	7226.6 	7903.1 	8504.9 	8817.8 	8752.9 	9129.4 	9255.0 	9775.0 	10196.7 	10275.2 
B6N_U,PPCS_HAB,PT17	8999.7 	9646.3 	10156.0 	10891.2 	11673.9 	12033.0 	12377.8 	12680.1 	12852.3 	13732.9 	14110.7 	14373.8 
B6N_U,PPCS_HAB,PT18	7127.0 	7401.3 	7502.3 	7878.8 	8537.7 	8653.6 	9023.5 	9387.3 	9569.5 	9964.4 	10488.7 	10586.4 
B6N_U,PPCS_HAB,PT20	6503.6 	6759.2 	7087.8 	7757.5 	8463.4 	9011.6 	9111.0 	9474.0 	9577.1 	10218.5 	10623.0 	10739.6 
B6N_U,PPCS_HAB,PT30	6968.4 	7373.3 	7647.2 	8197.0 	8759.2 	9139.8 	9809.6 	10329.7 	10746.3 	11171.4 	11569.6 	11350.9 
B6N_U,PPCS_HAB,RO11	: 	: 	2323.9 	2570.1 	2866.3 	3365.3 	3395.1 	3186.1 	3979.4 	3949.2 	4293.8 	5000.8 
B6N_U,PPCS_HAB,RO12	: 	: 	2364.4 	2583.2 	2981.4 	3322.6 	3481.0 	3344.9 	3980.2 	3909.9 	4269.4 	5015.4 
B6N_U,PPCS_HAB,RO21	: 	: 	1784.6 	2012.5 	2279.1 	2772.8 	2701.3 	2434.0 	3244.2 	3219.6 	3577.2 	4064.4 
B6N_U,PPCS_HAB,RO22	: 	: 	2275.8 	2524.9 	2802.5 	3264.9 	3134.6 	2944.1 	3971.5 	3777.3 	4184.5 	4669.7 
B6N_U,PPCS_HAB,RO31	: 	: 	2099.7 	2214.6 	2459.9 	3074.7 	2939.2 	2791.5 	3709.6 	3601.2 	3913.9 	4478.5 
B6N_U,PPCS_HAB,RO32	: 	: 	3081.7 	2917.9 	4120.0 	4399.2 	5193.7 	5064.8 	5699.3 	6890.5 	7707.5 	9296.3 
B6N_U,PPCS_HAB,RO41	: 	: 	2060.3 	2387.3 	2732.6 	3335.3 	2928.8 	2883.1 	3820.2 	3669.0 	4100.9 	4705.5 
B6N_U,PPCS_HAB,RO42	: 	: 	2657.7 	2954.6 	3274.7 	3993.1 	3872.3 	3828.4 	4592.1 	4551.6 	5028.3 	5757.0 
B6N_U,PPCS_HAB,SE11	10825.2 i	11240.1 i	11473.8 i	12167.2 i	13334.0 i	14268.6 i	14770.1 i	14822.9 i	15144.6 i	15517.2 i	16181.6 i	17070.7 i
B6N_U,PPCS_HAB,SE12	9072.7 i	9188.2 i	9520.1 i	10072.2 i	11076.7 i	11537.7 i	12095.7 i	12140.0 i	12780.6 i	13064.3 i	13555.4 i	14471.0 i
B6N_U,PPCS_HAB,SE21	8923.2 i	8891.7 i	9231.6 i	9723.3 i	10613.3 i	11099.4 i	11551.2 i	11928.7 i	12290.8 i	12586.1 i	13280.3 i	14305.4 i
B6N_U,PPCS_HAB,SE22	9348.9 i	9477.8 i	9773.0 i	10258.2 i	11161.1 i	11698.1 i	12216.2 i	12442.4 i	12904.5 i	13164.9 i	13779.9 i	14618.3 i
B6N_U,PPCS_HAB,SE23	9325.8 i	9453.9 i	9743.2 i	10316.5 i	11139.7 i	11675.1 i	12224.2 i	12615.2 i	12936.3 i	13200.3 i	13902.5 i	14800.3 i
B6N_U,PPCS_HAB,SE31	8749.7 i	8821.2 i	9060.2 i	9582.8 i	10375.8 i	10705.6 i	11216.4 i	11585.7 i	12061.8 i	12357.4 i	12803.5 i	13621.7 i
B6N_U,PPCS_HAB,SE32	9024.9 i	9161.1 i	9348.2 i	9967.3 i	10825.7 i	11258.8 i	11852.7 i	12020.3 i	12643.5 i	12972.7 i	13538.4 i	14521.9 i
B6N_U,PPCS_HAB,SE33	8578.4 i	8683.7 i	8924.8 i	9388.2 i	10117.6 i	10517.8 i	11024.6 i	11213.4 i	11811.9 i	12068.3 i	12579.5 i	13818.7 i
B6N_U,PPCS_HAB,SI01	: 	: 	: 	: 	8311.3 	8714.1 	9305.6 	9320.4 	9910.2 	10530.4 	11018.3 	11621.1 
B6N_U,PPCS_HAB,SI02	: 	: 	: 	: 	9712.0 	10211.9 	10824.5 	10766.6 	11414.7 	12016.3 	12497.7 	13064.7 
B6N_U,PPCS_HAB,SK01	5870.6 	6759.6 	7356.1 	7591.1 	8004.6 	8833.2 	9496.8 	9126.1 	9982.7 	11867.3 	12195.1 	13749.3 
B6N_U,PPCS_HAB,SK02	4315.0 	4754.5 	5012.5 	4978.6 	5228.2 	5799.9 	6292.1 	6008.7 	6436.3 	7000.6 	7742.1 	8797.3 
B6N_U,PPCS_HAB,SK03	4085.3 	4572.4 	4856.5 	4921.9 	5149.8 	5628.7 	5949.6 	5733.0 	5959.7 	6790.0 	7298.4 	8637.0 
B6N_U,PPCS_HAB,SK04	4107.1 	4585.8 	4808.8 	4811.1 	4962.0 	5369.0 	5598.3 	5373.1 	5574.5 	6201.9 	6718.1 	7389.6 
B6N_U,PPCS_HAB,UKC1	10203.9 ei	10900.8 ei	10886.2 ei	11139.5 ei	12221.4 ei	13019.0 ei	13185.2 ei	13576.1 ei	14129.7 ei	14427.1 ei	14786.7 ei	14569.3 ei
B6N_U,PPCS_HAB,UKC2	10180.1 ei	11047.8 ei	11225.1 ei	11401.0 ei	12305.4 ei	13238.6 ei	13456.2 ei	13902.1 ei	14534.0 ei	14733.6 ei	15319.5 ei	15141.4 ei
B6N_U,PPCS_HAB,UKD1	11126.2 ei	11788.8 ei	12184.0 ei	12601.7 ei	13172.6 ei	14594.6 ei	14769.0 ei	15284.9 ei	15809.2 ei	16514.0 ei	16884.6 ei	16639.0 ei
B6N_U,PPCS_HAB,UKD2	11901.3 ei	13078.7 ei	13226.2 ei	14003.1 ei	14826.6 ei	15434.2 ei	16142.9 ei	16879.8 ei	17554.9 ei	18100.1 ei	18456.7 ei	18149.4 ei
B6N_U,PPCS_HAB,UKD3	10588.0 ei	11335.2 ei	11513.1 ei	11973.2 ei	13324.2 ei	13850.2 ei	14056.4 ei	14426.8 ei	14893.1 ei	15190.3 ei	15551.3 ei	15448.7 ei
B6N_U,PPCS_HAB,UKD4	10583.6 ei	11314.4 ei	11454.4 ei	11666.2 ei	12715.4 ei	13627.4 ei	13744.6 ei	14110.3 ei	14567.9 ei	15050.5 ei	15267.1 ei	15126.0 ei
B6N_U,PPCS_HAB,UKD5	10532.9 ei	11216.4 ei	11451.6 ei	11772.2 ei	12786.6 ei	13491.3 ei	13812.1 ei	14237.7 ei	14730.1 ei	15056.2 ei	15371.9 ei	15279.0 ei
B6N_U,PPCS_HAB,UKE1	10505.6 ei	11040.5 ei	11366.4 ei	11854.5 ei	12737.7 ei	13380.6 ei	13752.6 ei	14402.9 ei	14824.3 ei	15202.7 ei	15518.4 ei	15366.9 ei
B6N_U,PPCS_HAB,UKE2	12750.6 ei	13323.7 ei	13837.0 ei	14596.1 ei	14806.6 ei	15630.8 ei	16133.7 ei	16648.6 ei	17029.2 ei	18099.6 ei	18957.2 ei	18602.9 ei
B6N_U,PPCS_HAB,UKE3	10077.4 ei	10716.8 ei	11003.0 ei	11290.8 ei	12477.2 ei	13384.8 ei	13575.4 ei	14120.3 ei	14638.7 ei	14885.2 ei	15112.6 ei	14971.4 ei
B6N_U,PPCS_HAB,UKE4	10696.0 ei	11392.8 ei	11672.1 ei	11906.6 ei	13141.4 ei	13822.2 ei	14057.4 ei	14554.3 ei	15005.4 ei	15272.8 ei	15329.5 ei	15124.4 ei
B6N_U,PPCS_HAB,UKF1	10541.4 ei	11117.8 ei	11403.2 ei	11811.3 ei	12703.1 ei	13708.3 ei	14079.2 ei	14805.6 ei	15236.5 ei	15570.3 ei	15942.8 ei	15738.8 ei
B6N_U,PPCS_HAB,UKF2	11428.4 ei	12363.1 ei	12389.7 ei	12720.5 ei	13707.2 ei	14620.9 ei	14932.3 ei	15748.3 ei	16207.4 ei	16643.7 ei	16950.3 ei	16686.4 ei
B6N_U,PPCS_HAB,UKF3	11569.1 ei	12027.9 ei	12190.8 ei	12463.7 ei	13256.4 ei	14026.0 ei	14358.6 ei	15065.1 ei	15362.1 ei	15991.5 ei	16316.8 ei	16059.3 ei
B6N_U,PPCS_HAB,UKG1	12144.4 ei	12762.7 ei	13253.4 ei	13726.7 ei	14495.9 ei	15732.7 ei	16082.7 ei	16638.5 ei	17332.5 ei	18017.4 ei	18552.0 ei	18236.9 ei
B6N_U,PPCS_HAB,UKG2	11073.1 ei	11647.8 ei	12065.6 ei	12474.9 ei	13225.1 ei	14178.5 ei	14438.5 ei	15074.0 ei	15357.3 ei	15812.8 ei	16341.1 ei	16168.9 ei
B6N_U,PPCS_HAB,UKG3	10136.8 ei	10715.6 ei	11050.9 ei	11361.7 ei	12494.5 ei	13206.2 ei	13417.6 ei	13718.1 ei	14063.8 ei	14177.7 ei	14346.6 ei	14240.0 ei
B6N_U,PPCS_HAB,UKH1	11687.5 ei	12446.5 ei	12584.0 ei	13031.5 ei	14264.9 ei	15385.8 ei	15653.4 ei	16161.2 ei	16414.3 ei	16974.4 ei	17210.9 ei	16892.9 ei
B6N_U,PPCS_HAB,UKH2	13578.4 ei	14723.0 ei	15027.8 ei	15245.9 ei	16946.7 ei	18377.5 ei	18864.5 ei	19317.8 ei	19457.2 ei	19840.1 ei	20453.7 ei	20085.9 ei
B6N_U,PPCS_HAB,UKH3	12573.5 ei	13769.9 ei	14006.8 ei	14539.9 ei	15698.6 ei	17104.4 ei	17452.8 ei	17949.5 ei	18190.1 ei	18558.1 ei	18848.3 ei	18482.2 ei
B6N_U,PPCS_HAB,UKI1	15221.1 ei	16539.3 ei	17006.4 ei	18060.6 ei	21114.0 ei	21506.1 ei	20884.7 ei	21646.1 ei	22602.0 ei	23833.8 ei	25331.7 ei	24732.8 ei
B6N_U,PPCS_HAB,UKI2	13418.1 ei	14458.1 ei	14893.6 ei	15316.3 ei	16888.0 ei	17970.3 ei	17969.8 ei	18718.8 ei	19148.0 ei	19716.2 ei	20381.9 ei	20020.4 ei
B6N_U,PPCS_HAB,UKJ1	13832.6 ei	15413.8 ei	15794.8 ei	16086.9 ei	17860.1 ei	18904.1 ei	19144.1 ei	19582.1 ei	19797.5 ei	20278.2 ei	21185.8 ei	20714.0 ei
B6N_U,PPCS_HAB,UKJ2	13868.3 ei	15598.9 ei	16132.7 ei	16635.6 ei	17962.5 ei	19422.6 ei	19654.5 ei	19964.5 ei	20163.0 ei	20886.3 ei	21740.7 ei	21227.7 ei
B6N_U,PPCS_HAB,UKJ3	12113.1 ei	13289.8 ei	13597.8 ei	13977.0 ei	15169.1 ei	16421.4 ei	16668.5 ei	17039.8 ei	17349.8 ei	17552.7 ei	18132.5 ei	17752.0 ei
B6N_U,PPCS_HAB,UKJ4	11908.2 ei	13108.1 ei	13324.3 ei	13723.2 ei	14958.5 ei	16288.0 ei	16602.0 ei	16811.4 ei	17101.2 ei	17455.4 ei	17921.0 ei	17558.2 ei
B6N_U,PPCS_HAB,UKK1	12187.2 ei	13236.4 ei	13497.1 ei	13926.0 ei	15143.9 ei	16158.3 ei	16406.5 ei	16969.8 ei	17269.1 ei	17649.6 ei	18219.0 ei	17911.2 ei
B6N_U,PPCS_HAB,UKK2	11836.8 ei	12864.2 ei	13149.9 ei	13661.3 ei	14547.5 ei	15759.5 ei	15977.8 ei	16622.6 ei	17129.0 ei	17637.6 ei	18360.4 ei	18048.8 ei
B6N_U,PPCS_HAB,UKK3	10608.5 ei	11295.9 ei	11494.2 ei	11704.5 ei	12485.7 ei	13754.5 ei	14099.5 ei	14458.1 ei	14799.2 ei	15241.4 ei	15774.1 ei	15424.4 ei
B6N_U,PPCS_HAB,UKK4	11219.0 ei	12053.2 ei	12244.0 ei	12515.2 ei	13457.4 ei	14444.8 ei	14691.0 ei	15228.7 ei	15503.9 ei	16034.9 ei	16486.5 ei	16145.9 ei
B6N_U,PPCS_HAB,UKL1	10256.0 ei	10815.0 ei	10921.0 ei	11210.1 ei	12082.0 ei	13027.3 ei	13371.7 ei	13866.6 ei	14361.7 ei	14777.4 ei	15043.9 ei	14864.4 ei
B6N_U,PPCS_HAB,UKL2	10772.6 ei	11259.0 ei	11282.2 ei	11749.9 ei	13033.4 ei	13935.1 ei	14376.1 ei	14804.2 ei	15449.7 ei	15894.1 ei	16133.0 ei	15868.8 ei
B6N_U,PPCS_HAB,UKM2	11653.0 ei	12380.2 ei	12654.4 ei	12994.0 ei	13832.9 ei	14971.4 ei	15371.2 ei	15830.6 ei	16489.3 ei	17004.7 ei	17377.1 ei	17032.2 ei
B6N_U,PPCS_HAB,UKM3	10762.8 ei	11437.2 ei	11619.6 ei	11892.3 ei	13076.9 ei	14014.0 ei	14363.6 ei	14696.2 ei	15178.7 ei	15604.9 ei	16038.0 ei	15879.6 ei
B6N_U,PPCS_HAB,UKM5	: ei	: ei	: ei	: ei	: ei	: ei	16307.9 ei	16620.7 ei	17272.6 ei	18434.9 ei	19310.4 ei	19031.3 ei
B6N_U,PPCS_HAB,UKM6	: ei	: ei	: ei	: ei	: ei	: ei	13229.5 ei	13611.6 ei	14244.5 ei	14942.0 ei	15406.5 ei	15105.6 ei
B6N_U,PPCS_HAB,UKN0	10084.3 ei	10837.5 ei	10992.5 ei	11252.0 ei	12241.4 ei	12850.5 ei	13310.4 ei	13877.8 ei	14259.9 ei	15025.9 ei	15430.5 ei	15189.7 ei
