geo\time	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
DEA1	227.232 	241.432 	265.243 	286.32 	274.334 	261.912 	241.014 	254.437 	264.846 	275.004 	294.397 	181.408 p
DEA2	224.143 	234.136 	276.328 	316.446 	330.297 	323.824 	327.969 	342.8 	328.887 	328.109 	260.39 	160.662 p
DEA3	144.963 	137.471 	158.201 	171.234 	182.196 	177.303 	173.85 	181.807 	183.384 	187.739 	174.592 	104.273 p
DEA4	139.823 	178.856 	181.403 	229.001 	218.44 	234.561 	210.964 	206.97 	248.764 	231.22 	250.652 	227.185 p
DEA5	148.97 	152.988 	161.933 	188.338 	191.762 	176.699 	166.907 	183.994 	195.543 	182.063 	186.137 	134.692 p
DEB1	105.112 	137.316 	158.416 	171.992 	146.389 	153.354 	146.088 	160.198 	182.575 	181.957 	177.391 	119.602 p
DEB2	68.622 	51.274 	64.089 	68.618 	88.144 	72.574 	63.783 	84.465 	84.632 	127.427 	75.074 	86.91 p
DEB3	376.917 	366.206 	377.678 	408.54 	423.432 	383.174 	424.465 	391.452 	402.17 	450.326 	397.75 	223.844 p
DEC0	96.784 	107.205 	128.425 	137.793 	126.654 	128.286 	156.291 	134.969 	143.719 	155.194 	151.796 	82.806 p
DED1	38.92 	34.707 	48.794 	50.962 	52.809 	43.33 	48.736 	59.87 	49.95 	63.203 	85.155 	54.77 p
DED2	64.623 	85.43 	113.662 	119.09 	160.126 	164.052 	149.238 	124.803 	128.642 	142.959 	137.776 	92.51 p
DED3	28.223 	26.393 	28.224 	37.992 	45.025 	46.971 	41.215 	41.891 	52.227 	62.314 	51.645 	42.915 p
DEE0	24.776 	30.515 	37.299 	35.233 	41.929 	44.885 	37.689 	53.242 	35.098 	43.12 	47.908 	32.28 p
DEF0	75.217 	99.176 	121.877 	125.702 	132.299 	152.468 	129.849 	150.058 	145.967 	138.76 	145.844 	101.3 p
DEG0	36.309 	52.065 	63.802 	65.818 	85.91 	91.286 	92.412 	101.474 	111.341 	111.32 	113.631 	70.671 p
DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	169.702 p
DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.426 p
DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.506 p
DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	131.91 p
DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69.171 p
EE00	3.859 	4.445 	3.754 	5.278 	4.067 	6.825 	4.187 	7.913 	6.425 	2.968 	7.615 	7.933 p
ES11	3.227 	3.245 	4.205 	2.785 	1.985 	5.517 	7.076 	6.741 	9.054 	11.36 	12.297 	4.435 p
ES12	4.63 	2.937 	6.177 	8.528 	8.776 	10.534 	7.063 	6.263 	14.329 	16.174 	14.013 	14.933 p
ES13	1.891 	4.408 	7.944 	9.876 	1.318 	8.762 	1.253 	9.507 	8.31 	15.116 	22.666 	5.341 p
ES21	21.982 	27.335 	25.569 	34.947 	37.256 	39.009 	37.426 	36.773 	51.434 	61.357 	62.62 	41.606 p
ES22	23.017 	30.936 	45.917 	44.954 	41.212 	41.674 	65.212 	49.592 	111.808 	97.948 	75.284 	46.508 p
ES23	3.798 	: 	7.573 	5.014 	3.733 	3.69 	19.698 	34.565 	35.82 	18.957 	25.065 	25.861 p
ES24	18.39 	16.658 	30.942 	16.939 	31.354 	20.746 	40.443 	24.726 	26.52 	41.127 	38.233 	36.006 p
ES30	16.699 	21.491 	28.304 	30.044 	24.852 	30.149 	26.383 	28.299 	36.222 	40.297 	40.893 	22.906 p
ES41	5.657 	6.888 	5.248 	7.773 	8.777 	11.677 	12.194 	12.539 	18.415 	20.2 	14.856 	12.907 p
ES42	1.551 	5.244 	4.256 	3.158 	4.182 	6.831 	5.181 	6.188 	9.687 	14.434 	10.52 	5.622 p
ES43	0.31 	4.707 	1.537 	0.945 	2.648 	1.491 	1.89 	: 	2.185 	5.146 	2.8 	0.465 p
ES51	26.8 	37.859 	35.936 	45.144 	52.629 	55.43 	60.423 	60.543 	72.02 	72.889 	73.767 	46.882 p
ES52	9.298 	12.162 	16.175 	18.411 	20.781 	21.985 	22.625 	19.154 	26.811 	24.931 	18.986 	11.508 p
ES53	5.971 	3.27 	11.827 	7.209 	10.458 	8.271 	3.242 	6.621 	8.049 	6.336 	9.892 	5.915 p
ES61	2.853 	5.18 	3.11 	4.922 	5.116 	5.429 	7.313 	7.061 	5.557 	7.929 	9.032 	3.698 p
ES62	0.355 	4.508 	6.249 	4.749 	8.997 	6.296 	9.386 	7.299 	8.231 	9.023 	12.566 	9.651 p
ES70	2.552 	2.362 	3.099 	3.043 	6.85 	3.172 	4.215 	6.718 	4.29 	6.151 	4.183 	1.928 p
FI13	35.989 	46.192 	71.613 	56.038 	55.145 	45.545 	58.884 	49.796 	59.281 	59.725 	83.936 	30.491 p
FI18	218.303 	251.198 	291.867 	344.771 	337.946 	342.67 	300.702 	301.515 	321.971 	307.598 	308.919 	142.158 p
FI19	134.044 	166.03 	226.689 	274.326 	278.39 	270.987 	252.539 	248.619 	301.44 	253.508 	243.964 	99.203 p
FI1A	143.794 	238.752 	178.574 	251.678 	252.44 	190.908 	181.131 	188.439 	162.496 	187.528 	182.537 	97.128 p
FI20	119.038 	79.186 	36.232 	97.561 	155.606 	51.598 	: 	114.255 	113.865 	6.408 	84.062 	: 
FR10	202.139 	233.348 	266.405 	274.167 	264.207 	261.294 	245.798 	273.502 	292.927 	260.658 	264.38 	162.568 p
FR21	40.014 	61.42 	53.672 	64.209 	68.345 	55.243 	60.866 	62.893 	53.546 	57.362 	72.883 	33.714 p
FR22	65.681 	83.076 	89.763 	76.685 	75.311 	72.974 	68.457 	72.578 	80.19 	97.876 	68.841 	49.575 p
FR23	80.216 	84.218 	90.098 	106.987 	92.588 	92.964 	89.137 	115.361 	104.59 	123.68 	130.013 	58.809 p
FR24	93.894 	88.95 	87.294 	104.086 	106.317 	93.367 	87.967 	103.873 	109.362 	109.172 	97.084 	59.713 p
FR25	48.461 	46.323 	54.491 	40.205 	59.274 	55.585 	60.446 	70.274 	73.192 	60.051 	53.288 	43.717 p
FR26	75.721 	77.174 	83.912 	85.415 	83.227 	81.831 	89.086 	89.582 	79.25 	66.948 	59.423 	49.636 p
FR30	29.623 	33.869 	36.647 	43.105 	41.262 	38.237 	36.976 	39.56 	42.972 	45.48 	41.982 	23.731 p
FR41	59.077 	68.292 	66.359 	69.288 	68.396 	59.208 	63 	61.083 	57.157 	59.066 	67.126 	47.985 p
FR42	110.508 	116.456 	127.059 	148.904 	150.652 	146.389 	161.85 	174.721 	175.1 	182.023 	177.17 	119.628 p
FR43	90.16 	101.353 	93.332 	115.319 	123.182 	99.077 	132.608 	117.528 	105.21 	124.469 	149.067 	88.256 p
FR51	40.461 	45.888 	56.442 	53.858 	52.336 	60.539 	60.761 	61.03 	65.779 	67.574 	69.85 	49.182 p
FR52	41.01 	56.335 	64.579 	71.024 	89.605 	101.147 	108.144 	121.18 	114.462 	129.134 	130.572 	75.076 p
FR53	30.288 	50.231 	47.918 	45.946 	61.756 	41.254 	46.714 	60.303 	68.609 	59.592 	47.949 	27.636 p
FR61	38.96 	46.155 	45.656 	40.427 	41.974 	41.908 	40.409 	37.269 	55.003 	49.077 	51.138 	33.375 p
FR62	64.676 	75.534 	87.131 	84.289 	87.594 	95.492 	93.525 	102.589 	121.086 	129.388 	128.878 	54.502 p
FR63	37.941 	30.922 	45.523 	42.405 	49.352 	43.35 	36.162 	60.082 	59.897 	76.001 	69.365 	23.948 p
FR71	174.984 	186.474 	197.446 	201.348 	202.001 	213.193 	229.568 	218.827 	228.395 	234.107 	238.676 	153.618 p
FR72	72.63 	68.072 	79.031 	92.8 	108.762 	113.933 	99.394 	91.937 	102.253 	100.64 	98.627 	43.898 p
FR81	40.63 	40.49 	51.972 	53.21 	46.79 	50.424 	54.351 	49.07 	56.188 	57.464 	56.098 	29.232 p
FR82	63.497 	69.476 	77.013 	87.269 	96.558 	84.93 	91.401 	92.919 	97.226 	103.117 	101.553 	61.642 p
FR83	1.273 	: 	5.781 	9.61 	2.835 	7.427 	4.852 	14.336 	12.924 	10.377 	27.778 	2.34 p
FR91	: 	: 	: 	5.932 	: 	3.687 	0.764 	2.299 	2.282 	: 	2.904 	3.371 p
FR92	: 	: 	: 	1.602 	: 	3.104 	: 	0.843 	3.809 	: 	3.143 	0.83 p
FR93	: 	: 	: 	: 	: 	: 	: 	5.411 	: 	5.02 	: 	4.694 p
FR94	: 	: 	: 	1.662 	1.396 	1.92 	2.026 	5.327 	7.221 	5.395 	5.115 	4.873 p
GR11	: 	: 	1.667 	: 	: 	0.412 	: 	: 	1.651 	0.411 	: 	6.044 p
GR12	3.305 	4.098 	6.237 	4.268 	6.135 	6.186 	6.608 	8.502 	3.755 	8.805 	12.098 	5.836 p
GR13	0.854 	: 	: 	: 	: 	: 	: 	: 	: 	6.791 	: 	: 
GR14	: 	: 	0.902 	1.347 	: 	2.026 	4.966 	1.016 	6.035 	7.958 	2.984 	6.106 p
GR21	: 	: 	2.473 	1.339 	: 	0.981 	1.008 	6.893 	: 	1.082 	4.057 	: 
GR22	: 	: 	: 	: 	: 	: 	: 	: 	4.575 	: 	: 	4.427 p
GR23	: 	1.446 	3.469 	3.645 	5.651 	3.214 	5.285 	6.661 	2.054 	5.462 	6.072 	5.428 p
GR24	: 	: 	1.782 	: 	: 	4.17 	4.466 	0.089 	2.682 	1.2 	: 	: 
GR25	0.846 	: 	: 	1.673 	2.005 	3.479 	: 	4.989 	: 	3.344 	3.771 	1.68 p
GR30	7.369 	9.389 	10.859 	9.441 	8.437 	10.731 	10.468 	13.514 	11.155 	16.44 	13.671 	6.84 p
GR42	: 	: 	: 	: 	6.76 	3.354 	: 	: 	1.653 	3.299 	6.579 	: 
GR43	3.417 	6.938 	3.145 	3.409 	7.481 	11.078 	14.25 	8.9 	6.384 	13.189 	14.27 	3.309 p
HU10	16.264 	21.243 	14.384 	31.395 	30.457 	27.152 	27.879 	31.135 	39.534 	33.802 	35.403 	15.56 p
HU21	1.229 	0.882 	1.47 	0.829 	1.519 	1.41 	4.239 	4.139 	6.541 	4.663 	6.633 	3.612 p
HU22	1.88 	1.447 	0.992 	0.934 	3.743 	1.913 	2.493 	4.839 	1.824 	2.649 	4.769 	5.123 p
HU23	1.979 	2.976 	2.924 	1.616 	1.861 	2.666 	5.093 	6.054 	4.819 	2.343 	6.676 	3.906 p
HU31	0.281 	0.509 	2.286 	2.508 	4.584 	1.151 	2.954 	4.787 	2.891 	2.219 	4.717 	3.931 p
HU32	1.709 	1.383 	2.945 	7.609 	8.919 	4.707 	6.036 	7.29 	10.065 	8.341 	11.075 	5.219 p
HU33	3.992 	4.708 	1.905 	5.169 	4.843 	4.673 	11.462 	4.989 	7.778 	7.86 	8.625 	6.102 p
IE01	: 	26.326 	40.908 	49.222 	33.812 	60.972 	58.728 	63.143 	61.947 	78.979 	75.785 	37.858 p
IE02	: 	38.897 	52.146 	65.052 	59.78 	63.334 	55.561 	51.55 	64.196 	54.852 	56.084 	30.332 p
ITC1	88.954 	85.482 	104.948 	113.456 	102.755 	109.527 	120.203 	130.264 	144.166 	138.821 	137.62 	100.16 p
ITC2	4.271 	1.701 	11.264 	35.83 	85.562 	68.513 	100.38 	49.624 	37.119 	80.005 	64.528 	10.656 p
ITC3	41.003 	51.859 	49.4 	56.847 	57.967 	52.162 	54.369 	64.534 	55.05 	48.213 	71.286 	51.695 p
ITC4	110.621 	123.246 	126.28 	136.094 	153.099 	146.241 	152.035 	149.597 	153.935 	147.227 	151.005 	99.339 p
ITD1	29.173 	37.166 	50.888 	45.365 	80.318 	30.535 	70.595 	50.178 	62.442 	68.271 	64.374 	55.016 p
ITD2	50.092 	37.268 	47.726 	46.828 	67.821 	53.679 	60.877 	58.946 	32.598 	50.407 	50.589 	23.904 p
ITD3	68.538 	77.978 	82.143 	94.655 	100.046 	109.104 	109.238 	114.342 	123.279 	132.974 	126.695 	96.852 p
ITD4	91.52 	95.978 	78.34 	100.395 	90.565 	86.758 	94.069 	88.722 	116.167 	113.819 	144.735 	88.751 p
ITD5	102.666 	127.676 	133.443 	153.314 	167.729 	168.463 	178.177 	178.224 	169.049 	181.762 	188.205 	118.624 p
ITE1	36.831 	44.355 	48.469 	59.778 	60.38 	65.655 	76.851 	85.744 	77.093 	76.54 	76.544 	47.194 p
ITE2	22.796 	33.268 	29.903 	40.587 	37.815 	34.98 	37.037 	39.427 	50.176 	49.084 	44.142 	40.735 p
ITE3	45.016 	34.607 	49.119 	49.974 	59.203 	50.186 	59.472 	53.671 	54.784 	58.198 	69.512 	55.908 p
ITE4	30.709 	34.463 	39.172 	31.72 	40.212 	38.715 	35.276 	40.732 	41.186 	43.444 	41.532 	18.453 p
ITF1	64.396 	41.855 	60.461 	42.222 	54.024 	41.204 	33.841 	38.334 	41.73 	36.859 	40.06 	33.83 p
ITF2	3.048 	3.302 	13.298 	2.838 	7.745 	16.083 	3.12 	: 	4.663 	10.343 	0.312 	3.905 p
ITF3	6.697 	5.657 	7.181 	8.236 	8.362 	9.683 	7.756 	10.678 	13.18 	15.143 	15.664 	7.383 p
ITF4	5.149 	5.737 	5.468 	9.239 	8.788 	8.689 	7.911 	9.476 	14.368 	12.499 	11.534 	8.531 p
ITF5	7.801 	10.953 	16.64 	10.688 	4.041 	3.337 	5.574 	12.935 	2.68 	10.393 	8.416 	5.885 p
ITF6	4.486 	2.1 	5.867 	3.022 	2.908 	3.556 	5.548 	3.945 	7.383 	7.625 	5.218 	3.894 p
ITG1	6.454 	7.95 	12.805 	14.771 	12.356 	12.561 	13.918 	13.511 	15.156 	15.246 	12.513 	6.183 p
ITG2	4.163 	5.609 	9.031 	8.818 	7.598 	8.911 	7.622 	5.557 	12.008 	9.612 	9.12 	7.165 p
LT00	0.415 	0.371 	0.188 	0.848 	1.335 	0.903 	0.765 	4.095 	4.002 	2.607 	2.841 	2.009 p
LU00	100.121 	124.601 	175.88 	146.203 	183.602 	163.964 	138.048 	195.561 	245.516 	205.906 	220.024 	116.026 p
LV00	0.709 	1.513 	1.929 	0.709 	3.334 	2.043 	2.656 	3.624 	4.234 	4.947 	5.099 	3.945 p
MT00	5.388 	2.674 	11.952 	13.209 	11.836 	13.924 	10.136 	14.045 	11.254 	27.939 	18.889 	7.356 p
NL11	53.305 	46.531 	80.894 	56.269 	77.758 	74.688 	93.816 	81.833 	71.276 	63.47 	85.273 	49.476 p
NL12	53.69 	49.248 	51.188 	61.299 	49.64 	50.037 	47.832 	49.548 	66.115 	56.347 	49.39 	37.854 p
NL13	61.445 	83.113 	78.378 	54.229 	88.739 	56.522 	68.505 	83.241 	88.285 	61.547 	88.507 	40.663 p
NL21	79.642 	109.25 	106.626 	106.872 	101.687 	96.633 	84.294 	71.047 	109.651 	117.754 	111.295 	90.077 p
NL22	91.979 	93.303 	119.246 	114.103 	125.362 	114.888 	109.848 	113.374 	143.655 	140.953 	138.735 	69.184 p
NL23	72.459 	81.642 	80.74 	72.83 	88.239 	67.886 	55.045 	62.073 	73.325 	55.349 	57.331 	34.266 p
NL31	96.228 	125.641 	150.401 	142.192 	157.874 	135.94 	142.58 	142.924 	153.529 	160.532 	171.664 	100.42 p
NL32	75.704 	88.178 	84.9 	96.486 	116.556 	97.317 	106.705 	104.869 	126.238 	101.066 	136.55 	65.612 p
NL33	97.862 	114.372 	105.229 	119.715 	123.629 	119.119 	122.563 	129.809 	123.591 	135.15 	137.334 	83.992 p
NL34	83.053 	55.099 	68.307 	65.386 	66.341 	41.289 	46.576 	55.637 	73.319 	45.897 	62.206 	49.094 p
NL41	393.543 	447.356 	535.791 	633.706 	775.101 	1010.671 	804.128 	784.21 	763.87 	696.636 	720.716 	238.111 p
NL42	153.616 	143.954 	121.835 	155.464 	168.017 	163.423 	170.306 	173.957 	195.008 	188.661 	213.395 	117.449 p
PL11	0.67 	1.832 	1.923 	2.144 	3.329 	1.649 	0.986 	2.727 	2.649 	3.768 	4.97 	2.739 p
PL12	1.413 	2.349 	1.619 	1.774 	1.839 	3.984 	6.81 	5.82 	7.644 	5.222 	5.38 	4.801 p
PL21	1.677 	0.416 	0.477 	0.177 	1.308 	1.172 	3.592 	3.707 	5.032 	2.626 	5.563 	4.393 p
PL22	0.601 	0.363 	0.225 	0.643 	0.669 	1.364 	1.447 	1.543 	2.025 	1.951 	3.831 	1.878 p
PL31	0.41 	0.111 	: 	0.447 	0.226 	2.092 	1.058 	0.091 	0.306 	1.4 	1.147 	3.76 p
PL32	0.237 	0.582 	0.708 	0.471 	0.476 	0.94 	0.951 	1.948 	1.645 	5.996 	3.369 	3.495 p
PL33	: 	: 	0.377 	: 	: 	0.756 	0.385 	2.701 	0.217 	: 	0.389 	1.821 p
PL34	: 	0.204 	: 	1.634 	0.825 	0.884 	0.413 	1.035 	0.274 	0.832 	0.45 	1.672 p
PL41	0.225 	0.132 	0.598 	2.396 	0.898 	1.586 	1.471 	5.472 	2.592 	3.144 	2.805 	4.162 p
PL42	0.291 	0.516 	0.289 	: 	: 	0.144 	: 	1.708 	1.61 	4.018 	2.851 	2.717 p
PL43	: 	: 	: 	: 	0.327 	0.488 	1.615 	5.207 	11.112 	8.244 	4.36 	2.975 p
PL51	0.669 	1.366 	0.335 	0.664 	1.543 	1.282 	1.165 	4.562 	2.922 	3.356 	4.009 	4.885 p
PL52	: 	: 	0.917 	1.074 	1.164 	1.438 	: 	: 	1.876 	3.167 	2.664 	2.303 p
PL61	: 	: 	: 	: 	: 	: 	: 	0.338 	2.539 	1.305 	2.248 	1.984 p
PL62	: 	0.227 	0.459 	: 	0.337 	: 	: 	1.281 	0.35 	0.42 	0.98 	: 
PL63	1.385 	1.151 	1.854 	1.222 	2.576 	1.228 	4.04 	1.983 	2.047 	1.618 	1.128 	3.998 p
PT11	0.807 	1.442 	2.183 	2.306 	4.258 	3.247 	4.453 	6.549 	5.782 	8.202 	8.077 	4.628 p
PT15	: 	1.035 	0.688 	0.894 	: 	1.826 	1.279 	: 	1.431 	0.802 	: 	4.745 p
PT16	2.266 	3.149 	1.804 	2.171 	5.765 	3.325 	3.633 	5.564 	5.746 	10.212 	7.06 	3.634 p
PT17	3.227 	3.258 	4.551 	7.678 	4.249 	6.725 	3.219 	7.121 	5.945 	16.166 	10.431 	8.249 p
PT18	: 	0.915 	2.393 	0.432 	: 	0.431 	1.631 	0.977 	3.909 	2.605 	4.896 	1.308 p
PT20	: 	: 	: 	: 	: 	: 	4.209 	: 	: 	: 	: 	: 
PT30	: 	: 	: 	5.496 	4.159 	1.043 	2.08 	4.145 	: 	0.246 	: 	: 
RO11	: 	0.314 	0.358 	: 	: 	0.48 	0.434 	0.894 	1.578 	1.123 	0.579 	0.209 p
RO12	0.322 	0.389 	: 	: 	0.067 	0.055 	0.043 	: 	: 	1.618 	0.548 	0.626 p
RO21	0.088 	0.038 	0.402 	0.246 	0.067 	: 	0.238 	0.045 	0.275 	0.067 	1.025 	0.209 p
RO22	: 	: 	0.346 	: 	: 	0.049 	0.696 	0.349 	: 	: 	0.703 	: 
RO31	: 	: 	0.041 	0.389 	0.05 	0.041 	0.148 	0.018 	0.239 	0.398 	0.099 	0.263 p
RO32	0.744 	1.794 	0.712 	2.469 	1.928 	2.242 	2.914 	5.285 	5.647 	7.082 	3.299 	3.019 p
RO41	: 	: 	: 	: 	0.494 	0.284 	: 	0.073 	0.774 	: 	0.23 	: 
RO42	: 	0.504 	: 	: 	0.066 	0.512 	0.102 	0.384 	1.199 	0.465 	0.378 	2.481 p
SE11	345.159 	407.968 	407.652 	408.716 	394.366 	330.428 	298.703 	288.089 	350.889 	348.107 	397.096 	205.286 p
SE12	200.455 	226.249 	223.17 	213.417 	243.695 	207.851 	222.213 	203.482 	209.645 	259.622 	269.664 	159.756 p
SE21	104.478 	73.455 	87.946 	107.834 	103.176 	97.959 	91.486 	106.882 	105.256 	115.588 	119.004 	68.931 p
SE22	198.605 	230.301 	245.479 	324.577 	320.297 	318.741 	304.853 	311.923 	326.735 	327.999 	376.651 	190.945 p
