geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 
HU22	3.0 s	-3.4 s	2.8 s	9.4 s	1.5 s	-1.2 s	5.4 s	-0.3 s	: 	: 
HU23	0.8 s	3.2 s	2.1 s	2.6 s	4.2 s	0.6 s	0.7 s	0.3 s	: 	: 
HU31	2.0 s	4.5 s	2.2 s	5.0 s	7.5 s	2.4 s	0.7 s	1.0 s	: 	: 
HU32	4.1 s	8.3 s	1.4 s	5.9 s	4.6 s	0.6 s	2.7 s	-0.9 s	: 	: 
HU33	1.6 s	1.6 s	2.3 s	2.6 s	7.5 s	1.1 s	1.0 s	-0.5 s	: 	: 
IE01	5.8 s	6.2 s	3.5 s	4.4 s	9.2 s	3.7 s	6.3 s	3.6 s	: 	: 
IE02	9.0 s	7.1 s	7.2 s	3.1 s	4.1 s	5.2 s	4.9 s	7.3 s	: 	: 
IS00	6.3 	3.6 	-0.2 	3.6 	7.3 	4.7 	: 	: 	: 	: 
ITC1	3.0 	0.7 	-0.3 	-0.2 	1.9 	0.9 	1.7 	1.1 	-1.1 	-6.7 
ITC2	-1.4 	3.9 	0.9 	2.0 	1.7 	-1.4 	1.6 	1.9 	1.5 	-5.1 
ITC3	4.2 	2.7 	-1.5 	-0.2 	0.5 	0.4 	0.8 	3.3 	-0.7 	-3.7 
ITC4	3.8 	2.1 	1.3 	-0.1 	1.3 	0.9 	1.7 	1.5 	-1.7 	-6.8 
ITD1	4.9 	0.5 	-1.4 	1.0 	3.6 	0.3 	4.2 	1.2 	0.2 	-2.9 
ITD2	3.4 	0.6 	0.1 	-0.1 	0.4 	0.5 	2.4 	2.7 	-0.7 	-3.3 
ITD3	5.1 	0.6 	-0.7 	1.4 	2.9 	1.0 	2.3 	1.8 	-0.5 	-6.4 
ITD4	5.6 	2.7 	-0.3 	-2.5 	0.6 	2.6 	2.7 	1.9 	-1.6 	-6.1 
ITD5	5.7 	1.3 	-0.5 	-1.0 	1.3 	1.2 	3.7 	2.1 	-1.2 	-6.5 
ITE1	3.4 	1.9 	0.9 	0.4 	1.0 	0.5 	2.1 	1.3 	-0.7 	-4.6 
ITE2	3.8 	1.9 	-0.6 	-0.7 	2.5 	0.0 	2.9 	1.3 	-0.9 	-6.3 
ITE3	3.6 	2.4 	2.2 	-0.6 	1.7 	1.1 	3.4 	2.1 	-0.8 	-5.2 
ITE4	2.2 	2.3 	2.6 	-0.9 	5.1 	0.3 	1.6 	3.0 	-0.3 	-3.6 
ITF1	6.1 	2.4 	0.2 	-2.1 	-2.3 	2.6 	2.5 	1.6 	-0.9 	-7.6 
ITF2	2.9 	2.1 	0.9 	-2.1 	1.6 	0.2 	2.7 	1.8 	0.5 	-4.2 
ITF3	3.8 	2.6 	2.6 	-1.0 	0.4 	-0.3 	1.1 	1.1 	-2.7 	-5.5 
ITF4	2.9 	1.2 	-0.1 	-1.9 	1.4 	-0.2 	2.5 	0.4 	-1.1 	-5.4 
ITF5	2.1 	-0.3 	-0.1 	-1.7 	2.3 	-1.4 	3.8 	1.1 	-0.7 	-4.8 
ITF6	1.7 	3.4 	-0.5 	0.5 	2.8 	-1.7 	1.3 	0.3 	-3.0 	-2.3 
ITG1	3.2 	3.2 	0.2 	-0.5 	-0.3 	2.7 	0.9 	0.3 	-1.7 	-2.7 
ITG2	2.0 	1.7 	-0.5 	0.8 	1.5 	0.1 	1.1 	1.2 	-0.9 	-4.0 
LT00	3.3 	6.7 	6.9 	10.2 	7.4 	7.8 	7.8 	9.8 	: 	: 
LU00	7.5 	3.3 	3.9 	1.4 	3.9 	5.6 	6.1 	6.6 	: 	: 
LV00	6.9 	8.4 	6.6 	7.1 	8.8 	10.8 	11.8 	9.1 	: 	: 
MK00	4.1 	-4.4 	0.4 	3.3 	4.0 	2.3 	5.3 	5.5 	: 	: 
NL11	2.2 	4.0 	2.8 	1.3 	2.8 	-2.0 	0.9 	-1.8 	10.6 p	-4.3 p
NL12	3.3 	1.8 	-1.5 	1.0 	0.4 	2.2 	2.0 	5.0 	2.5 p	-2.6 p
NL13	3.5 	1.6 	0.5 	-0.7 	0.2 	2.8 	0.3 	5.6 	0.4 p	-3.2 p
NL21	4.8 	1.8 	-0.5 	0.9 	1.4 	2.2 	2.9 	4.5 	2.1 p	-4.0 p
NL22	4.0 	1.7 	-0.7 	0.6 	1.2 	1.9 	5.2 	3.7 	1.2 p	-3.4 p
NL23	6.5 	5.8 	1.6 	6.3 	4.0 	4.1 	7.4 	5.2 	2.6 p	-3.3 p
NL31	3.2 	3.6 	-1.1 	-1.2 	1.9 	2.2 	3.9 	4.7 	2.3 p	-2.7 p
NL32	3.0 	0.6 	2.5 	1.6 	3.0 	2.8 	3.2 	4.1 	3.0 p	-3.2 p
NL33	4.1 	1.9 	-0.6 	0.3 	1.8 	2.9 	3.3 	4.4 	1.5 p	-2.7 p
NL34	3.3 	1.8 	3.9 	1.5 	1.5 	2.0 	2.0 	6.4 	2.4 p	-2.2 p
NL41	6.3 	1.3 	-1.0 	0.3 	2.8 	3.1 	3.8 	3.3 	1.3 p	-4.7 p
NL42	3.5 	1.9 	1.2 	-0.8 	3.0 	0.2 	2.4 	4.1 	-0.3 p	-3.9 p
PL11	: 	: 	: 	: 	5.2 	2.5 	6.3 	5.8 	7.1 	: 
PL12	: 	: 	: 	: 	4.3 	7.1 	8.0 	8.4 	4.7 	: 
PL21	: 	: 	: 	: 	7.3 	3.9 	4.2 	4.6 	6.9 	: 
PL22	: 	: 	: 	: 	2.8 	-0.1 	9.5 	8.9 	7.1 	: 
PL31	: 	: 	: 	: 	2.5 	1.6 	4.7 	4.9 	6.7 	: 
PL32	: 	: 	: 	: 	6.1 	5.3 	5.0 	4.6 	7.3 	: 
PL33	: 	: 	: 	: 	4.4 	0.3 	7.1 	6.1 	6.8 	: 
PL34	: 	: 	: 	: 	1.6 	1.7 	3.7 	4.6 	3.0 	: 
PL41	: 	: 	: 	: 	10.5 	2.0 	3.9 	5.0 	3.6 	: 
PL42	: 	: 	: 	: 	3.9 	2.7 	4.4 	2.8 	2.6 	: 
PL43	: 	: 	: 	: 	8.9 	5.6 	4.5 	5.7 	5.3 	: 
PL51	: 	: 	: 	: 	2.9 	4.8 	2.2 	9.1 	5.0 	: 
PL52	: 	: 	: 	: 	6.0 	-2.3 	3.3 	7.7 	0.6 	: 
PL61	: 	: 	: 	: 	6.7 	2.0 	6.8 	6.1 	4.5 	: 
PL62	: 	: 	: 	: 	2.9 	0.8 	3.9 	3.0 	4.9 	: 
PL63	: 	: 	: 	: 	7.8 	3.7 	5.5 	7.2 	2.4 	: 
PT11	2.6 	3.5 	-0.9 	-2.2 	1.0 	1.0 	1.5 	3.6 	1.7 	-2.4 
PT15	5.2 	5.4 	0.8 	1.0 	0.4 	2.2 	2.7 	3.1 	-0.6 	-4.0 
PT16	4.1 	2.1 	-0.7 	0.7 	1.6 	-0.2 	1.6 	2.2 	0.2 	-2.8 
PT17	3.0 	2.1 	1.8 	-0.1 	2.5 	1.0 	1.2 	2.9 	0.9 	-3.3 
PT18	7.6 	0.6 	0.9 	0.6 	1.4 	-1.4 	2.2 	1.8 	0.6 	-4.0 
PT20	1.6 	5.8 	3.3 	0.3 	1.6 	2.0 	2.3 	2.4 	3.6 	-1.0 
PT30	16.2 	-4.3 	16.9 	-4.0 	4.8 	0.2 	8.7 	-1.0 	3.2 	-3.6 
RO11	-1.0 s	7.7 s	7.8 s	4.2 s	8.6 s	2.3 s	7.6 s	10.3 s	: 	: 
RO12	3.0 s	4.6 s	7.3 s	4.5 s	4.8 s	1.1 s	9.9 s	8.6 s	: 	: 
RO21	-1.6 s	10.7 s	5.4 s	3.7 s	4.3 s	1.1 s	4.1 s	6.2 s	: 	: 
RO22	-0.9 s	6.1 s	6.7 s	2.5 s	: s	-1.6 s	5.9 s	2.3 s	: 	: 
RO31	-1.5 s	6.1 s	5.7 s	4.3 s	: s	5.0 s	8.3 s	4.5 s	: 	: 
RO32	: s	0.3 s	3.7 s	4.7 s	8.8 s	: s	7.7 s	8.7 s	: 	: 
RO41	-3.7 s	8.3 s	-3.9 s	12.3 s	7.5 s	-2.1 s	8.2 s	5.4 s	: 	: 
RO42	-8.4 s	9.9 s	6.3 s	7.7 s	10.3 s	2.1 s	11.5 s	6.4 s	: 	: 
SE11	5.5 i	0.4 i	3.2 i	2.1 i	5.2 i	4.8 i	4.4 i	5.3 i	0.5 i	: 
SE12	4.8 i	1.7 i	3.6 i	1.4 i	3.9 i	2.6 i	4.1 i	2.5 i	-1.0 i	: 
SE21	6.4 i	0.3 i	2.2 i	1.6 i	4.0 i	-1.3 i	6.5 i	4.1 i	-0.1 i	: 
SE22	4.6 i	-0.2 i	3.3 i	1.6 i	3.7 i	3.2 i	4.1 i	6.8 i	-4.7 i	: 
SE23	3.9 i	3.4 i	1.0 i	4.9 i	3.2 i	3.4 i	5.7 i	2.2 i	-0.7 i	: 
SE31	2.3 i	-0.8 i	2.6 i	2.6 i	4.2 i	2.3 i	2.1 i	-0.8 i	0.2 i	: 
SE32	1.8 i	6.7 i	-0.8 i	-0.5 i	4.2 i	3.9 i	-0.6 i	-1.1 i	3.0 i	: 
SE33	1.9 i	1.6 i	1.8 i	1.6 i	5.3 i	2.0 i	3.0 i	-2.0 i	0.5 i	: 
SI01	5.2 s	2.5 s	4.7 s	1.6 s	5.1 s	4.6 s	5.5 s	6.8 s	: 	: 
SI02	4.7 s	4.2 s	4.2 s	4.2 s	3.7 s	4.3 s	6.4 s	7.1 s	: 	: 
SK01	2.2 s	3.1 s	5.0 s	2.1 s	3.3 s	: s	6.0 s	12.7 s	: 	: 
SK02	-0.6 s	3.5 s	3.6 s	7.1 s	7.1 s	5.6 s	: s	9.6 s	: 	: 
SK03	0.8 s	6.5 s	5.1 s	2.5 s	2.9 s	-0.2 s	10.3 s	: s	: 	: 
SK04	0.3 s	7.7 s	3.3 s	2.1 s	3.2 s	2.5 s	6.9 s	8.7 s	: 	: 
UKC1	1.8 s	-0.3 s	-3.6 s	5.5 s	5.6 s	-3.0 s	2.3 s	3.2 s	: 	: 
UKC2	1.5 s	4.0 s	5.7 s	1.1 s	0.5 s	4.7 s	1.0 s	1.0 s	: 	: 
UKD1	-2.8 s	-1.8 s	4.2 s	7.7 s	1.1 s	-1.6 s	7.1 s	4.5 s	: 	: 
UKD2	-0.4 s	6.3 s	0.6 s	-0.4 s	2.0 s	5.1 s	-0.3 s	2.0 s	: 	: 
UKD3	2.9 s	2.0 s	-0.5 s	2.6 s	4.6 s	-0.2 s	1.5 s	2.3 s	: 	: 
UKD4	2.5 s	2.6 s	2.1 s	2.6 s	1.8 s	0.3 s	0.7 s	0.3 s	: 	: 
UKD5	5.3 s	-0.8 s	5.3 s	2.2 s	-1.9 s	0.7 s	1.3 s	3.1 s	: 	: 
UKE1	3.1 s	2.2 s	4.8 s	1.9 s	4.2 s	-0.7 s	0.3 s	2.1 s	: 	: 
UKE2	5.7 s	1.3 s	4.8 s	4.0 s	2.0 s	-1.2 s	1.5 s	3.9 s	: 	: 
UKE3	2.0 s	3.2 s	3.1 s	3.1 s	4.2 s	1.5 s	1.3 s	4.7 s	: 	: 
UKE4	0.9 s	2.6 s	0.3 s	2.4 s	1.2 s	2.0 s	1.6 s	0.7 s	: 	: 
UKF1	-0.3 s	4.4 s	3.5 s	0.8 s	4.3 s	3.1 s	1.2 s	0.8 s	: 	: 
UKF2	5.2 s	-0.3 s	1.5 s	6.7 s	3.6 s	0.9 s	2.6 s	4.3 s	: 	: 
UKF3	2.4 s	9.3 s	4.6 s	4.5 s	-1.0 s	-2.5 s	3.3 s	4.6 s	: 	: 
UKG1	2.2 s	3.7 s	-1.6 s	2.0 s	5.4 s	2.1 s	4.3 s	-1.2 s	: 	: 
UKG2	1.9 s	-1.3 s	6.6 s	2.1 s	3.3 s	-0.4 s	3.1 s	2.2 s	: 	: 
UKG3	2.4 s	2.9 s	0.0 s	1.7 s	-0.4 s	0.5 s	-1.0 s	4.0 s	: 	: 
UKH1	2.2 s	3.6 s	2.7 s	4.4 s	4.6 s	2.4 s	6.5 s	3.5 s	: 	: 
UKH2	4.4 s	2.3 s	1.2 s	-0.5 s	4.9 s	5.2 s	-2.3 s	4.1 s	: 	: 
UKH3	3.2 s	1.5 s	2.3 s	8.1 s	2.3 s	0.2 s	5.2 s	2.4 s	: 	: 
UKI1	5.6 s	4.3 s	2.7 s	3.6 s	2.9 s	4.6 s	5.3 s	5.0 s	: 	: 
UKI2	1.7 s	-0.9 s	0.5 s	1.6 s	4.9 s	0.6 s	2.5 s	3.4 s	: 	: 
UKJ1	5.8 s	0.2 s	1.2 s	4.9 s	3.5 s	1.0 s	2.0 s	1.8 s	: 	: 
UKJ2	5.6 s	4.3 s	0.5 s	0.5 s	1.0 s	0.5 s	4.1 s	3.0 s	: 	: 
UKJ3	2.5 s	5.2 s	2.2 s	2.0 s	4.0 s	2.8 s	3.7 s	4.1 s	: 	: 
UKJ4	0.7 s	4.8 s	2.2 s	3.3 s	3.8 s	5.4 s	-1.9 s	2.3 s	: 	: 
UKK1	3.9 s	1.7 s	4.6 s	3.5 s	2.0 s	0.3 s	0.7 s	4.3 s	: 	: 
UKK2	4.6 s	0.1 s	-1.1 s	4.0 s	2.2 s	7.3 s	3.5 s	0.6 s	: 	: 
UKK3	5.3 s	5.6 s	7.9 s	4.4 s	2.1 s	2.3 s	5.7 s	3.3 s	: 	: 
UKK4	-1.1 s	9.7 s	-2.6 s	0.7 s	8.4 s	0.8 s	5.1 s	0.8 s	: 	: 
UKL1	2.4 s	0.1 s	3.9 s	0.7 s	2.5 s	3.6 s	1.0 s	1.0 s	: 	: 
UKL2	1.9 s	4.5 s	-0.3 s	4.1 s	1.1 s	-1.3 s	0.7 s	3.9 s	: 	: 
UKM2	3.1 s	-0.1 s	4.6 s	3.3 s	2.8 s	2.4 s	4.9 s	4.2 s	: 	: 
UKM3	0.0 s	3.5 s	-0.2 s	3.2 s	1.9 s	3.5 s	0.8 s	2.3 s	: 	: 
UKM5	5.5 s	0.1 s	1.2 s	-0.9 s	2.0 s	0.4 s	3.9 s	3.7 s	: 	: 
UKM6	-1.3 s	1.5 s	3.3 s	3.6 s	7.2 s	5.4 s	4.4 s	2.8 s	: 	: 
UKN0	2.8 s	2.0 s	2.0 s	2.7 s	3.7 s	2.4 s	2.2 s	2.5 s	: 	: 
