geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 
GR25	: 	: 	: 	: 	28.3 	30.6 	: 	25.8 	26.2 	: 
GR30	: 	: 	: 	: 	29.7 	29.5 	: 	26.5 	27.9 	: 
GR41	: 	: 	: 	: 	18.0 	27.2 	: 	26.8 	27.7 	: 
GR42	: 	: 	: 	: 	26.7 	31.4 	: 	27.5 	28.3 	: 
GR43	: 	: 	: 	: 	31.9 	29.6 	: 	26.0 	28.7 	: 
HR01	: 	: 	: 	: 	: 	: 	: 	: 	35.0 	35.6 
HR02	: 	: 	: 	: 	: 	: 	: 	: 	31.9 	32.2 
HR03	: 	: 	: 	: 	: 	: 	: 	: 	33.9 	33.7 
HU10	: 	41.8 	44.1 	45.2 	48.9 	49.4 	50.5 	50.9 	50.0 	49.0 
HU21	: 	39.5 	41.0 	42.4 	43.9 	44.5 	45.0 	45.3 	45.8 	46.2 
HU22	: 	40.4 	42.3 	43.9 	44.7 	45.9 	46.3 	47.9 	47.9 	47.8 
HU23	: 	39.6 	41.7 	43.9 	44.7 	46.4 	47.1 	47.8 	49.1 	44.8 
HU31	: 	39.5 	41.3 	42.0 	43.8 	44.6 	45.3 	45.6 	45.8 	45.8 
HU32	: 	39.8 	41.6 	42.7 	44.8 	45.5 	46.6 	46.9 	47.0 	47.9 
HU33	: 	40.9 	42.9 	45.0 	46.5 	48.1 	49.1 	50.3 	50.6 	51.4 
IE01	30.5 	: 	29.6 	30.0 	33.7 	33.8 	: 	34.0 	38.3 	34.0 
IE02	30.1 	: 	29.9 	30.7 	34.1 	35.0 	: 	33.7 	33.2 	37.9 
IS00	: 	: 	: 	: 	: 	: 	: 	: 	56.5 	: 
ITC1	37.6 	40.1 	42.9 	42.1 	44.3 	46.7 	: u	48.5 	47.1 	47.7 
ITC2	35.3 	36.2 	41.2 	42.2 	49.5 	47.1 	: u	51.9 	46.0 	44.0 
ITC3	42.5 	43.2 	46.2 	49.3 	47.2 	46.9 	: u	49.1 	61.6 	47.9 
ITC4	36.3 	38.5 	40.6 	42.3 	43.0 	42.4 	: u	45.1 	45.4 	45.1 
ITD1	: 	: 	: 	37.1 	37.6 	38.4 	: u	44.2 	44.8 	44.1 
ITD2	: 	: 	: 	41.0 	46.3 	46.4 	: u	49.3 	49.5 	50.6 
ITD3	36.7 	39.5 	41.0 	43.1 	43.9 	44.7 	: u	49.4 	49.2 	49.0 
ITD4	40.3 	41.9 	43.3 	45.9 	46.5 	49.4 	: u	50.8 	55.2 	49.1 
ITD5	38.2 	41.4 	44.3 	45.6 	45.8 	46.8 	: u	48.6 	50.9 	48.5 
ITE1	39.7 	40.4 	43.4 	45.4 	45.0 	48.2 	: u	47.9 	48.1 	47.0 
ITE2	43.9 	43.3 	45.0 	46.0 	45.2 	46.6 	: u	47.4 	49.8 	46.3 
ITE3	41.2 	42.8 	44.7 	45.2 	45.1 	46.3 	: u	48.9 	48.7 	48.1 
ITE4	42.4 	45.9 	47.5 	47.1 	47.5 	47.2 	: u	48.1 	48.6 	47.6 
ITF1	42.7 	44.0 	45.4 	46.6 	46.2 	45.8 	: u	47.2 	48.1 	47.0 
ITF2	41.4 	44.4 	45.8 	46.0 	46.2 	46.5 	: u	48.2 	47.9 	47.5 
ITF3	37.5 	39.9 	41.5 	42.6 	43.3 	44.7 	: u	45.7 	46.8 	45.7 
ITF4	36.1 	37.8 	40.3 	41.9 	43.3 	43.3 	: u	46.3 	50.3 	47.5 
ITF5	48.5 	48.5 	48.3 	48.5 	48.2 	49.2 	: u	50.4 	50.9 	50.4 
ITF6	40.0 	41.9 	43.3 	44.4 	44.9 	45.3 	: u	47.2 	46.0 	45.1 
ITG1	40.1 	43.0 	43.8 	46.2 	45.5 	46.1 	: u	46.7 	46.5 	46.0 
ITG2	41.8 	42.7 	45.4 	46.9 	46.8 	45.9 	: u	47.3 	47.1 	46.5 
LI00	: 	: 	: 	: 	: 	: 	: 	: 	36.5 	38.1 
LT00	20.9 	21.5 	22.5 	23.0 	23.6 	24.3 	24.0 	23.1 	22.7 	23.1 
LU00	36.7 	36.3 	36.7 	37.0 	37.0 	36.9 	37.4 	38.0 	38.4 	: 
LV00	31.7 	32.1 	31.2 	30.6 	31.4 	31.7 	31.1 	30.1 	29.2 	29.4 
MK00	: 	: 	: 	: 	: 	: 	: 	: 	29.5 	29.5 
MT00	14.0 	13.6 	14.8 	15.5 	21.5 	21.4 	20.1 	20.2 	20.7 	23.5 
NL11	41.1 	39.9 	39.5 	40.7 	41.4 	41.6 	42.1 	42.8 	31.8 	31.7 
NL12	34.4 	34.6 	34.6 	36.0 	37.3 	37.9 	39.8 	41.2 	40.9 	41.1 
NL13	21.8 	21.3 	20.9 	21.7 	22.7 	23.0 	24.2 	24.8 	45.0 	45.5 
NL21	39.8 	39.6 	39.5 	39.9 	40.5 	39.8 	40.7 	41.9 	39.0 	38.9 
NL22	30.5 	31.0 	30.8 	30.9 	32.0 	35.0 	36.5 	37.1 	38.0 	38.2 
NL23	13.9 	13.2 	13.8 	14.0 	15.3 	16.0 	16.8 	18.9 	39.5 	40.1 
NL31	39.6 	39.4 	37.5 	38.1 	40.0 	42.3 	42.8 	43.8 	31.6 	31.7 
NL32	31.6 	30.3 	30.1 	30.7 	31.3 	31.4 	31.4 	31.8 	34.7 	34.1 
NL33	30.3 	29.6 	29.9 	30.0 	30.6 	30.3 	31.5 	32.6 	35.0 	34.9 
NL34	33.6 	33.3 	32.8 	33.5 	34.8 	35.0 	35.7 	36.1 	42.3 	42.8 
NL41	34.6 	34.9 	35.0 	35.5 	36.2 	34.9 	35.4 	36.3 	36.8 	37.3 
NL42	31.1 	31.1 	31.9 	32.6 	32.8 	32.3 	32.6 	33.7 	38.3 	38.8 
NO01	: 	: 	: 	: 	: 	: 	40.1 	40.0 	38.5 	37.7 
NO02	: 	: 	: 	: 	: 	: 	40.1 	40.1 	41.0 	39.8 
NO03	: 	: 	: 	: 	: 	: 	40.1 	41.1 	40.7 	39.3 
NO04	: 	: 	: 	: 	: 	: 	41.2 	42.3 	42.0 	40.9 
NO05	: 	: 	: 	: 	: 	: 	40.6 	41.6 	41.5 	40.8 
NO06	: 	: 	: 	: 	: 	: 	42.5 	45.2 	42.4 	41.5 
NO07	: 	: 	: 	: 	: 	: 	40.3 	42.7 	42.6 	40.6 
PL11	: 	44.7 	37.1 	37.8 	38.7 	38.8 	38.2 	38.1 	38.1 	39.5 
PL12	: 	44.0 	34.7 	35.1 	35.4 	35.8 	35.5 	35.9 	35.9 	37.6 
PL21	: 	45.2 	36.5 	36.9 	37.7 	38.0 	37.5 	37.0 	36.8 	38.3 
PL22	: 	43.9 	36.5 	36.9 	37.6 	37.7 	37.3 	37.0 	36.9 	38.9 
PL31	: 	46.2 	38.2 	38.5 	38.6 	38.0 	36.8 	36.2 	35.5 	37.3 
PL32	: 	45.5 	37.0 	37.1 	37.3 	36.8 	35.8 	35.4 	35.2 	36.9 
PL33	: 	48.8 	40.1 	39.1 	39.6 	38.9 	37.7 	37.9 	37.8 	39.9 
PL34	: 	47.1 	38.8 	39.0 	39.4 	39.3 	38.5 	37.8 	37.0 	37.6 
PL41	: 	46.1 	37.6 	38.3 	39.6 	40.3 	39.9 	39.4 	38.4 	39.6 
PL42	: 	44.3 	36.7 	36.0 	36.8 	36.5 	35.8 	35.0 	34.5 	35.2 
PL43	: 	44.3 	37.0 	37.4 	38.2 	38.2 	37.5 	36.3 	35.1 	36.2 
PL51	: 	46.4 	38.5 	38.4 	38.4 	37.8 	36.4 	35.5 	35.0 	36.3 
PL52	: 	42.4 	34.1 	33.6 	34.1 	34.6 	34.1 	33.9 	33.8 	35.3 
PL61	: 	44.4 	36.8 	37.0 	38.5 	39.4 	38.8 	38.7 	37.9 	38.7 
PL62	: 	45.0 	37.9 	38.0 	38.1 	37.7 	36.7 	35.7 	35.5 	36.6 
PL63	: 	45.2 	37.6 	37.8 	38.9 	38.8 	37.7 	37.4 	37.3 	39.0 
PT11	: 	: 	: 	23.9 	24.5 	25.2 	23.9 	25.7 	32.7 	40.2 
PT15	: 	: 	: 	32.5 	33.4 	33.5 	31.2 	31.5 	37.0 	42.3 
PT16	: 	: 	: 	29.5 	29.4 	29.6 	28.1 	29.1 	36.9 	43.0 
PT17	: 	: 	: 	30.8 	31.5 	32.4 	30.6 	32.2 	37.0 	45.4 
PT18	: 	: 	: 	29.1 	29.5 	28.9 	25.8 	27.4 	38.9 	45.7 
PT20	: 	: 	: 	24.1 	22.7 	22.8 	24.1 	22.7 	25.3 	26.8 
PT30	: 	: 	: 	27.9 	30.0 	31.5 	32.7 	31.3 	29.1 	31.5 
RO11	30.2 	30.4 	30.4 	31.5 	31.9 	32.1 	33.1 	33.4 	34.2 	35.0 
RO12	30.3 	30.0 	30.3 	30.7 	31.1 	32.3 	32.2 	33.0 	33.4 	32.7 
RO21	26.9 	26.8 	27.7 	28.7 	29.7 	31.1 	31.0 	30.8 	31.0 	30.9 
RO22	28.2 	28.4 	29.4 	30.8 	31.4 	31.8 	32.2 	32.0 	32.4 	31.8 
RO31	27.2 	27.5 	29.0 	30.4 	31.5 	32.3 	32.3 	32.1 	32.5 	31.8 
RO32	34.0 	34.6 	35.1 	37.0 	38.6 	39.1 	38.0 	37.2 	36.2 	34.6 
RO41	30.8 	31.4 	32.6 	33.9 	34.0 	34.6 	35.3 	35.7 	36.7 	37.5 
RO42	31.4 	31.5 	31.7 	33.0 	33.4 	34.2 	34.8 	35.0 	35.1 	35.1 
SE11	51.5 	47.9 	45.8 	44.4 	48.1 	49.0 	49.4 	48.1 	45.2 	46.4 
SE12	58.5 	58.3 	53.2 	50.4 	48.4 	48.3 	47.9 	46.8 	44.7 	44.3 
SE21	57.2 	56.3 	53.0 	49.3 	48.3 	49.7 	49.2 	47.9 	46.0 	46.2 
SE22	53.9 	52.9 	50.5 	47.0 	48.4 	48.7 	47.8 	46.1 	43.5 	43.4 
SE23	57.5 	57.2 	54.9 	49.1 	49.2 	49.9 	50.2 	48.9 	46.0 	46.6 
SE31	67.2 	67.7 	62.1 	56.4 	54.8 	54.9 	54.4 	51.2 	47.8 	47.2 
SE32	78.3 	76.3 	66.8 	61.0 	66.9 	64.0 	59.9 	53.6 	49.6 	49.9 
SE33	58.1 	57.3 	55.6 	50.7 	48.4 	47.6 	47.3 	46.0 	43.5 	43.4 
SI01	: 	: 	: 	: 	: 	: 	: 	39.7 	40.5 	40.0 
SI02	: 	: 	: 	: 	: 	: 	: 	48.3 	46.1 	44.0 
SK01	35.7 	35.7 	37.1 	39.8 	43.3 	43.5 	43.8 	43.9 	44.5 	44.4 
SK02	27.8 	28.3 	29.7 	31.8 	34.7 	35.5 	35.2 	35.2 	34.7 	34.5 
SK03	29.7 	30.2 	31.5 	33.4 	36.2 	37.2 	36.4 	36.2 	35.7 	35.7 
SK04	27.5 	27.8 	29.2 	31.1 	34.1 	34.7 	34.6 	34.2 	33.8 	33.8 
TR10	: 	: 	: 	: 	: 	: 	: 	: 	28.3 	33.6 
TR21	: 	: 	: 	: 	: 	: 	: 	: 	27.7 	30.7 
TR22	: 	: 	: 	: 	: 	: 	: 	: 	27.1 	32.0 
TR31	: 	: 	: 	: 	: 	: 	: 	: 	29.1 	33.4 
TR32	: 	: 	: 	: 	: 	: 	: 	: 	27.1 	31.8 
TR33	: 	: 	: 	: 	: 	: 	: 	: 	23.3 	29.5 
TR41	: 	: 	: 	: 	: 	: 	: 	: 	29.3 	34.4 
TR42	: 	: 	: 	: 	: 	: 	: 	: 	30.4 	35.4 
TR51	: 	: 	: 	: 	: 	: 	: 	: 	29.9 	34.7 
TR52	: 	: 	: 	: 	: 	: 	: 	: 	23.1 	28.6 
TR61	: 	: 	: 	: 	: 	: 	: 	: 	27.8 	34.2 
TR62	: 	: 	: 	: 	: 	: 	: 	: 	28.4 	33.4 
TR63	: 	: 	: 	: 	: 	: 	: 	: 	25.2 	29.6 
TR71	: 	: 	: 	: 	: 	: 	: 	: 	25.1 	29.4 
TR72	: 	: 	: 	: 	: 	: 	: 	: 	25.7 	30.5 
TR81	: 	: 	: 	: 	: 	: 	: 	: 	28.0 	33.1 
TR82	: 	: 	: 	: 	: 	: 	: 	: 	27.3 	31.8 
TR83	: 	: 	: 	: 	: 	: 	: 	: 	26.7 	31.8 
TR90	: 	: 	: 	: 	: 	: 	: 	: 	29.9 	35.0 
TRA1	: 	: 	: 	: 	: 	: 	: 	: 	22.5 	26.6 
TRA2	: 	: 	: 	: 	: 	: 	: 	: 	16.0 	18.3 
TRB1	: 	: 	: 	: 	: 	: 	: 	: 	27.4 	31.8 
TRB2	: 	: 	: 	: 	: 	: 	: 	: 	17.1 	19.7 
TRC1	: 	: 	: 	: 	: 	: 	: 	: 	23.4 	27.8 
TRC2	: 	: 	: 	: 	: 	: 	: 	: 	18.2 	21.5 
TRC3	: 	: 	: 	: 	: 	: 	: 	: 	20.3 	24.3 
UKN0	63.6 	65.2 	64.8 	63.5 	70.6 	: 	: 	: 	44.5 	: 
