landuse,geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 
TOTAL,LT00	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	65300.0 	: 
TOTAL,LU00	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	2586.0 	: 
TOTAL,LV00	64589.0 	64589.0 	64589.0 	64589.0 	64589.0 	64589.0 	64589.0 	64589.0 	64559.0 	64559.0 	: 
TOTAL,MK00	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	25713.0 	: 
TOTAL,MT00	315.6 	315.6 	315.6 	315.6 	315.6 	315.6 	315.6 	315.6 	316.0 	316.0 	: 
TOTAL,NL11	2967.9 	2967.9 	2967.9 	2967.9 	2967.9 	2968.0 	2960.0 	2960.0 	2960.0 	2960.0 	: 
TOTAL,NL12	5740.9 	5740.9 	5740.9 	5740.9 	5740.9 	5741.0 	5748.7 	5748.7 	5748.7 	5748.7 	: 
TOTAL,NL13	2680.4 	2680.4 	2680.4 	2680.4 	2680.4 	2680.0 	2680.4 	2680.4 	2680.4 	2680.4 	: 
TOTAL,NL21	3420.9 	3420.9 	3420.9 	3420.9 	3420.9 	3421.0 	3420.9 	3420.9 	3420.9 	3420.9 	: 
TOTAL,NL22	5136.5 	5136.5 	5136.5 	5136.5 	5136.5 	5137.0 	5136.5 	5136.5 	5136.5 	5136.5 	: 
TOTAL,NL23	2412.3 	2412.3 	2412.3 	2412.3 	2412.3 	2412.0 	2412.3 	2412.3 	2412.3 	2412.3 	: 
TOTAL,NL31	1439.4 	1439.4 	1449.1 	1449.1 	1449.1 	1449.0 	1449.1 	1449.1 	1449.1 	1449.1 	: 
TOTAL,NL32	4059.0 	4059.1 	4091.8 	4091.8 	4091.8 	4092.0 	4091.8 	4091.8 	4091.8 	4091.8 	: 
TOTAL,NL33	3445.8 	3445.8 	3403.4 	3403.4 	3403.4 	3419.0 	3418.5 	3403.4 	3418.5 	3418.5 	: 
TOTAL,NL34	2934.0 	2933.9 	2933.9 	2933.9 	2933.9 	2934.0 	2933.9 	2933.9 	2933.9 	2933.9 	: 
TOTAL,NL41	5081.8 	5081.8 	5081.8 	5081.8 	5081.8 	5082.0 	5081.8 	5081.8 	5081.8 	5081.8 	: 
TOTAL,NL42	2209.2 	2209.2 	2209.2 	2209.2 	2209.2 	2209.0 	2209.2 	2209.2 	2209.2 	2209.2 	: 
TOTAL,NO01	5371.0 	5371.0 	5371.0 	5371.0 	5372.0 	5372.0 	5372.0 	5372.0 	5372.0 	: 	: 
TOTAL,NO02	52579.0 	52579.0 	52579.0 	52579.0 	52589.0 	52589.0 	52589.0 	52589.0 	52590.0 	: 	: 
TOTAL,NO03	36641.0 	36641.0 	36641.0 	36641.0 	36615.0 	36614.0 	36615.0 	36615.0 	36616.0 	: 	: 
TOTAL,NO04	25634.0 	25634.0 	25819.0 	25819.0 	25811.0 	25811.0 	25811.0 	25811.0 	25810.0 	: 	: 
TOTAL,NO05	49357.0 	49357.0 	49172.0 	49172.0 	49204.0 	49204.0 	49204.0 	49204.0 	49177.0 	: 	: 
TOTAL,NO06	41228.0 	41228.0 	41228.0 	41228.0 	41260.0 	41260.0 	41260.0 	41260.0 	41271.0 	: 	: 
TOTAL,NO07	112948.0 	112948.0 	112948.0 	112948.0 	112951.0 	112951.0 	112951.0 	112951.0 	112946.0 	: 	: 
TOTAL,PL11	: 	: 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	18219.0 	: 	: 
TOTAL,PL12	: 	: 	35579.0 	35579.0 	35566.0 	35559.0 	35559.0 	35559.0 	35559.0 	: 	: 
TOTAL,PL21	: 	: 	15107.0 	15190.0 	15190.0 	15190.0 	15190.0 	15190.0 	15190.0 	: 	: 
TOTAL,PL22	: 	: 	12331.0 	12331.0 	12331.0 	12331.0 	12331.0 	12331.0 	12331.0 	: 	: 
TOTAL,PL31	: 	: 	25114.0 	25114.0 	25114.0 	25121.0 	25121.0 	25121.0 	25121.0 	: 	: 
TOTAL,PL32	: 	: 	17926.0 	17844.0 	17844.0 	17844.0 	17844.0 	17844.0 	17844.0 	: 	: 
TOTAL,PL33	: 	: 	11691.0 	11691.0 	11708.0 	11708.0 	11708.0 	11708.0 	11708.0 	: 	: 
TOTAL,PL34	: 	: 	20180.0 	20180.0 	20187.0 	20187.0 	20187.0 	20187.0 	20187.0 	: 	: 
TOTAL,PL41	: 	: 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	29826.0 	: 	: 
TOTAL,PL42	: 	: 	22902.0 	22896.0 	22896.0 	22896.0 	22896.0 	22896.0 	22896.0 	: 	: 
TOTAL,PL43	: 	: 	13984.0 	13989.0 	13989.0 	13989.0 	13989.0 	13989.0 	13989.0 	: 	: 
TOTAL,PL51	: 	: 	19948.0 	19948.0 	19948.0 	19948.0 	19948.0 	19948.0 	19948.0 	: 	: 
TOTAL,PL52	: 	: 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	9412.0 	: 	: 
TOTAL,PL61	: 	: 	17970.0 	17970.0 	17970.0 	17970.0 	17970.0 	17970.0 	17970.0 	: 	: 
TOTAL,PL62	: 	: 	24203.0 	24203.0 	24192.0 	24192.0 	24192.0 	24192.0 	24192.0 	: 	: 
TOTAL,PL63	: 	: 	18293.0 	18293.0 	18293.0 	18293.0 	18293.0 	18293.0 	18293.0 	: 	: 
TOTAL,PT11	21288.4 	21277.3 	21280.0 	21280.0 	21282.8 	21287.0 	21287.5 	21287.5 	21284.6 	21283.9 	: 
TOTAL,PT15	4988.9 	4986.7 	4989.9 	4989.9 	4995.8 	4996.0 	4995.6 	4995.6 	4996.0 	4996.0 	: 
TOTAL,PT16	28196.6 	28175.1 	28178.6 	28178.6 	28180.6 	28199.0 	28198.7 	28198.7 	28200.4 	28200.1 	: 
TOTAL,PT17	2998.1 	2859.8 	2864.6 	2864.6 	2901.0 	2935.0 	2934.8 	2934.8 	2934.8 	2940.1 	: 
TOTAL,PT18	31541.3 	31487.3 	31483.6 	31483.6 	31492.0 	31551.0 	31550.9 	31550.9 	31551.4 	31551.2 	: 
TOTAL,PT20	2311.9 	2330.3 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	2322.0 	: 
TOTAL,PT30	801.2 	797.6 	828.0 	828.0 	828.0 	828.0 	828.0 	828.0 	801.0 	801.1 	: 
TOTAL,RO11	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	34159.0 	: 
TOTAL,RO12	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	34100.0 	: 
TOTAL,RO21	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	36850.0 	: 
TOTAL,RO22	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	35762.0 	: 
TOTAL,RO31	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	34453.0 	: 
TOTAL,RO32	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	1821.0 	: 
TOTAL,RO41	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	29212.0 	: 
TOTAL,RO42	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	32034.0 	: 
TOTAL,SE11	6789.2 	6789.2 	6789.2 	6789.2 	6789.2 	6789.0 	6789.2 	6789.2 	6789.2 	6789.2 	: 
TOTAL,SE12	41415.2 	41415.2 	41415.2 	41415.2 	41415.2 	41415.2 	41415.2 	41414.0 	41413.9 	41413.9 	: 
TOTAL,SE21	35560.4 	35560.4 	35560.4 	35560.4 	35560.4 	35560.0 	35560.4 	35560.3 	35560.3 	35560.3 	: 
TOTAL,SE22	14423.9 	14423.9 	14423.9 	14423.9 	14423.9 	14424.0 	14423.9 	14423.9 	14423.9 	14423.9 	: 
TOTAL,SE23	31108.3 	31108.3 	31108.3 	31108.3 	31108.3 	31108.0 	31108.3 	31108.3 	31108.3 	31108.3 	: 
TOTAL,SE31	69547.7 	69547.7 	69547.7 	69547.7 	69547.7 	69548.0 	69547.7 	69549.0 	69549.0 	69549.0 	: 
TOTAL,SE32	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	77207.0 	: 
TOTAL,SE33	165295.6 	165295.6 	165295.6 	165295.6 	165295.6 	165296.0 	165295.6 	165295.6 	165295.6 	165295.6 	: 
TOTAL,SI01	12212.0 	12212.0 	12212.0 	12212.0 	12212.0 	12212.0 	12212.0 	12212.0 	12212.3 	12212.3 	: 
TOTAL,SI02	8061.0 	8061.0 	8061.0 	8061.0 	8061.0 	8061.0 	8061.0 	8061.0 	8060.7 	8060.7 	: 
TOTAL,SK01	2053.0 	2053.0 	2053.0 	2052.0 	2052.0 	2052.0 	2052.6 	2052.6 	2053.0 	2052.7 	: 
TOTAL,SK02	14993.0 	14993.0 	14994.0 	14993.0 	14993.0 	14993.0 	14992.4 	14992.5 	14993.0 	14992.7 	: 
TOTAL,SK03	16243.0 	16243.0 	16243.0 	16256.0 	16256.0 	16256.0 	16261.6 	16263.2 	16263.0 	16263.2 	: 
TOTAL,SK04	15746.0 	15746.0 	15744.0 	15733.0 	15733.0 	15733.0 	15727.1 	15726.4 	15726.0 	15728.3 	: 
TOTAL,TR10	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	5315.3 	: 
TOTAL,TR21	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	18740.0 	: 
TOTAL,TR22	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	24423.2 	: 
TOTAL,TR31	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	12015.6 	: 
TOTAL,TR32	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	32657.8 	: 
TOTAL,TR33	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	45323.8 	: 
TOTAL,TR41	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	29095.2 	: 
TOTAL,TR42	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	20272.3 	: 
TOTAL,TR51	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	25401.9 	: 
TOTAL,TR52	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	49682.4 	: 
TOTAL,TR61	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	36796.6 	: 
TOTAL,TR62	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	29557.8 	: 
TOTAL,TR63	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	23484.1 	: 
TOTAL,TR71	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	31822.5 	: 
TOTAL,TR72	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	59750.8 	: 
TOTAL,TR81	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	9499.0 	: 
TOTAL,TR82	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	26466.4 	: 
TOTAL,TR83	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	37936.7 	: 
TOTAL,TR90	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	35174.2 	: 
TOTAL,TRA1	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	40797.5 	: 
TOTAL,TRA2	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	30193.2 	: 
TOTAL,TRB1	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	37323.3 	: 
TOTAL,TRB2	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	45323.6 	: 
TOTAL,TRC1	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	15878.8 	: 
TOTAL,TRC2	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	34540.2 	: 
TOTAL,TRC3	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	26090.1 	: 
TOTAL,UKC1	3045.7 	3045.7 	3045.7 	3045.7 	3020.0 	3025.6 	3025.5 	3025.5 	3025.6 	: 	: 
TOTAL,UKC2	5566.3 	5566.3 	5566.3 	5566.3 	5553.0 	5566.2 	5566.2 	5566.2 	5516.2 	: 	: 
TOTAL,UKD1	6823.5 	6823.5 	6823.5 	6823.5 	6768.0 	6822.8 	6822.8 	6822.8 	6822.8 	: 	: 
TOTAL,UKD2	2331.1 	2331.1 	2331.1 	2331.1 	2343.0 	2342.8 	2342.8 	2342.8 	2342.8 	: 	: 
TOTAL,UKD3	1285.9 	1285.9 	1285.9 	1285.9 	1276.0 	1276.0 	1276.0 	1276.0 	1276.0 	: 	: 
TOTAL,UKD4	3069.8 	3069.8 	3069.8 	3069.8 	3075.0 	3076.3 	3076.3 	3076.3 	3076.3 	: 	: 
TOTAL,UKD5	655.2 	655.2 	655.2 	655.2 	645.0 	644.9 	644.9 	644.9 	644.9 	: 	: 
TOTAL,UKE1	3657.7 	3657.7 	3657.7 	3657.7 	3517.0 	3518.5 	3518.5 	3518.5 	3518.5 	: 	: 
TOTAL,UKE2	8315.1 	8315.1 	8315.1 	8315.1 	8310.0 	8312.2 	8312.2 	8312.2 	8312.2 	: 	: 
TOTAL,UKE3	1559.4 	1559.4 	1559.4 	1559.4 	1552.0 	1551.5 	1551.5 	1551.5 	1551.5 	: 	: 
TOTAL,UKE4	2034.2 	2034.2 	2034.2 	2034.2 	2029.0 	2029.3 	2029.3 	2029.3 	2029.3 	: 	: 
TOTAL,UKF1	4788.4 	4788.4 	4788.4 	4788.4 	4784.0 	4788.1 	4788.1 	4788.1 	4788.1 	: 	: 
TOTAL,UKF2	4917.9 	4917.9 	4917.9 	4917.9 	4901.0 	4917.9 	4917.9 	4917.9 	4917.9 	: 	: 
TOTAL,UKF3	5920.9 	5920.9 	5920.9 	5920.9 	5921.0 	5920.6 	5920.6 	5920.6 	5920.6 	: 	: 
TOTAL,UKG1	5902.0 	5902.0 	5902.0 	5902.0 	5895.0 	5897.8 	5897.8 	5897.8 	5897.8 	: 	: 
TOTAL,UKG2	6203.1 	6203.1 	6203.1 	6203.1 	6201.0 	6204.4 	6204.4 	6204.4 	6204.4 	: 	: 
TOTAL,UKG3	898.7 	898.7 	898.7 	898.7 	902.0 	901.6 	901.6 	901.6 	901.6 	: 	: 
TOTAL,UKH1	12570.4 	12570.4 	12570.4 	12570.4 	12561.0 	12569.9 	12569.9 	12569.9 	12569.9 	: 	: 
TOTAL,UKH2	2874.8 	2874.8 	2874.8 	2874.8 	2878.0 	2878.5 	2878.5 	2878.5 	2878.5 	: 	: 
TOTAL,UKH3	3675.0 	3675.0 	3675.0 	3675.0 	3670.0 	3677.3 	3677.3 	3677.3 	3677.3 	: 	: 
TOTAL,UKI1	320.5 	320.5 	320.5 	320.5 	319.0 	319.3 	319.3 	319.3 	319.3 	: 	: 
TOTAL,UKI2	1263.2 	1263.2 	1263.2 	1263.2 	1253.0 	1254.2 	1254.2 	1254.2 	1254.2 	: 	: 
TOTAL,UKJ1	5741.5 	5741.5 	5741.5 	5741.5 	5741.0 	5743.4 	5743.4 	5743.4 	5743.4 	: 	: 
TOTAL,UKJ2	5460.6 	5460.6 	5460.6 	5460.6 	5444.0 	5455.9 	5456.0 	5456.0 	5456.0 	: 	: 
TOTAL,UKJ3	4173.6 	4173.6 	4173.6 	4173.6 	4149.0 	4149.3 	4149.3 	4149.3 	4149.3 	: 	: 
TOTAL,UKJ4	3735.0 	3735.0 	3735.0 	3735.0 	3736.0 	3736.9 	3736.9 	3736.9 	3736.9 	: 	: 
TOTAL,UKK1	7603.2 	7603.2 	7603.2 	7603.2 	7465.0 	7471.1 	7471.1 	7471.1 	7471.1 	: 	: 
TOTAL,UKK2	6104.8 	6104.8 	6104.8 	6104.8 	6103.0 	6104.6 	6104.6 	6104.6 	6104.7 	: 	: 
TOTAL,UKK3	3559.0 	3559.0 	3559.0 	3559.0 	3563.0 	3565.9 	3565.9 	3565.9 	3566.1 	: 	: 
TOTAL,UKK4	6703.4 	6703.4 	6703.4 	6703.4 	6707.0 	6709.7 	6709.8 	6709.8 	6709.8 	: 	: 
TOTAL,UKL1	13121.0 	13121.0 	13121.0 	13121.0 	13100.0 	13128.7 	13128.9 	13128.9 	13128.8 	: 	: 
TOTAL,UKL2	7647.0 	7647.0 	7647.0 	7647.0 	7633.0 	7649.4 	7649.7 	7649.7 	7649.7 	: 	: 
TOTAL,UKM2	17987.1 	17987.1 	17987.1 	17987.1 	: 	: 	: 	: 	: 	: 	: 
TOTAL,UKM3	13033.0 	13033.0 	13033.0 	13033.0 	: 	: 	: 	: 	: 	: 	: 
TOTAL,UKN0	14160.4 	14160.4 	14160.4 	14160.4 	: 	14150.3 	14150.3 	14150.3 	14150.3 	: 	: 
