landuse,geo\time	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 
L0008,UKJ2	5460.6 	5460.6 	5460.6 	5460.6 	5444.0 	5444.2 	5444.3 	5444.3 	5444.3 	: 	: 
L0008,UKJ3	4173.6 	4173.6 	4173.6 	4173.6 	4149.0 	4149.3 	4149.3 	4149.3 	4149.3 	: 	: 
L0008,UKJ4	3735.0 	3735.0 	3735.0 	3735.0 	3736.0 	3735.7 	3735.7 	3735.7 	3735.7 	: 	: 
L0008,UKK1	7603.2 	7603.2 	7603.2 	7603.2 	7465.0 	7464.8 	7464.8 	7464.8 	7464.8 	: 	: 
L0008,UKK2	6104.8 	6104.8 	6104.8 	6104.8 	6103.0 	6103.1 	6103.1 	6103.1 	6103.2 	: 	: 
L0008,UKK3	3559.0 	3559.0 	3559.0 	3559.0 	3563.0 	3562.4 	3562.4 	3562.4 	3562.6 	: 	: 
L0008,UKK4	6703.4 	6703.4 	6703.4 	6703.4 	6707.0 	6706.8 	6706.9 	6706.9 	6706.9 	: 	: 
L0008,UKL1	13121.0 	13121.0 	13121.0 	13121.0 	13100.0 	13100.1 	13100.2 	13100.2 	13100.1 	: 	: 
L0008,UKL2	7647.0 	7647.0 	7647.0 	7647.0 	7633.0 	7633.2 	7633.5 	7633.5 	7633.5 	: 	: 
L0008,UKM2	17987.1 	17987.1 	17987.1 	17987.1 	: 	17950.6 	17950.6 	17950.6 	17950.6 	: 	: 
L0008,UKM3	13033.0 	13033.0 	13033.0 	13033.0 	: 	13087.3 	13087.3 	13087.3 	13087.3 	: 	: 
L0008,UKM5	: 	: 	: 	: 	: 	7323.4 	7323.4 	7323.4 	7323.4 	: 	: 
L0008,UKM6	: 	: 	: 	: 	: 	39629.5 	39629.5 	39629.5 	39629.5 	: 	: 
L0008,UKN0	14160.4 	14160.4 	14160.4 	14160.4 	: 	14150.3 	14150.3 	14150.3 	14150.3 	: 	: 
TOTAL,AT11	3965.9 	: 	3965.5 	3965.5 	: 	3965.5 	: 	: 	3961.8 	3961.8 	: 
TOTAL,AT12	19174.1 	: 	19177.8 	19177.8 	: 	19177.7 	: 	: 	19186.3 	19186.3 	: 
TOTAL,AT13	415.0 	: 	414.7 	414.7 	: 	414.6 	: 	: 	414.6 	414.6 	: 
TOTAL,AT21	9533.0 	: 	9536.0 	9536.0 	: 	9535.9 	: 	: 	9538.0 	9538.0 	: 
TOTAL,AT22	16388.2 	: 	16391.9 	16391.9 	: 	16392.4 	: 	: 	16401.0 	16401.0 	: 
TOTAL,AT31	11979.6 	: 	11981.7 	11981.7 	: 	11982.3 	: 	: 	11979.9 	11979.9 	: 
TOTAL,AT32	7153.9 	: 	7154.2 	7154.2 	: 	7154.2 	: 	: 	7156.0 	7156.0 	: 
TOTAL,AT33	12647.2 	: 	12647.7 	12647.7 	: 	12647.7 	: 	: 	12640.2 	12640.2 	: 
TOTAL,AT34	2601.4 	: 	2601.5 	2601.5 	: 	2601.5 	: 	: 	2601.1 	2601.1 	: 
TOTAL,BE10	161.0 	161.0 	161.0 	161.0 	161.0 	161.0 	161.0 	161.0 	161.0 	161.0 	: 
TOTAL,BE21	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	2867.0 	: 
TOTAL,BE22	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	2422.0 	: 
TOTAL,BE23	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	2982.0 	: 
TOTAL,BE24	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	2106.0 	: 
TOTAL,BE25	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	3144.0 	: 
TOTAL,BE31	1091.0 	1091.0 	1091.0 	1091.0 	1091.0 	1091.0 	1090.0 	1090.0 	1090.0 	1090.0 	: 
TOTAL,BE32	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	3786.0 	: 
TOTAL,BE33	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	3862.0 	: 
TOTAL,BE34	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	4440.0 	: 
TOTAL,BE35	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	3666.0 	: 
TOTAL,BG31	19065.1 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	19070.3 	: 
TOTAL,BG32	14961.5 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	14974.0 	: 
TOTAL,BG33	14482.0 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	14487.4 	: 
TOTAL,BG34	19799.5 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	19798.7 	: 
TOTAL,BG41	20300.0 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	20306.4 	: 
TOTAL,BG42	22363.2 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	22365.1 	: 
TOTAL,CH01	8718.7 	8718.7 	8718.7 	8718.6 	8718.6 	8719.0 	8718.8 	8718.8 	8718.8 	8718.8 	: 
TOTAL,CH02	10061.9 	10061.9 	10061.9 	10062.2 	10062.2 	10062.0 	10062.1 	10062.1 	10062.1 	10062.1 	: 
TOTAL,CH03	1958.1 	1958.1 	1958.1 	1958.2 	1958.2 	1958.0 	1958.2 	1958.3 	1958.3 	1958.3 	: 
TOTAL,CH04	1728.9 	1728.9 	1728.9 	1728.9 	1728.9 	1729.0 	1728.9 	1729.0 	1729.0 	1729.0 	: 
TOTAL,CH05	11521.1 	11521.1 	11521.1 	11521.0 	11521.1 	11521.0 	11521.1 	11521.1 	11521.1 	11521.1 	: 
TOTAL,CH06	4483.6 	4483.6 	4483.6 	4483.3 	4483.2 	4483.0 	4483.2 	4483.1 	4483.1 	4483.1 	: 
TOTAL,CH07	2812.2 	2812.2 	2812.2 	2812.2 	2812.2 	2812.0 	2812.2 	2812.2 	2812.2 	2812.2 	: 
TOTAL,CY00	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	9250.0 	: 
TOTAL,CZ01	495.8 	495.9 	495.9 	495.9 	496.0 	496.0 	496.0 	496.1 	496.0 	496.0 	: 
TOTAL,CZ02	11014.3 	11014.6 	11014.4 	11016.1 	11015.0 	11015.0 	11015.0 	11014.8 	11014.8 	11015.0 	: 
TOTAL,CZ03	17616.4 	17617.2 	17617.5 	17617.7 	17618.0 	17618.0 	17618.0 	17618.0 	17618.0 	17617.5 	: 
TOTAL,CZ04	8649.6 	8649.3 	8648.6 	8649.4 	8650.0 	8649.0 	8649.0 	8649.0 	8649.0 	8649.0 	: 
TOTAL,CZ05	12439.7 	12439.8 	12439.7 	12439.6 	12440.0 	12440.0 	12440.0 	12440.1 	12440.1 	12440.2 	: 
TOTAL,CZ06	13990.8 	13990.8 	13991.1 	13990.8 	13991.0 	13992.0 	13992.0 	13991.3 	13991.3 	13990.9 	: 
TOTAL,CZ07	9103.4 	9103.5 	9103.4 	9122.7 	9123.0 	9231.0 	9230.0 	9230.4 	9230.4 	9230.2 	: 
TOTAL,CZ08	5554.2 	5554.1 	5554.4 	5535.4 	5535.0 	5427.0 	5427.0 	5427.0 	5427.0 	5426.4 	: 
TOTAL,DE11	10557.6 	10557.6 	10557.6 	10557.6 	10557.7 	10557.6 	10557.6 	10557.6 	10557.6 	: 	: 
TOTAL,DE12	6919.1 	6919.1 	6919.1 	6919.1 	6919.1 	6919.1 	6919.1 	6919.0 	6919.0 	: 	: 
TOTAL,DE13	9356.8 	9356.8 	9357.1 	9357.0 	9357.0 	9357.1 	9357.1 	9357.1 	9357.1 	: 	: 
TOTAL,DE14	8917.8 	8917.9 	8917.9 	8917.9 	8917.9 	8917.8 	8917.8 	8917.8 	8917.8 	: 	: 
TOTAL,DE21	17529.4 	17529.4 	17529.6 	17529.6 	17529.6 	17530.5 	17530.5 	17530.5 	17530.5 	: 	: 
TOTAL,DE22	10329.6 	10329.6 	10329.9 	10329.9 	10329.9 	10329.9 	10329.9 	10329.9 	10329.9 	: 	: 
TOTAL,DE23	9692.2 	9692.2 	9690.9 	9690.4 	9691.0 	9690.6 	9690.6 	9690.6 	9690.6 	: 	: 
TOTAL,DE24	7230.0 	7230.0 	7230.3 	7230.9 	7230.7 	7231.5 	7231.5 	7231.5 	7231.5 	: 	: 
TOTAL,DE25	7245.0 	7245.0 	7246.2 	7245.5 	7244.9 	7244.6 	7244.6 	7244.6 	7244.6 	: 	: 
TOTAL,DE26	8529.4 	8529.4 	8531.1 	8531.1 	8531.1 	8531.6 	8531.6 	8531.6 	8531.6 	: 	: 
TOTAL,DE27	9992.2 	9992.2 	9992.0 	9992.0 	9992.0 	9992.9 	9992.9 	9992.9 	9992.9 	: 	: 
TOTAL,DE30	891.4 	891.7 	891.8 	891.8 	891.8 	891.9 	891.9 	891.0 	891.0 	: 	: 
TOTAL,DE41	15498.6 	15498.6 	15497.5 	15498.0 	15498.2 	15499.0 	15499.0 	15499.7 	15499.7 	: 	: 
TOTAL,DE42	13978.2 	13978.4 	13978.7 	13978.7 	13979.0 	13979.6 	13979.6 	13980.0 	13980.0 	: 	: 
TOTAL,DE50	404.2 	404.2 	404.2 	404.3 	404.2 	404.3 	404.3 	404.3 	404.3 	: 	: 
TOTAL,DE60	755.3 	755.3 	755.2 	755.3 	755.2 	755.2 	755.2 	755.2 	755.2 	: 	: 
TOTAL,DE71	7444.7 	7444.7 	7444.5 	7445.0 	7444.8 	7444.8 	7444.8 	7444.8 	7444.8 	: 	: 
TOTAL,DE72	5381.0 	5381.0 	5381.1 	5381.0 	5381.1 	5381.1 	5381.1 	5381.1 	5381.1 	: 	: 
TOTAL,DE73	8288.7 	8288.7 	8288.7 	8288.9 	8288.8 	8288.9 	8288.9 	8288.8 	8288.8 	: 	: 
TOTAL,DE80	23171.5 	23172.5 	23173.0 	23173.5 	23174.2 	23180.1 	23180.1 	23182.4 	23182.4 	: 	: 
TOTAL,DE91	8098.0 	8098.0 	8098.5 	8099.1 	8098.9 	8099.4 	8099.4 	8099.6 	8099.6 	: 	: 
TOTAL,DE92	9046.0 	9046.3 	9046.6 	9046.9 	9046.8 	9047.1 	9047.1 	9047.2 	9047.2 	: 	: 
TOTAL,DE93	15505.6 	15505.9 	15506.0 	15506.6 	15507.1 	15507.8 	15507.8 	15508.0 	15508.0 	: 	: 
TOTAL,DE94	14964.7 	14965.5 	14965.5 	14965.5 	14965.4 	14969.9 	14969.9 	14986.3 	14986.3 	: 	: 
TOTAL,DEA1	5290.2 	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	5290.4 	: 	: 
TOTAL,DEA2	7364.5 	7364.4 	7364.5 	7364.7 	7364.7 	7364.6 	7364.6 	7364.6 	7364.6 	: 	: 
TOTAL,DEA3	6905.2 	6906.1 	6906.3 	6907.0 	6907.4 	6907.7 	6907.7 	6908.2 	6908.2 	: 	: 
TOTAL,DEA4	6518.2 	6518.4 	6518.5 	6518.5 	6518.7 	6519.7 	6519.7 	6520.0 	6520.0 	: 	: 
TOTAL,DEA5	8002.0 	8002.1 	8002.1 	8002.1 	8002.4 	8002.9 	8002.9 	8002.7 	8002.7 	: 	: 
TOTAL,DEB1	8072.4 	8072.3 	8072.4 	8072.5 	8072.4 	8072.6 	8072.6 	8072.9 	8072.9 	: 	: 
TOTAL,DEB2	4922.8 	4922.7 	4922.4 	4922.4 	4923.0 	4922.9 	4922.9 	4922.9 	4922.9 	: 	: 
TOTAL,DEB3	6851.9 	6852.0 	6851.9 	6852.0 	6852.0 	6851.7 	6851.7 	6851.4 	6851.4 	: 	: 
TOTAL,DEC0	2570.1 	2658.6 	2568.5 	2568.5 	2568.7 	2568.7 	2568.7 	2568.7 	2568.7 	: 	: 
TOTAL,DED1	6096.8 	6096.8 	6096.9 	6096.8 	6096.9 	6097.2 	6097.2 	6097.6 	6097.6 	: 	: 
TOTAL,DED2	7930.5 	7930.5 	7930.6 	7930.6 	7930.7 	7930.8 	7930.8 	7931.0 	7931.0 	: 	: 
TOTAL,DED3	4385.6 	4385.7 	4385.8 	4385.8 	4386.3 	4387.6 	4387.6 	4388.5 	4388.5 	: 	: 
TOTAL,DEE0	20446.7 	20446.5 	20446.7 	20444.7 	20445.3 	20446.3 	20446.3 	20447.1 	20447.1 	: 	: 
TOTAL,DEF0	15764.5 	15763.1 	15761.4 	15762.9 	15763.2 	15799.4 	15799.4 	15799.0 	15799.0 	: 	: 
TOTAL,DEG0	16171.9 	16172.0 	16171.9 	16172.2 	16172.1 	16172.1 	16172.1 	16172.1 	16172.1 	: 	: 
TOTAL,DK01	: 	: 	: 	: 	: 	2561.3 	2561.3 	2561.3 	2561.3 	2561.3 	: 
TOTAL,DK02	: 	: 	: 	: 	: 	7273.2 	7273.2 	7273.2 	7273.2 	7273.2 	: 
TOTAL,DK03	: 	: 	: 	: 	: 	12206.2 	12206.2 	12206.2 	12206.2 	12206.2 	: 
TOTAL,DK04	: 	: 	: 	: 	: 	13123.3 	13123.3 	13123.3 	13124.3 	13124.3 	: 
TOTAL,DK05	: 	: 	: 	: 	: 	7933.3 	7933.3 	7933.3 	7933.3 	7933.3 	: 
TOTAL,EE00	43698.0 	43698.0 	43698.0 	43698.0 	43698.0 	43698.0 	45227.0 	45227.0 	45227.0 	45227.0 	: 
TOTAL,ES11	: 	: 	29574.0 	29574.0 	29574.0 	29574.0 	29574.0 	29574.4 	29574.4 	29574.4 	: 
TOTAL,ES12	: 	: 	10604.0 	10604.0 	10604.0 	10604.0 	10604.0 	10603.6 	10603.6 	10603.6 	: 
TOTAL,ES13	: 	: 	5321.0 	5321.0 	5321.0 	5321.0 	5321.0 	5321.3 	5321.3 	5321.3 	: 
TOTAL,ES21	: 	: 	7235.0 	7235.0 	7235.0 	7235.0 	7234.0 	7235.2 	7235.2 	7235.2 	: 
TOTAL,ES22	: 	: 	10391.0 	10391.0 	10391.0 	10391.0 	10391.0 	10390.4 	10390.4 	10390.4 	: 
TOTAL,ES23	: 	: 	5045.0 	5045.0 	5045.0 	5045.0 	5045.0 	5045.3 	5045.3 	5045.3 	: 
TOTAL,ES24	: 	: 	47721.0 	47721.0 	47721.0 	47721.0 	47720.0 	47720.3 	47720.3 	47720.3 	: 
TOTAL,ES30	: 	: 	8028.0 	8028.0 	8028.0 	8028.0 	8028.0 	8027.7 	8027.7 	8027.7 	: 
TOTAL,ES41	: 	: 	94225.0 	94225.0 	94225.0 	94225.0 	94223.0 	94225.9 	94225.9 	94225.9 	: 
TOTAL,ES42	: 	: 	79461.0 	79461.0 	79461.0 	79461.0 	79463.0 	79462.0 	79462.0 	79462.0 	: 
TOTAL,ES43	: 	: 	41634.0 	41634.0 	41634.0 	41634.0 	41634.0 	41634.5 	41634.5 	41634.5 	: 
TOTAL,ES51	: 	: 	32114.0 	32114.0 	32114.0 	32114.0 	32114.0 	32113.4 	32113.4 	32113.4 	: 
TOTAL,ES52	: 	: 	23260.0 	23260.0 	23260.0 	23260.0 	23255.0 	23254.5 	23254.5 	23254.5 	: 
TOTAL,ES53	: 	: 	4992.0 	4992.0 	4992.0 	4992.0 	4992.0 	4991.7 	4991.7 	4991.7 	: 
TOTAL,ES61	: 	: 	87599.0 	87599.0 	87599.0 	87599.0 	87597.0 	87597.7 	87597.7 	87597.7 	: 
TOTAL,ES62	: 	: 	11314.0 	11314.0 	11314.0 	11314.0 	11313.0 	11313.2 	11313.2 	11313.2 	: 
TOTAL,ES63	: 	: 	19.0 	19.0 	19.0 	19.0 	19.0 	19.5 	19.5 	19.5 	: 
TOTAL,ES64	: 	: 	13.0 	13.0 	13.0 	13.0 	13.0 	13.4 	13.4 	13.4 	: 
TOTAL,ES70	: 	: 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	7447.0 	: 
TOTAL,FI13	85171.7 	85171.7 	85171.9 	85171.9 	85171.7 	85171.7 	85171.8 	85172.1 	85172.1 	85172.3 	: 
TOTAL,FI18	45233.0 	45232.9 	45232.9 	45232.9 	45232.6 	45232.6 	45316.4 	45298.3 	45298.8 	45298.3 	: 
TOTAL,FI19	64646.7 	64647.0 	64647.1 	64647.1 	64647.3 	64648.2 	64762.0 	64762.5 	64763.8 	64764.2 	: 
TOTAL,FI1A	141541.3 	141541.1 	141540.7 	141540.7 	141541.0 	141540.2 	141601.3 	141601.2 	141602.7 	141608.0 	: 
TOTAL,FI20	1551.9 	1551.9 	1551.9 	1551.9 	1551.9 	1551.9 	1584.6 	1583.1 	1581.9 	1581.6 	: 
TOTAL,FR10	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 	12012.3 
TOTAL,FR21	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 	25605.8 
TOTAL,FR22	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 	19399.5 
TOTAL,FR23	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 	12317.4 
TOTAL,FR24	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 	39150.9 
TOTAL,FR25	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 	17589.3 
TOTAL,FR26	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 	31582.0 
TOTAL,FR30	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 	12414.1 
TOTAL,FR41	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 	23547.4 
TOTAL,FR42	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 	8280.2 
TOTAL,FR43	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 	16202.3 
TOTAL,FR51	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 	32081.8 
TOTAL,FR52	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 	27207.9 
TOTAL,FR53	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 	25809.5 
TOTAL,FR61	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 	41308.4 
TOTAL,FR62	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 	45347.9 
TOTAL,FR63	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 	16942.3 
TOTAL,FR71	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 	43698.2 
TOTAL,FR72	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 	26012.9 
TOTAL,FR81	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 	27375.8 
TOTAL,FR82	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 	31399.6 
TOTAL,FR83	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 	8679.8 
TOTAL,FR91	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 	1702.6 
TOTAL,FR92	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 	1128.0 
TOTAL,FR93	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 	83533.9 
TOTAL,FR94	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 	2503.7 
TOTAL,GR11	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	14157.0 	: 
TOTAL,GR12	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	19147.0 	: 
TOTAL,GR13	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	9451.0 	: 
TOTAL,GR14	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	14037.0 	: 
TOTAL,GR21	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	9203.0 	: 
TOTAL,GR22	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	2307.0 	: 
TOTAL,GR23	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	11350.0 	: 
TOTAL,GR24	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	15549.0 	: 
TOTAL,GR25	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	15490.0 	: 
TOTAL,GR30	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	3808.0 	: 
TOTAL,GR41	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	3836.0 	: 
TOTAL,GR42	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	5286.0 	: 
TOTAL,GR43	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	8336.0 	: 
TOTAL,HU10	6919.0 	6919.0 	6919.0 	6919.0 	6919.0 	6918.0 	6918.4 	6918.3 	6915.8 	6915.9 	: 
TOTAL,HU21	11263.0 	11236.0 	11236.0 	11117.0 	11117.0 	11117.0 	11116.3 	11116.2 	11116.0 	11115.9 	: 
TOTAL,HU22	11182.0 	11209.0 	11209.0 	11329.0 	11329.0 	11328.0 	11328.7 	11328.2 	11328.4 	11328.3 	: 
TOTAL,HU23	14169.0 	14169.0 	14169.0 	14169.0 	14169.0 	14169.0 	14168.5 	14168.7 	14168.7 	14168.7 	: 
TOTAL,HU31	13429.0 	13429.0 	13429.0 	13429.0 	13430.0 	13430.0 	13430.1 	13431.0 	13432.8 	13432.7 	: 
TOTAL,HU32	17754.0 	17729.0 	17729.0 	17729.0 	17729.0 	17729.0 	17728.8 	17728.8 	17728.8 	17728.7 	: 
TOTAL,HU33	18314.0 	18339.0 	18339.0 	18339.0 	18339.0 	18339.0 	18337.7 	18337.8 	18337.2 	18337.3 	: 
TOTAL,IE01	33252.3 	33252.3 	33252.3 	33252.3 	33252.3 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 	33252.0 
TOTAL,IE02	36544.8 	36544.8 	36544.8 	36544.8 	36544.8 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 	36545.0 
TOTAL,IS00	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	103000.0 	: 
TOTAL,ITC1	25400.0 	25400.0 	25402.0 	25402.0 	25402.0 	25402.0 	25402.0 	25402.5 	25402.5 	25402.5 	25402.5 
TOTAL,ITC2	3263.0 	3263.0 	3263.0 	3263.0 	3263.0 	3263.0 	3263.0 	3263.2 	3263.2 	3263.2 	3263.2 
TOTAL,ITC3	5418.0 	5420.0 	5422.0 	5422.0 	5422.0 	5422.0 	5422.0 	5421.6 	5421.6 	5421.6 	5421.6 
TOTAL,ITC4	23863.0 	23863.0 	23863.0 	23863.0 	23863.0 	23863.0 	23863.0 	23862.8 	23862.8 	23862.8 	23862.8 
TOTAL,ITD1	7400.0 	7400.0 	7400.0 	7400.0 	7400.0 	7400.0 	7400.0 	7399.9 	7399.9 	7399.9 	7399.9 
TOTAL,ITD2	6207.0 	6207.0 	6207.0 	6207.0 	6207.0 	6207.0 	6207.0 	6206.9 	6206.9 	6206.9 	6206.9 
TOTAL,ITD3	18391.0 	18391.0 	18399.0 	18399.0 	18399.0 	18399.0 	18399.0 	18398.9 	18398.9 	18398.9 	18398.9 
TOTAL,ITD4	7855.0 	7856.0 	7858.0 	7858.0 	7858.0 	7858.0 	7858.0 	7858.4 	7858.4 	7858.4 	7858.4 
TOTAL,ITD5	22123.0 	22123.0 	22117.0 	22117.0 	22117.0 	22117.0 	22117.0 	22117.3 	22117.3 	22117.3 	22117.3 
TOTAL,ITE1	22987.0 	22990.0 	22994.0 	22994.0 	22994.0 	22994.0 	22994.0 	22993.5 	22993.5 	22993.5 	22993.5 
TOTAL,ITE2	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 	8456.0 
TOTAL,ITE3	9695.0 	9694.0 	9694.0 	9694.0 	9694.0 	9694.0 	9694.0 	9694.1 	9694.1 	9694.1 	9694.1 
TOTAL,ITE4	17208.0 	17208.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 	17236.0 
TOTAL,ITF1	10798.0 	10795.0 	10763.0 	10763.0 	10763.0 	10763.0 	10763.0 	10762.7 	10762.7 	10762.7 	10762.7 
TOTAL,ITF2	4438.0 	4438.0 	4438.0 	4438.0 	4438.0 	4438.0 	4438.0 	4437.7 	4437.7 	4437.7 	4437.7 
TOTAL,ITF3	13593.0 	13590.0 	13590.0 	13590.0 	13590.0 	13590.0 	13590.0 	13590.2 	13590.2 	13590.2 	13590.2 
TOTAL,ITF4	19372.0 	19366.0 	19358.0 	19358.0 	19358.0 	19358.0 	19358.0 	19357.9 	19357.9 	19357.9 	19357.9 
TOTAL,ITF5	9994.0 	9995.0 	9995.0 	9995.0 	9995.0 	9995.0 	9995.0 	9994.6 	9994.6 	9994.6 	9994.6 
TOTAL,ITF6	15080.0 	15081.0 	15081.0 	15081.0 	15081.0 	15081.0 	15081.0 	15080.6 	15080.6 	15080.6 	15080.6 
TOTAL,ITG1	25703.0 	25703.0 	25711.0 	25711.0 	25711.0 	25711.0 	25711.0 	25711.4 	25711.4 	25711.4 	25711.4 
TOTAL,ITG2	24090.0 	24090.0 	24090.0 	24090.0 	24090.0 	24090.0 	24090.0 	24089.9 	24089.9 	24089.9 	24089.9 
TOTAL,LI00	160.0 	160.0 	160.0 	160.0 	160.0 	160.0 	160.0 	160.0 	160.0 	160.0 	: 
