geo\time	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 
DE13	1.9 	: 	: 	: 	2.18 	: 	2.47 	: 	2.49 	: 	: 	: 
DE14	4.08 	: 	: 	: 	3.89 	: 	3.93 	: 	3.79 	: 	: 	: 
DE21	4.69 	: 	: 	: 	4.64 	: 	4.72 	: 	4.29 	: 	: 	: 
DE22	: c	: 	: c	: 	: c	: 	: c	: 	: c	: 	: 	: 
DE23	1.69 	: 	: 	: 	: c	: 	: c	: 	: c	: 	: 	: 
DE24	1.1 	: 	: 	: 	1.34 	: 	1.12 	: 	1.17 	: 	: 	: 
DE25	2.6 	: 	: 	: 	2.84 	: 	2.67 	: 	2.66 	: 	: 	: 
DE26	1.64 	: 	: 	: 	1.94 	: 	2 	: 	1.98 	: 	: 	: 
DE27	: c	: 	: c	: 	1.29 	: 	0.98 	: 	1.15 	: 	: 	: 
DE30	3.55 	: 	: 	: 	3.96 	: 	3.81 	: 	3.31 	: 	: 	: 
DE41	1.09 	: 	: 	: 	0.58 	: 	0.64 	: 	0.34 	: 	: 	: 
DE42	1.86 	: 	: 	: 	1.61 	: 	1.53 	: 	1.29 	: 	: 	: 
DE50	2.1 	: 	: 	: 	2.69 	: 	2.16 	: 	2.18 	: 	: 	: 
DE60	1.78 	: 	: 	: 	1.84 	: 	1.92 	: 	1.98 	: 	: 	: 
DE71	3.07 	: 	: 	: 	3.17 	: 	2.99 	: 	3.11 	: 	: 	: 
DE72	1.7 	: 	: 	: 	1.89 	: 	1.85 	: 	2.05 	: 	: 	: 
DE73	0.69 	: 	: 	: 	0.82 	: 	1.04 	: 	1.13 	: 	: 	: 
DE80	0.97 	: 	: 	: 	1.26 	: 	1.39 	: 	1.3 	: 	: 	: 
DE91	6.1 	: 	: 	: 	8.73 	: 	5.76 	: 	6.75 	: 	: 	: 
DE92	2 	: 	: 	: 	2.18 	: 	2.1 	: 	2.19 	: 	: 	: 
DE93	0.52 	: 	: 	: 	0.43 	: 	0.8 	: 	0.85 	: 	: 	: 
DE94	0.52 	: 	: 	: 	0.56 	: 	0.56 	: 	0.55 	: 	: 	: 
DEA1	1.46 	: 	: 	: 	1.5 	: 	1.7 	: 	1.7 	: 	: 	: 
DEA2	3.28 	: 	: 	: 	3.13 	: 	2.74 	: 	2.65 	: 	: 	: 
DEA3	0.84 	: 	: 	: 	0.95 	: 	0.91 	: 	0.96 	: 	: 	: 
DEA4	1.01 	: 	: 	: 	1.17 	: 	1.45 	: 	1.66 	: 	: 	: 
DEA5	1.18 	: 	: 	: 	1.41 	: 	1.39 	: 	1.38 	: 	: 	: 
DEB1	0.8 	: 	: 	: 	0.62 	: 	0.62 	: 	0.7 	: 	: 	: 
DEB2	0.77 	: 	: 	: 	0.63 	: 	0.64 	: 	1.02 	: 	: 	: 
DEB3	3.42 	: 	: 	: 	2.85 	: 	2.73 	: 	2.85 	: 	: 	: 
DEC0	0.94 	: 	: 	: 	1.08 	: 	1.03 	: 	1.09 	: 	: 	: 
DED1	1.47 	: 	: 	: 	1.37 	: 	1.37 	: 	1.3 	: 	: 	: 
DED2	3.32 	: 	: 	: 	3.11 	: 	3.55 	: 	4.08 	: 	: 	: 
DED3	1.87 	: 	: 	: 	1.9 	: 	1.62 	: 	1.9 	: 	: 	: 
DEE0	1.21 	: 	: 	: 	1.14 	: 	1.15 	: 	1.13 	: 	: 	: 
DEF0	1.06 	: 	: 	: 	1.1 	: 	1.14 	: 	1.18 	: 	: 	: 
DEG0	1.57 	: 	: 	: 	1.83 	: 	1.78 	: 	1.79 	: 	: 	: 
DK01	: 	: 	: 	: 	: 	: 	: 	: 	5.1 b	: 	: 	: 
DK02	: 	: 	: 	: 	: 	: 	: 	: 	1.16 b	: 	: 	: 
DK03	: 	: 	: 	: 	: 	: 	: 	: 	0.83 b	: 	: 	: 
DK04	: 	: 	: 	: 	: 	: 	: 	: 	1.74 b	: 	: 	: 
DK05	: 	: 	: 	: 	: 	: 	: 	: 	1.16 b	: 	: 	: 
EE00	0.68 	0.6 	0.7 	0.72 	0.77 	0.85 	0.93 	1.13 	1.1 	1.29 	1.42 p	: 
ES11	0.54 	0.64 	0.69 	0.79 	0.85 	0.85 	0.87 	0.89 	1.03 	1.04 	: 	: 
ES12	0.58 	0.82 	0.66 	0.62 	0.67 	0.65 	0.7 	0.88 	0.92 	0.97 	: 	: 
ES13	0.59 	0.46 	0.55 	0.53 	0.45 	0.44 	0.45 	0.79 	0.88 	1.01 	: 	: 
ES21	1.12 	1.16 	1.32 	1.29 	1.39 	1.51 	1.48 	1.58 	1.87 	1.98 	: 	: 
ES22	0.91 	0.86 	0.98 	1.05 	1.34 	1.8 	1.68 	1.91 	1.88 	1.94 	: 	: 
ES23	0.46 	0.57 	0.45 	0.54 	0.63 	0.66 	0.66 	1.04 	1.16 	1.01 	: 	: 
ES24	0.74 	0.68 	0.67 	0.71 	0.7 	0.69 	0.79 	0.87 	0.9 	1.03 	: 	: 
ES30	1.57 	1.57 	1.63 	1.76 	1.69 	1.64 	1.81 	1.95 	1.92 	2.01 	: 	: 
ES41	0.62 	0.64 	0.8 	0.8 	0.86 	0.93 	0.89 	0.97 	1.1 	1.27 	: 	: 
ES42	0.33 	0.56 	0.31 	0.43 	0.42 	0.41 	0.41 	0.47 	0.6 	0.72 	: 	: 
ES43	0.4 	0.54 	0.59 	0.59 	0.62 	0.41 	0.68 	0.72 	0.74 	0.86 	: 	: 
ES51	1.03 	1.06 	1.04 	1.18 	1.27 	1.33 	1.35 	1.42 	1.47 	1.62 	: 	: 
ES52	0.59 	0.71 	0.67 	0.77 	0.83 	0.89 	0.98 	0.95 	0.95 	1.05 	: 	: 
ES53	0.23 	0.22 	0.22 	0.24 	0.23 	0.26 	0.27 	0.29 	0.33 	0.36 	: 	: 
ES61	0.62 	0.65 	0.59 	0.6 i	0.85 	0.76 	0.84 	0.89 	1.02 	1.03 	: 	: 
ES62	0.62 	0.69 	0.61 	0.54 	0.68 	0.65 	0.73 	0.76 	0.91 	0.86 	: 	: 
ES63	: 	0 	0 	: i	0.17 i	0.1 	0.11 	0.16 	0.14 	0.15 	: 	: 
ES64	: 	0 	0 	: i	: i	0.1 	0.16 	0.22 	0.28 	0.26 	: 	: 
ES70	0.45 	0.47 	0.49 	0.58 	0.52 	0.58 	0.58 	0.65 	0.64 	0.63 	: 	: 
FI13	1.48 	1.37 	1.46 	1.64 	1.49 	1.63 	1.7 	1.57 	1.61 	1.45 	: 	: 
FI18	: 	3.56 	3.5 	3.64 	3.57 	3.51 	3.55 	3.49 	3.39 	3.66 	: 	: 
FI19	: 	3.39 	3.32 	3.11 	3.45 	3.6 	3.56 	3.73 	3.65 	3.91 	: 	: 
FI1A	: 	4.12 	4.26 	4.14 	4.72 	4.67 	4.73 	4.78 	5.38 	5.87 	: 	: 
FI20	0.06 	0.2 	0.16 	0.14 	0.16 	0.13 	0.13 	0.15 	0.16 	0.24 	: 	: 
FR10	3.46 	3.28 b	3.33 	3.32 	3.15 	3.11 	: 	: 	: 	: 	: 	: 
FR21	0.49 	0.55 b	0.59 	0.75 	0.78 	0.72 	: 	: 	: 	: 	: 	: 
FR22	1.05 	1.07 b	1.62 	1.56 	1.12 	1.1 	: 	: 	: 	: 	: 	: 
FR23	1.6 	1.53 b	1.38 	1.4 	1.45 	1.58 	: 	: 	: 	: 	: 	: 
FR24	1.55 	1.61 b	1.6 	1.48 	1.51 	1.54 	: 	: 	: 	: 	: 	: 
FR25	0.91 	0.96 b	0.97 	0.97 	0.98 	0.95 	: 	: 	: 	: 	: 	: 
FR26	0.98 	1.17 b	1.03 	0.96 	1 	0.93 	: 	: 	: 	: 	: 	: 
FR30	0.67 	0.69 b	0.71 	0.7 	0.71 	0.67 	: 	: 	: 	: 	: 	: 
FR41	1.01 	1.05 b	1.14 	1.1 	1.11 	1.09 	: 	: 	: 	: 	: 	: 
FR42	1.29 	1.46 b	1.4 	1.56 	1.58 	1.54 	: 	: 	: 	: 	: 	: 
FR43	2.2 	2.06 b	1.97 	1.99 	2.09 	1.89 	: 	: 	: 	: 	: 	: 
FR51	0.99 	1.04 b	1.01 	0.9 	0.96 	0.88 	: 	: 	: 	: 	: 	: 
FR52	1.5 	1.72 b	1.62 	1.72 	1.63 	1.57 	: 	: 	: 	: 	: 	: 
FR53	0.73 	0.7 b	0.79 	0.83 	0.84 	0.77 	: 	: 	: 	: 	: 	: 
FR61	1.45 	1.5 b	1.58 	1.59 	1.63 	1.62 	: 	: 	: 	: 	: 	: 
FR62	3.64 	3.19 b	3.19 	3.56 	3.66 	4.15 	: 	: 	: 	: 	: 	: 
FR63	0.67 	0.74 b	0.73 	0.76 	0.81 	0.79 	: 	: 	: 	: 	: 	: 
FR71	2.27 	2.38 b	2.55 	2.73 	2.57 	2.47 	: 	: 	: 	: 	: 	: 
FR72	2.05 	2.17 b	2.45 	2.45 	2.42 	2.42 	: 	: 	: 	: 	: 	: 
FR81	2.05 	2.15 b	2.11 	2.14 	2.01 	2.08 	: 	: 	: 	: 	: 	: 
FR82	1.7 	1.81 b	1.87 	1.89 	1.87 	1.89 	: 	: 	: 	: 	: 	: 
FR83	0.42 	0.3 b	0.46 	0.25 	0.24 	0.22 	: 	: 	: 	: 	: 	: 
FR91	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
FR92	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
FR93	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
FR94	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
GR11	0.48 p	: 	: 	: 	0.4 	: 	0.33 	: 	: 	: 	: 	: 
GR12	0.55 p	: 	: 	: 	0.58 	: 	0.53 	: 	: 	: 	: 	: 
GR13	0.07 p	: 	: 	: 	0.2 	: 	0.1 	: 	: 	: 	: 	: 
GR14	0.27 p	: 	: 	: 	0.27 	: 	0.27 	: 	: 	: 	: 	: 
GR21	0.79 p	: 	: 	: 	0.55 	: 	0.6 	: 	: 	: 	: 	: 
GR22	0.11 p	: 	: 	: 	0.08 	: 	0.13 	: 	: 	: 	: 	: 
GR23	0.84 p	: 	: 	: 	0.7 	: 	0.67 	: 	: 	: 	: 	: 
GR24	0.18 p	: 	: 	: 	0.07 	: 	0.16 	: 	: 	: 	: 	: 
GR25	0.4 p	: 	: 	: 	0.11 	: 	0.26 	: 	: 	: 	: 	: 
GR30	0.86 p	: 	: 	: 	0.78 	: 	0.83 	: 	: 	: 	: 	: 
GR41	0.2 p	: 	: 	: 	0.34 	: 	0.42 	: 	: 	: 	: 	: 
GR42	0.05 p	: 	: 	: 	0.09 	: 	0.13 	: 	: 	: 	: 	: 
GR43	0.91 p	: 	: 	: 	0.81 	: 	0.84 	: 	: 	: 	: 	: 
HR01	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.68 	: 	: 
HR02	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 
HR03	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.28 	: 	: 
HU10	1.02 	1.2 	1.31 	1.42 	1.38 	1.25 	1.37 	1.45 	1.32 	1.34 	: 	: 
HU21	0.28 	0.37 	0.5 	0.62 	0.51 	0.5 	0.43 	0.48 	0.5 	0.57 	: 	: 
HU22	0.24 	0.2 	0.44 	0.32 	0.31 	0.38 	0.31 	0.4 	0.6 	0.55 	: 	: 
HU23	0.28 	0.4 	0.42 	0.48 	0.39 	0.4 	0.44 	0.45 	0.37 	0.33 	: 	: 
HU31	0.16 	0.22 	0.23 	0.28 	0.27 	0.27 	0.33 	0.39 	0.42 	0.45 	: 	: 
HU32	0.56 	0.61 	0.58 	0.65 	0.68 	0.71 	0.84 	0.8 	0.86 	1.04 	: 	: 
HU33	0.59 	0.59 	0.63 	0.73 	0.74 	0.61 	0.73 	0.81 	0.86 	0.78 	: 	: 
IE01	: 	: 	: 	0.85 	1.04 	1.24 	1.44 	1.3 	1.25 p	: 	: 	: 
IE02	: 	: 	: 	1.15 	1.2 	1.23 	1.21 	1.24 	1.29 p	: 	: 	: 
IS00	2.3 	2.67 e	2.95 	2.95 e	2.82 	: 	2.77 	2.99 	2.68 	2.65 p	3.1 	: 
ITC1	1.66 	1.68 	: 	: 	1.61 	1.67 	1.71 	: 	1.82 	: 	: 	: 
ITC2	0.38 	0.76 	: 	: 	0.39 	0.37 	0.34 	: 	0.5 	: 	: 	: 
ITC3	1.23 	1.14 	: 	: 	1.2 	1.26 	1.23 	: 	1.18 	: 	: 	: 
ITC4	1.12 	1.12 	: 	: 	1.15 	1.1 	1.11 	: 	1.2 	: 	: 	: 
ITD1	: 	: 	: 	: 	0.35 	0.44 	0.34 	: 	0.55 	: 	: 	: 
ITD2	: 	: 	: 	: 	1.09 	1.05 	1.11 	: 	1.17 	: 	: 	: 
ITD3	0.49 	0.51 	: 	: 	0.66 	0.63 	0.57 	: 	0.84 	: 	: 	: 
ITD4	1.12 	1.14 	: 	: 	1.13 	1.17 	1.16 	: 	1.38 	: 	: 	: 
ITD5	0.91 	0.92 	: 	: 	1.2 	1.14 	1.17 	: 	1.47 	: 	: 	: 
ITE1	0.95 	1.01 	: 	: 	1.1 	1.11 	1.09 	: 	1.01 	: 	: 	: 
ITE2	0.91 	0.92 	: 	: 	0.86 	0.8 	0.78 	: 	0.88 	: 	: 	: 
ITE3	0.46 	0.5 	: 	: 	0.66 	0.53 	0.57 	: 	0.66 	: 	: 	: 
ITE4	1.87 	1.86 	: 	: 	1.85 	1.76 	1.8 	: 	1.63 	: 	: 	: 
ITF1	0.77 	0.91 	: 	: 	1.07 	1.07 	1.03 	: 	1.02 	: 	: 	: 
ITF2	0.3 	0.42 	: 	: 	0.41 	0.43 	0.48 	: 	0.45 	: 	: 	: 
ITF3	1 	1.01 	: 	: 	1.08 	1.16 	1.13 	: 	1.26 	: 	: 	: 
ITF4	0.51 	0.6 	: 	: 	0.6 	0.64 	0.67 	: 	0.79 	: 	: 	: 
ITF5	0.53 	0.79 	: 	: 	0.5 	0.54 	0.53 	: 	0.67 	: 	: 	: 
ITF6	0.26 	0.28 	: 	: 	0.4 	0.38 	0.38 	: 	0.46 	: 	: 	: 
ITG1	0.72 	0.87 	: 	: 	0.8 	0.9 	0.8 	: 	0.83 	: 	: 	: 
ITG2	0.67 	0.67 	: 	: 	0.71 	0.66 	0.58 	: 	0.6 	: 	: 	: 
LT00	0.5 	0.59 	0.67 	0.66 	0.67 	0.75 	0.75 	0.79 	0.81 	0.8 	0.84 	: 
LU00	: 	1.65 	: 	: 	1.65 	1.63 	1.56 	1.66 	1.58 e	1.51 	1.68 p	: 
LV00	0.36 	0.44 	0.41 	0.42 	0.38 	0.42 	0.56 	0.7 	0.59 	0.61 	0.46 	: 
MT00	: 	: 	: 	0.26 	0.26 	0.53 b	0.56 	0.61 	0.58 p	0.57 	0.54 	: 
NL11	2.07 	: c	1.51 e	1.57 e	1.83 be	: 	1.74 e	: 	1.5 e	: 	: 	: 
NL12	0.57 	0.69 e	0.66 e	0.61 e	0.77 be	: 	0.7 e	: 	0.63 e	: 	: 	: 
NL13	0.59 	: c	0.61 e	0.47 e	1.1 be	: 	0.68 e	: 	0.75 e	: 	: 	: 
NL21	1.29 	1.51 e	1.58 e	1.4 e	1.39 be	: 	1.25 e	: 	1.45 e	: 	: 	: 
NL22	2.29 	1.78 e	2.07 e	0.28 e	2.32 be	: 	2.35 e	: 	1.89 e	: 	: 	: 
NL23	1.81 	2.69 e	1.81 e	13.61 e	1.53 be	: 	1.63 e	: 	1.53 e	: 	: 	: 
NL31	2.07 	1.68 e	1.56 e	1.72 e	2.09 be	: 	2.08 e	: 	2.09 e	: 	: 	: 
NL32	1.82 	1.88 e	1.67 e	1.63 e	1.79 be	: 	1.56 e	: 	1.67 e	: 	: 	: 
NL33	2.05 	1.66 e	1.6 e	1.48 e	1.74 be	: 	1.71 e	: 	1.71 e	: 	: 	: 
NL34	0.73 	: c	0.84 e	0.93 e	0.76 be	: 	0.54 e	: 	0.54 e	: 	: 	: 
NL41	2.52 	2.87 e	2.98 e	2.76 e	2.68 be	: 	3.08 e	: 	2.88 e	: 	: 	: 
NL42	2.19 	1.93 e	1.73 e	1.54 e	2.17 be	: 	2.16 e	: 	1.58 e	: 	: 	: 
PL11	: 	0.63 	0.62 	0.59 	0.52 	0.52 	0.52 	0.54 	0.51 	0.53 	: 	: 
PL12	: 	1.44 	1.31 	1.19 	1.13 	1.19 	1.1 	1.07 	1.07 	1.21 	: 	: 
PL21	: 	0.8 	0.83 	0.85 	0.85 	0.96 	1.02 	0.92 	0.92 	0.94 	: 	: 
PL22	: 	0.39 	0.39 	0.31 	0.33 	0.31 	0.34 	0.36 	0.38 	0.36 	: 	: 
PL31	: 	0.49 	0.46 	0.42 	0.4 	0.46 	0.48 	0.44 	0.54 	0.48 	: 	: 
PL32	: 	0.43 	0.34 	0.38 	0.35 	0.29 	0.3 	0.39 	0.36 	0.37 	: 	: 
PL33	: 	0.11 	0.1 	0.07 	0.06 	0.08 	0.08 	0.08 	0.12 	0.27 	: 	: 
PL34	: 	0.2 	0.47 	0.19 	0.19 	0.24 	0.27 	0.25 	0.2 	0.26 	: 	: 
PL41	: 	0.49 	0.48 	0.44 	0.46 	0.43 	0.47 	0.46 	0.52 	0.52 	: 	: 
PL42	: 	0.21 	0.19 	0.26 	0.16 	0.17 	0.17 	0.19 	0.24 	0.24 	: 	: 
PL43	: 	0.22 	0.1 	0.14 	0.17 	0.11 	0.15 	0.1 	0.09 	0.1 	: 	: 
PL51	: 	0.53 	0.57 	0.44 	0.39 	0.41 	0.45 	0.35 	0.41 	0.44 	: 	: 
PL52	: 	0.24 	0.22 	0.17 	0.15 	0.13 	0.13 	0.16 	0.14 	0.14 	: 	: 
PL61	: 	0.34 	0.34 	0.28 	0.25 	0.27 	0.25 	0.35 	0.2 	0.22 	: 	: 
PL62	: 	0.26 	0.24 	0.24 	0.21 	0.21 	0.24 	0.18 	0.29 	0.23 	: 	: 
PL63	: 	0.49 	0.47 	0.36 	0.42 	0.48 	0.52 	0.51 	0.51 	0.57 	: 	: 
PT11	0.49 	0.23 e	0.22 e	0.42 e	0.62 e	0.65 e	0.67 	: 	: 	1.22 	: 	: 
PT15	0.35 	0.3 e	0.26 e	0.24 e	0.22 e	0.2 e	0.19 	: 	: 	0.37 	: 	: 
PT16	: 	0.57 e	0.6 e	0.61 e	0.61 e	0.62 e	0.64 	: 	: 	1.22 	: 	: 
PT17	: 	1.09 e	1.22 e	1.1 e	1.01 e	1.07 e	1.13 	: 	: 	2.26 	: 	: 
PT18	: 	1.65 e	1.79 e	1.09 e	0.42 e	0.44 e	0.45 	: 	: 	0.9 	: 	: 
PT20	2.07 	0.34 e	0.32 e	0.36 e	0.41 e	0.38 e	0.35 	: 	: 	0.42 	: 	: 
PT30	0.35 	0.95 e	0.43 e	0.27 e	0.19 e	0.23 e	0.28 	: 	: 	0.38 	: 	: 
RO11	: 	: 	0.14 	0.21 	0.15 	0.11 	0.26 	0.29 	0.38 	0.45 	: 	: 
RO12	: 	: 	0.2 	0.21 	0.21 	0.16 	0.16 	0.15 	0.15 	0.14 	: 	: 
RO21	: 	: 	0.18 	0.15 	0.15 	0.17 	0.2 	0.28 	0.36 	0.39 	: 	: 
RO22	: 	: 	0.21 	0.15 	0.12 	0.1 	0.13 	0.14 	0.18 	0.18 	: 	: 
RO31	: 	: 	0.44 	0.48 	0.43 	0.43 	0.36 	0.33 	0.44 	0.35 	: 	: 
RO32	: 	: 	1.04 	0.98 	1.09 	1.11 	1.08 	1.23 	1.31 	1.42 	: 	: 
RO41	: 	: 	0.21 	0.17 	0.12 	0.25 	0.19 	0.19 	0.2 	0.21 	: 	: 
RO42	: 	: 	0.15 	0.18 	0.23 	0.18 	0.18 	0.19 	0.26 	0.31 	: 	: 
SE11	: 	: 	: 	: 	4.25 i	: 	4.24 i	: 	4.03 i	: 	: 	: 
SE12	: 	: 	: 	: 	4.11 i	: 	3.94 i	: 	3.74 i	: 	: 	: 
SE21	: 	: 	: 	: 	0.87 i	: 	1.07 i	: 	1.12 i	: 	: 	: 
SE22	: 	: 	: 	: 	4.18 i	: 	4.39 i	: 	4.75 i	: 	: 	: 
SE23	: 	: 	: 	: 	5.87 i	: 	5.33 i	: 	3.72 i	: 	: 	: 
SE31	: 	: 	: 	: 	1.31 i	: 	1.32 i	: 	1.28 i	: 	: 	: 
SE32	: 	: 	: 	: 	0.5 i	: 	0.88 i	: 	0.75 i	: 	: 	: 
SE33	: 	: 	: 	: 	2.47 i	: 	2.51 i	: 	2.55 i	: 	: 	: 
SI01	: 	: 	: 	: 	0.57 	0.61 	0.79 	0.93 	0.93 	1.07 	: 	: 
SI02	: 	: 	: 	: 	1.84 	2.04 	1.96 	2.06 	1.86 	2.11 	: 	: 
SK01	: 	1.1 	1.02 	0.95 	1.1 	1 	0.88 	0.91 	0.83 	0.9 	: 	: 
SK02	: 	0.55 	0.59 	0.55 	0.52 	0.42 	0.45 	0.39 	0.38 	0.39 	: 	: 
SK03	: 	0.59 	0.54 	0.42 	0.33 	0.3 	0.31 	0.25 	0.23 	0.26 	: 	: 
SK04	: 	0.33 	0.36 	0.31 	0.28 	0.28 	0.28 	0.32 	0.31 	0.27 	: 	: 
UKC1	: 	: 	: 	: 	: 	: 	0.96 e	0.91 e	1.23 e	1.28 	: 	: 
UKC2	: 	: 	: 	: 	: 	: 	0.75 e	1.3 e	1.12 e	1.13 	: 	: 
UKD1	: 	: 	: 	: 	: 	: 	0.72 e	0.57 e	0.41 e	0.47 	: 	: 
UKD2	: 	: 	: 	: 	: 	: 	4.64 e	3.5 e	4.51 e	5.7 	: 	: 
UKD3	: 	: 	: 	: 	: 	: 	1.01 e	1.01 e	1.06 e	1.07 	: 	: 
UKD4	: 	: 	: 	: 	: 	: 	2.64 e	2.41 e	3.13 e	2.37 	: 	: 
UKD5	: 	: 	: 	: 	: 	: 	1.71 e	1.67 e	1.79 e	1.64 	: 	: 
UKE1	: 	: 	: 	: 	: 	: 	0.51 e	0.56 e	0.58 e	0.59 	: 	: 
UKE2	: 	: 	: 	: 	: 	: 	1.57 e	1.68 e	1.62 e	1.63 	: 	: 
UKE3	: 	: 	: 	: 	: 	: 	1.04 e	1.07 e	1.06 e	1.12 	: 	: 
UKE4	: 	: 	: 	: 	: 	: 	0.69 e	0.71 e	0.73 e	0.73 	: 	: 
UKF1	: 	: 	: 	: 	: 	: 	2.22 e	2.05 e	2.21 e	2.07 	: 	: 
UKF2	: 	: 	: 	: 	: 	: 	1.66 e	1.57 e	1.47 e	1.42 	: 	: 
UKF3	: 	: 	: 	: 	: 	: 	0.38 e	0.42 e	0.42 e	0.51 	: 	: 
UKG1	: 	: 	: 	: 	: 	: 	1.46 e	2.06 e	2.12 e	1.58 	: 	: 
UKG2	: 	: 	: 	: 	: 	: 	0.52 e	0.48 e	0.5 e	0.46 	: 	: 
UKG3	: 	: 	: 	: 	: 	: 	1.26 e	1.3 e	1.27 e	1.33 	: 	: 
UKH1	: 	: 	: 	: 	: 	: 	4.79 e	5.52 e	5.76 e	5.93 	: 	: 
UKH2	: 	: 	: 	: 	: 	: 	3.22 e	3.73 e	2.6 e	2.9 	: 	: 
UKH3	: 	: 	: 	: 	: 	: 	3.6 e	3.06 e	4.62 e	3.24 	: 	: 
UKI1	: 	: 	: 	: 	: 	: 	1.07 e	1.15 e	1.16 e	1.14 	: 	: 
UKI2	: 	: 	: 	: 	: 	: 	0.67 e	0.81 e	0.8 e	0.72 	: 	: 
UKJ1	: 	: 	: 	: 	: 	: 	2.97 e	3.11 e	3.3 e	3.24 	: 	: 
UKJ2	: 	: 	: 	: 	: 	: 	1.35 e	1.22 e	1.18 e	1.45 	: 	: 
UKJ3	: 	: 	: 	: 	: 	: 	3.46 e	3.68 e	3.41 e	2.97 	: 	: 
UKJ4	: 	: 	: 	: 	: 	: 	2.46 e	2.38 e	2.54 e	2.19 	: 	: 
UKK1	: 	: 	: 	: 	: 	: 	2.88 e	2.92 e	2.71 e	2.95 	: 	: 
UKK2	: 	: 	: 	: 	: 	: 	0.9 e	0.84 e	0.61 e	0.69 	: 	: 
UKK3	: 	: 	: 	: 	: 	: 	0.32 e	0.2 e	0.19 e	0.18 	: 	: 
UKK4	: 	: 	: 	: 	: 	: 	0.82 e	0.77 e	0.83 e	0.78 	: 	: 
UKL1	: 	: 	: 	: 	: 	: 	0.67 e	0.68 e	0.67 e	0.63 	: 	: 
UKL2	: 	: 	: 	: 	: 	: 	1.7 e	1.53 e	1.56 e	1.58 	: 	: 
UKM2	: 	: 	: 	: 	: 	: 	1.67 e	0.48 e	0.49 e	0.51 	: 	: 
UKM3	: 	: 	: 	: 	: 	: 	1.41 e	1.94 e	2.11 e	1.96 	: 	: 
