geo\time	1994_1996 	1997_1999 	1998_2000 	1999_2001 	2000_2002 	2001_2003 	2002_2004 	2003_2005 	2004_2006 	2005_2007 	2006_2008 	2007_2009 
BG31	: 	: 	: 	: 	: 	: 	: 	200.9 	177.4 	157.0 	134.8 	: 
BG32	: 	: 	: 	: 	: 	: 	: 	126.3 	123.7 	120.5 	114.8 	: 
BG33	: 	: 	: 	: 	: 	: 	: 	167.1 	149.6 	128.6 	117.7 	: 
BG34	: 	: 	: 	: 	: 	: 	: 	154.9 	140.8 	134.4 	128.3 	: 
BG41	: 	: 	: 	: 	: 	: 	: 	158.1 	151.2 	143.0 	126.6 	: 
BG42	: 	: 	: 	: 	: 	: 	: 	215.0 	203.4 	188.6 	180.6 	: 
CH01	: 	67.6 	65.3 	61.6 	57.2 	54.8 	52.0 	50.9 	49.0 	48.4 	: 	: 
CH02	: 	104.7 	100.3 	93.7 	88.8 	85.0 	80.5 	75.7 	72.6 	70.1 	: 	: 
CH03	: 	109.1 	105.0 	99.5 	93.8 	90.6 	84.1 	80.0 	74.9 	71.8 	: 	: 
CH04	: 	110.1 	107.2 	102.7 	96.7 	90.4 	84.0 	78.9 	72.9 	71.3 	: 	: 
CH05	: 	110.1 	106.3 	100.5 	97.2 	95.2 	90.7 	89.3 	85.3 	83.0 	: 	: 
CH06	: 	114.4 	112.7 	107.7 	102.0 	94.0 	88.3 	88.4 	85.1 	82.3 	: 	: 
CH07	: 	84.3 	84.1 	81.0 	78.8 	73.2 	69.2 	65.3 	64.6 	63.0 	: 	: 
CZ01	: 	163.0 	157.3 	151.2 	146.4 	142.0 	133.2 	134.0 	137.3 	156.1 	153.8 	: 
CZ02	: 	195.9 	184.1 	186.6 	180.2 	184.2 	172.8 	172.7 	168.1 	173.2 	173.4 	: 
CZ03	: 	216.8 	192.1 	182.1 	169.7 	164.9 	158.4 	156.3 	150.7 	157.7 	159.1 	: 
CZ04	: 	232.4 	220.1 	208.6 	201.2 	194.4 	188.7 	187.1 	183.0 	182.3 	181.9 	: 
CZ05	: 	194.7 	184.4 	176.0 	168.9 	164.0 	160.0 	159.4 	156.4 	165.5 	169.4 	: 
CZ06	: 	206.8 	199.8 	196.6 	188.7 	183.8 	179.3 	179.5 	178.6 	183.9 	179.6 	: 
CZ07	: 	231.2 	220.1 	213.8 	205.6 	202.7 	205.5 	205.8 	198.5 	196.0 	190.3 	: 
CZ08	: 	215.9 	212.4 	210.2 	209.8 	204.6 	191.3 	189.8 	191.4 	205.4 	210.8 	: 
DE11	: 	: 	: 	: 	: 	96.7 	94.0 	90.6 	85.4 	81.9 	78.9 	: 
DE12	: 	: 	: 	: 	: 	104.5 	103.4 	100.4 	94.7 	89.3 	84.5 	: 
DE13	: 	: 	: 	: 	: 	83.5 	81.1 	78.8 	74.8 	69.6 	66.2 	: 
DE14	: 	: 	: 	: 	: 	83.2 	82.1 	80.8 	76.2 	74.1 	70.6 	: 
DE21	: 	: 	: 	: 	: 	94.0 	92.5 	88.7 	83.4 	78.3 	73.6 	: 
DE22	: 	: 	: 	: 	: 	114.2 	113.2 	110.5 	104.0 	97.1 	90.5 	: 
DE23	: 	: 	: 	: 	: 	126.6 	122.9 	118.1 	109.9 	103.9 	97.3 	: 
DE24	: 	: 	: 	: 	: 	144.7 	141.7 	135.6 	129.2 	121.0 	115.7 	: 
DE25	: 	: 	: 	: 	: 	123.4 	121.1 	117.1 	112.1 	106.4 	98.3 	: 
DE26	: 	: 	: 	: 	: 	108.3 	107.5 	104.2 	99.0 	94.3 	88.0 	: 
DE27	: 	: 	: 	: 	: 	110.4 	109.0 	102.1 	98.0 	91.7 	86.1 	: 
DE30	: 	: 	: 	: 	: 	100.9 	94.5 	87.4 	81.1 	76.4 	75.7 	: 
DE41	: 	: 	: 	: 	: 	181.4 	171.2 	160.3 	148.6 	135.7 	123.9 	: 
DE42	: 	: 	: 	: 	: 	149.7 	144.1 	136.3 	127.4 	118.6 	113.6 	: 
DE50	: 	: 	: 	: 	: 	102.0 	93.2 	85.8 	77.7 	71.8 	66.6 	: 
DE60	: 	: 	: 	: 	: 	103.1 	99.8 	90.0 	81.8 	76.4 	73.8 	: 
DE71	: 	: 	: 	: 	: 	104.2 	101.3 	96.3 	89.2 	83.5 	79.8 	: 
DE72	: 	: 	: 	: 	: 	125.6 	123.3 	119.0 	109.2 	102.9 	98.0 	: 
DE73	: 	: 	: 	: 	: 	120.6 	116.0 	110.6 	100.1 	93.1 	87.0 	: 
DE80	: 	: 	: 	: 	: 	165.2 	159.4 	153.1 	143.6 	135.3 	125.0 	: 
DE91	: 	: 	: 	: 	: 	135.3 	130.7 	124.0 	116.9 	111.7 	108.5 	: 
DE92	: 	: 	: 	: 	: 	122.3 	118.9 	113.2 	106.4 	101.5 	96.9 	: 
DE93	: 	: 	: 	: 	: 	124.2 	120.2 	116.3 	110.9 	106.5 	101.8 	: 
DE94	: 	: 	: 	: 	: 	122.9 	117.2 	113.7 	108.7 	104.2 	100.7 	: 
DEA1	: 	: 	: 	: 	: 	117.8 	111.8 	109.0 	105.6 	106.3 	95.6 	: 
DEA2	: 	: 	: 	: 	: 	119.6 	114.2 	103.4 	89.7 	78.5 	73.0 	: 
DEA3	: 	: 	: 	: 	: 	122.5 	117.3 	111.8 	106.9 	101.8 	88.5 	: 
DEA4	: 	: 	: 	: 	: 	109.9 	105.2 	99.2 	92.7 	88.1 	79.3 	: 
DEA5	: 	: 	: 	: 	: 	129.6 	121.1 	115.9 	110.1 	105.8 	95.8 	: 
DEB1	: 	: 	: 	: 	: 	108.2 	106.8 	104.3 	100.7 	97.0 	93.9 	: 
DEB2	: 	: 	: 	: 	: 	106.9 	104.6 	104.1 	99.2 	94.4 	89.5 	: 
DEB3	: 	: 	: 	: 	: 	103.9 	101.1 	97.5 	94.7 	93.3 	93.4 	: 
DEC0	: 	: 	: 	: 	: 	145.0 	140.2 	132.0 	123.9 	121.9 	118.6 	: 
DED1	: 	: 	: 	: 	: 	162.8 	159.0 	152.0 	140.3 	133.1 	127.4 	: 
DED2	: 	: 	: 	: 	: 	142.3 	137.4 	131.9 	121.6 	114.5 	107.8 	: 
DED3	: 	: 	: 	: 	: 	161.4 	156.0 	147.4 	137.2 	129.7 	122.6 	: 
DEE0	: 	: 	: 	: 	: 	173.9 	167.7 	158.0 	146.6 	136.1 	127.7 	: 
DEE1	: 	: 	: 	: 	: 	181.5 	175.7 	253.7 	493.4 	: 	: 	: 
DEE2	: 	: 	: 	: 	: 	180.4 	173.1 	246.4 	461.8 	: 	: 	: 
DEE3	: 	: 	: 	: 	: 	165.5 	160.1 	229.6 	436.2 	: 	: 	: 
DEF0	: 	: 	: 	: 	: 	126.5 	122.8 	111.1 	98.2 	85.6 	80.1 	: 
DEG0	: 	: 	: 	: 	: 	161.9 	155.7 	145.0 	130.6 	118.2 	108.5 	: 
ES11	62.9 	62.5 	60.9 	59.6 	57.2 	55.1 	52.6 	51.6 	50.2 	49.2 	47.2 	: 
ES12	75.1 	74.7 	74.6 	71.1 	70.9 	71.5 	71.3 	67.9 	64.9 	63.3 	62.1 	: 
ES13	61.3 	52.2 	51.8 	45.5 	45.1 	42.9 	43.9 	40.6 	39.1 	39.5 	37.3 	: 
ES21	59.8 	56.7 	54.5 	51.7 	49.2 	47.3 	45.9 	44.2 	41.2 	39.6 	37.1 	: 
ES22	62.5 	60.8 	58.5 	56.9 	55.8 	54.0 	50.6 	47.1 	43.7 	41.2 	38.6 	: 
ES23	52.6 	52.6 	50.7 	49.7 	49.7 	48.0 	47.1 	45.6 	44.3 	42.4 	41.1 	: 
ES24	62.9 	59.1 	57.3 	54.8 	52.9 	51.4 	50.8 	49.0 	47.8 	47.1 	45.2 	: 
ES30	57.2 	55.5 	54.6 	53.2 	51.7 	51.0 	50.3 	48.1 	45.4 	42.6 	40.5 	: 
ES41	55.8 	53.4 	53.9 	52.4 	50.3 	48.4 	47.6 	47.1 	45.0 	43.6 	40.6 	: 
ES42	60.7 	61.4 	58.3 	57.4 	53.7 	51.6 	48.4 	47.3 	46.2 	44.9 	43.4 	: 
ES43	82.4 	74.2 	73.2 	70.4 	67.7 	67.5 	65.2 	63.5 	58.9 	57.7 	55.5 	: 
ES51	64.8 	62.0 	59.7 	56.9 	54.8 	53.9 	51.8 	49.6 	46.4 	44.0 	40.9 	: 
ES52	81.9 	82.4 	81.1 	79.9 	76.7 	76.0 	74.0 	73.3 	69.8 	67.3 	62.7 	: 
ES53	68.3 	70.3 	67.8 	64.0 	59.3 	58.0 	56.8 	55.9 	51.8 	49.1 	45.6 	: 
ES61	85.7 	86.6 	85.3 	81.6 	79.1 	78.1 	76.6 	74.3 	69.0 	65.3 	61.2 	: 
ES62	79.4 	75.9 	74.2 	71.0 	65.0 	62.5 	61.0 	60.6 	57.7 	56.1 	52.9 	: 
ES63	96.7 	89.5 	89.7 	88.7 	88.5 	87.0 	74.3 	72.6 	68.6 	71.1 	61.0 	: 
ES64	57.3 	68.0 	58.8 	62.7 	64.4 	68.3 	62.5 	55.7 	55.0 	55.5 	57.7 	: 
ES70	101.9 	109.6 	104.9 	101.3 	96.2 	93.4 	88.1 	84.5 	78.6 	76.2 	71.7 	: 
FI13	160.2 	211.2 	211.9 	203.9 	198.5 	188.4 	183.3 	179.0 	175.0 	173.3 	166.9 	: 
FI14	195.2 	174.4 	174.0 	348.3 	: 	: 	: 	: 	: 	: 	: 	: 
FI15	233.2 	212.0 	218.4 	407.7 	: 	: 	: 	: 	: 	: 	: 	: 
FI18	: 	: 	113.6 	163.9 	158.1 	152.1 	145.6 	137.6 	131.2 	128.3 	124.6 	: 
FI19	: 	: 	116.1 	168.3 	162.0 	154.8 	147.8 	139.7 	133.4 	128.7 	124.5 	: 
FI1A	: 	: 	133.9 	198.1 	196.6 	193.7 	184.7 	174.7 	162.4 	154.5 	149.9 	: 
FI20	: 	: 	135.6 	132.8 	110.8 	106.3 	108.2 	106.5 	99.8 	90.7 	80.1 	: 
FR10	34.1 	45.5 	44.4 	42.8 	40.6 	39.1 	36.7 	35.1 	33.0 	31.8 	30.4 	: 
FR21	39.6 	57.3 	55.0 	51.9 	49.3 	48.7 	48.0 	46.7 	44.0 	40.7 	39.3 	: 
FR22	41.2 	60.2 	58.1 	56.6 	55.3 	54.6 	51.8 	48.6 	44.8 	43.1 	40.8 	: 
FR23	42.2 	57.3 	57.5 	56.6 	56.2 	52.9 	50.6 	47.1 	44.4 	41.8 	39.7 	: 
FR24	36.7 	49.9 	49.4 	48.3 	48.3 	47.7 	46.1 	43.1 	39.4 	37.2 	36.0 	: 
FR25	39.5 	56.2 	57.1 	54.8 	52.9 	50.5 	49.8 	48.3 	45.0 	42.1 	40.0 	: 
FR26	38.8 	53.0 	52.1 	51.5 	49.5 	48.1 	47.0 	44.7 	42.3 	38.8 	37.0 	: 
FR30	48.3 	67.9 	67.6 	64.6 	62.3 	59.7 	56.6 	53.8 	50.3 	47.5 	44.6 	: 
FR41	42.9 	58.6 	56.7 	54.3 	53.0 	50.9 	48.1 	44.8 	41.5 	39.7 	37.6 	: 
FR42	47.8 	63.5 	59.8 	58.3 	56.0 	54.0 	51.2 	49.8 	46.7 	44.1 	40.7 	: 
FR43	34.8 	47.6 	48.4 	48.3 	47.8 	46.1 	44.7 	44.2 	42.7 	41.1 	39.0 	: 
FR51	34.3 	47.7 	46.5 	44.5 	43.8 	43.4 	42.1 	40.5 	37.4 	36.0 	33.5 	: 
FR52	39.2 	56.8 	54.8 	54.2 	52.7 	51.2 	49.3 	47.8 	45.0 	42.0 	39.1 	: 
FR53	31.5 	45.0 	44.3 	43.5 	41.9 	41.3 	39.8 	38.4 	35.5 	33.2 	31.0 	: 
FR61	35.0 	48.2 	46.7 	45.8 	44.9 	43.9 	41.6 	40.4 	38.2 	36.2 	34.0 	: 
FR62	31.5 	46.6 	46.3 	44.3 	44.2 	43.6 	42.5 	40.9 	37.6 	35.2 	33.0 	: 
FR63	37.4 	53.7 	49.6 	48.0 	47.1 	47.0 	45.0 	42.4 	40.8 	38.8 	36.5 	: 
FR71	35.7 	48.3 	47.5 	45.7 	44.8 	42.9 	40.7 	38.4 	35.6 	33.3 	31.7 	: 
FR72	41.3 	54.6 	53.7 	52.6 	50.9 	49.9 	48.4 	47.9 	44.2 	41.4 	38.1 	: 
FR81	37.6 	51.4 	50.8 	49.4 	48.1 	46.6 	44.5 	42.7 	40.2 	38.5 	36.0 	: 
FR82	30.3 	43.3 	43.1 	41.7 	40.8 	40.3 	39.0 	37.8 	35.6 	34.1 	31.5 	: 
FR83	36.7 	51.8 	54.4 	51.7 	52.5 	50.5 	47.2 	45.2 	41.0 	39.1 	36.6 	: 
FR91	: 	: 	: 	6.7 	14.9 	22.1 	24.3 	23.0 	22.5 	20.0 	19.0 	: 
FR92	: 	: 	: 	7.4 	13.0 	19.7 	19.0 	19.6 	19.2 	19.5 	19.5 	: 
FR93	: 	: 	: 	9.4 	18.3 	28.0 	25.8 	24.2 	19.2 	20.0 	21.2 	: 
FR94	: 	: 	: 	20.7 	42.3 	61.7 	63.6 	60.5 	60.4 	55.2 	53.0 	: 
GR11	106.1 	101.3 	100.0 	100.5 	100.7 	102.4 	101.8 	100.0 	96.5 	91.9 	84.9 	: 
GR12	95.6 	91.6 	91.3 	92.7 	91.2 	92.3 	92.0 	89.6 	85.3 	81.0 	77.1 	: 
GR13	90.6 	85.0 	82.9 	84.8 	85.5 	87.7 	85.8 	82.5 	78.6 	72.7 	68.8 	: 
GR14	80.5 	76.7 	74.4 	80.0 	80.1 	81.5 	80.1 	75.1 	71.5 	66.7 	65.3 	: 
GR21	68.3 	72.4 	72.9 	72.1 	69.2 	71.0 	71.4 	69.7 	63.0 	58.9 	58.6 	: 
GR22	61.3 	59.7 	62.4 	64.2 	69.7 	66.3 	65.9 	62.1 	61.7 	62.1 	57.4 	: 
GR23	101.2 	92.6 	81.7 	78.7 	75.6 	77.7 	75.7 	74.3 	69.9 	65.0 	62.5 	: 
GR24	77.6 	81.1 	85.3 	86.6 	86.1 	86.2 	86.3 	84.2 	79.7 	78.7 	74.0 	: 
GR25	64.9 	65.8 	65.2 	68.0 	69.0 	71.5 	70.7 	68.1 	65.5 	64.8 	62.9 	: 
GR30	106.5 	104.8 	103.1 	102.3 	101.1 	100.6 	101.9 	98.1 	91.5 	83.7 	78.3 	: 
GR41	72.4 	57.5 	59.9 	62.4 	63.0 	66.2 	70.7 	71.9 	66.9 	59.1 	54.4 	: 
GR42	78.4 	78.5 	72.7 	71.5 	73.8 	79.5 	83.7 	78.6 	76.1 	70.1 	67.1 	: 
GR43	64.4 	65.7 	63.8 	66.5 	65.0 	68.3 	65.9 	64.8 	61.6 	60.1 	57.3 	: 
HU10	242.6 	236.1 	: 	: 	210.2 	210.4 	210.1 	216.1 	215.2 	210.2 	195.6 	: 
HU21	269.5 	262.0 	: 	250.4 	237.4 	238.9 	243.0 	253.9 	260.5 	254.2 	237.0 	: 
HU22	245.7 	246.7 	: 	238.8 	222.8 	219.0 	220.0 	229.0 	223.9 	221.7 	213.8 	: 
HU23	245.2 	249.0 	: 	249.7 	229.3 	225.0 	230.9 	248.2 	251.1 	243.5 	222.9 	: 
HU31	242.3 	227.6 	: 	224.5 	218.2 	222.2 	230.7 	256.9 	272.3 	277.8 	267.5 	: 
HU32	276.1 	279.5 	: 	280.3 	270.3 	279.0 	284.0 	302.9 	302.8 	296.6 	272.9 	: 
HU33	242.2 	234.5 	: 	219.2 	206.6 	212.7 	213.0 	227.9 	231.3 	234.6 	223.4 	: 
IE01	: 	192.9 	181.8 	166.7 	156.9 	147.4 	137.0 	123.5 	115.6 	112.2 	108.8 p	: 
IE02	: 	182.9 	174.3 	163.3 	153.1 	140.5 	132.3 	124.6 	119.7 	116.2 	111.7 p	: 
ITC1	74.2 	67.1 	64.1 	61.1 	58.9 	59.5 	: 	: 	: 	: 	52.5 	: 
ITC2	75.2 	71.0 	69.0 	67.6 	73.4 	76.0 	: 	: 	: 	: 	58.7 	: 
ITC3	76.4 	70.7 	67.0 	63.5 	62.4 	63.4 	: 	: 	: 	: 	51.4 	: 
ITC4	93.1 	85.7 	81.5 	76.5 	73.8 	74.8 	: 	: 	: 	: 	60.6 	: 
ITD1	: 	59.6 	85.5 	81.9 	77.2 	77.2 	: 	: 	: 	: 	63.2 	: 
ITD2	: 	67.0 	97.7 	89.2 	81.9 	77.4 	: 	: 	: 	: 	66.6 	: 
ITD3	88.1 	80.6 	76.6 	71.7 	69.8 	71.0 	: 	: 	: 	: 	61.5 	: 
ITD4	99.0 	88.6 	85.7 	80.8 	78.0 	80.0 	: 	: 	: 	: 	66.3 	: 
ITD5	87.4 	83.8 	80.2 	76.7 	74.9 	75.0 	: 	: 	: 	: 	62.4 	: 
ITE1	78.2 	72.2 	69.7 	65.9 	65.0 	65.1 	: 	: 	: 	: 	54.6 	: 
ITE2	102.8 	99.2 	93.5 	88.2 	85.8 	87.2 	: 	: 	: 	: 	68.7 	: 
ITE3	81.6 	74.4 	72.4 	69.0 	69.0 	71.2 	: 	: 	: 	: 	61.3 	: 
ITE4	98.3 	92.4 	88.1 	83.4 	81.8 	85.6 	: 	: 	: 	: 	70.2 	: 
ITF1	75.8 	72.1 	68.2 	64.5 	62.5 	67.5 	: 	: 	: 	: 	61.6 	: 
ITF2	82.8 	85.6 	83.1 	79.3 	78.3 	77.7 	: 	: 	: 	: 	68.1 	: 
ITF3	99.3 	95.1 	92.7 	88.6 	87.0 	87.5 	: 	: 	: 	: 	76.7 	: 
ITF4	75.4 	67.9 	65.8 	63.6 	62.8 	65.4 	: 	: 	: 	: 	56.3 	: 
ITF5	81.8 	73.2 	70.2 	64.3 	62.7 	62.0 	: 	: 	: 	: 	58.5 	: 
ITF6	75.9 	72.2 	69.7 	67.0 	66.3 	67.9 	: 	: 	: 	: 	57.1 	: 
ITG1	83.1 	77.4 	74.0 	71.3 	69.8 	70.8 	: 	: 	: 	: 	61.2 	: 
ITG2	77.7 	73.4 	70.1 	66.3 	64.1 	63.7 	: 	: 	: 	: 	52.5 	: 
NL11	126.5 	112.7 	104.6 	101.2 	93.4 	88.7 	79.1 	75.1 	68.1 	63.6 	60.0 	: 
NL12	114.5 	103.0 	94.9 	90.1 	87.2 	81.5 	74.2 	66.5 	59.8 	53.5 	48.7 	: 
NL13	117.1 	101.7 	94.9 	87.7 	80.5 	77.0 	70.3 	65.5 	58.7 	56.1 	51.9 	: 
NL21	117.2 	99.5 	93.2 	86.4 	83.2 	80.2 	74.4 	68.1 	60.4 	55.0 	49.7 	: 
NL22	109.9 	95.0 	90.9 	84.2 	80.6 	77.3 	72.7 	67.8 	60.2 	56.7 	50.9 	: 
NL23	111.0 	94.5 	88.6 	81.2 	77.4 	73.6 	68.3 	62.3 	56.9 	58.2 	55.0 	: 
NL31	99.1 	92.1 	86.9 	79.4 	70.9 	67.5 	63.0 	57.4 	52.3 	48.7 	46.3 	: 
NL32	104.5 	89.2 	85.0 	77.9 	72.2 	67.5 	64.4 	60.8 	55.8 	51.3 	48.1 	: 
NL33	103.3 	91.0 	86.8 	82.2 	76.9 	73.0 	68.0 	63.2 	58.5 	53.9 	49.9 	: 
NL34	104.5 	86.7 	83.3 	82.5 	76.7 	70.7 	64.3 	61.1 	56.0 	51.3 	47.6 	: 
NL41	114.3 	99.3 	96.0 	89.5 	84.1 	77.8 	71.4 	64.8 	58.8 	54.0 	49.5 	: 
NL42	129.1 	111.0 	106.2 	101.0 	94.1 	88.8 	84.3 	76.6 	69.3 	62.0 	57.0 	: 
NO01	132.1 	117.9 	112.4 	107.1 	103.2 	95.0 	87.3 	77.4 	71.3 	68.1 	65.6 	: 
NO02	152.5 	142.6 	135.6 	127.6 	120.3 	115.6 	107.7 	97.0 	87.7 	82.0 	77.2 	: 
NO03	151.5 	135.1 	126.6 	122.3 	114.3 	108.6 	99.7 	91.3 	83.6 	78.2 	76.2 	: 
NO04	136.3 	122.1 	116.3 	107.7 	102.9 	99.2 	92.8 	85.4 	80.0 	75.7 	68.8 	: 
NO05	135.1 	121.1 	114.5 	108.5 	103.2 	98.7 	95.2 	85.8 	78.8 	72.0 	70.6 	: 
NO06	150.1 	134.4 	130.5 	122.5 	114.6 	105.8 	101.3 	91.5 	82.1 	75.4 	70.7 	: 
NO07	181.1 	153.7 	147.2 	139.5 	131.9 	124.9 	112.9 	101.4 	93.0 	88.1 	85.8 	: 
PL11	: 	: 	: 	106.4 	102.3 	96.4 	91.4 	89.6 	89.2 	89.6 	87.4 	: 
PL12	: 	: 	: 	163.7 	153.5 	148.5 	142.8 	138.2 	128.5 	111.1 	100.1 	: 
PL21	: 	: 	: 	132.3 	123.8 	118.7 	111.8 	107.4 	103.3 	108.8 	115.3 	: 
PL22	: 	: 	: 	174.5 	171.9 	171.7 	169.5 	169.0 	164.0 	160.1 	154.3 	: 
PL31	: 	: 	: 	87.7 	89.4 	87.5 	83.7 	78.0 	73.1 	70.3 	71.0 	: 
PL32	: 	: 	: 	151.2 	138.9 	124.7 	111.1 	103.7 	97.8 	94.0 	90.1 	: 
PL33	: 	: 	: 	158.0 	150.2 	145.9 	139.8 	134.7 	129.7 	126.8 	123.9 	: 
PL34	: 	: 	: 	88.9 	82.1 	78.2 	78.0 	78.5 	80.7 	84.3 	91.2 	: 
PL41	: 	: 	: 	148.7 	135.4 	129.6 	125.7 	128.4 	129.0 	129.8 	125.2 	: 
PL42	: 	: 	: 	141.2 	133.5 	122.6 	119.2 	113.6 	117.5 	122.0 	122.5 	: 
PL43	: 	: 	: 	113.3 	93.5 	82.0 	79.3 	80.5 	89.1 	100.1 	107.0 	: 
PL51	: 	: 	: 	116.3 	109.0 	102.0 	96.1 	91.4 	88.1 	85.8 	83.3 	: 
PL52	: 	: 	: 	146.1 	131.8 	128.4 	119.7 	102.7 	83.3 	72.0 	68.3 	: 
PL61	: 	: 	: 	162.6 	146.4 	131.6 	120.4 	113.2 	106.7 	102.3 	103.4 	: 
PL62	: 	: 	: 	121.6 	117.5 	106.4 	95.7 	86.3 	87.2 	86.1 	81.8 	: 
PL63	: 	: 	: 	147.6 	156.6 	162.4 	161.5 	154.5 	143.3 	120.5 	96.3 	: 
PT11	38.1 	49.7 	47.4 	45.6 	45.4 	46.2 	45.3 	41.8 	36.5 	33.3 	31.0 	: 
PT15	22.4 	42.0 	60.1 	67.6 	66.3 	67.6 	65.4 	63.3 	57.8 	52.5 	51.1 	: 
PT16	114.2 	63.6 	44.7 	42.1 	42.7 	42.5 	41.4 	38.8 	34.9 	32.9 	31.1 	: 
PT17	98.5 	99.9 	99.7 	94.6 	92.2 	92.7 	91.0 	86.9 	80.2 	76.8 	72.0 	: 
PT18	40.3 	47.5 	69.4 	66.0 	64.8 	63.9 	62.9 	62.1 	58.4 	55.1 	52.4 	: 
PT20	109.5 	160.6 	151.7 	149.5 	145.9 	140.7 	131.6 	120.6 	111.7 	103.1 	94.8 	: 
PT30	43.0 	72.1 	79.8 	80.4 	85.9 	85.9 	83.6 	76.0 	63.3 	57.1 	50.6 	: 
RO11	: 	: 	: 	377.7 	364.7 	355.1 	346.8 	338.8 	331.6 	317.5 	301.8 	: 
RO12	: 	: 	: 	307.5 	310.3 	320.5 	318.3 	307.6 	302.2 	289.7 	276.6 	: 
RO21	: 	: 	: 	188.3 	187.6 	190.1 	194.1 	188.8 	178.3 	166.9 	160.1 	: 
RO22	: 	: 	: 	173.5 	163.9 	161.3 	152.3 	148.4 	145.8 	143.4 	137.5 	: 
RO31	: 	: 	: 	212.2 	209.9 	206.3 	198.5 	190.2 	185.3 	184.9 	181.4 	: 
RO32	: 	: 	: 	204.8 	200.8 	198.1 	198.8 	194.3 	192.5 	191.8 	188.3 	: 
RO41	: 	: 	: 	189.9 	186.7 	186.5 	180.7 	178.2 	177.1 	177.7 	171.7 	: 
RO42	: 	: 	: 	301.5 	290.7 	287.8 	286.3 	280.7 	272.4 	259.5 	246.4 	: 
SE11	133.9 	120.5 	116.3 	112.4 	108.6 	104.5 	98.0 	91.6 	86.4 	83.8 	81.9 	115.2 
SE12	159.7 	137.0 	132.4 	129.7 	124.9 	121.5 	114.6 	108.9 	103.0 	99.0 	95.8 	137.8 
SE21	: 	144.5 	137.0 	128.4 	123.6 	118.5 	113.7 	108.6 	105.9 	100.6 	95.6 	135.0 
SE22	159.8 	138.6 	130.7 	124.9 	119.7 	114.4 	108.9 	102.6 	98.3 	94.5 	92.1 	133.2 
SE23	: 	132.3 	125.8 	119.6 	115.3 	112.6 	109.3 	104.7 	102.2 	99.6 	95.4 	134.6 
SE31	172.9 	149.0 	143.1 	138.4 	134.4 	132.4 	126.1 	119.6 	112.8 	106.6 	100.5 	145.0 
SE32	172.7 	154.8 	145.6 	132.8 	126.2 	124.7 	121.9 	120.0 	113.6 	109.6 	102.8 	149.3 
