geo\time	1994_1996 	1997_1999 	1998_2000 	1999_2001 	2000_2002 	2001_2003 	2002_2004 	2003_2005 	2004_2006 	2005_2007 	2006_2008 	2007_2009 
DE73	: 	: 	: 	: 	: 	650.5 	644.3 	630.9 	601.0 	585.0 	578.3 	: 
DE80	: 	: 	: 	: 	: 	735.6 	722.7 	706.7 	679.6 	661.7 	645.8 	: 
DE91	: 	: 	: 	: 	: 	671.0 	660.0 	647.2 	625.7 	611.7 	600.0 	: 
DE92	: 	: 	: 	: 	: 	657.0 	649.6 	636.8 	612.3 	599.2 	586.6 	: 
DE93	: 	: 	: 	: 	: 	673.4 	664.3 	650.3 	628.1 	612.0 	600.0 	: 
DE94	: 	: 	: 	: 	: 	664.9 	654.1 	644.5 	623.0 	609.8 	600.7 	: 
DEA1	: 	: 	: 	: 	: 	693.3 	686.4 	675.3 	650.5 	634.6 	622.3 	: 
DEA2	: 	: 	: 	: 	: 	655.3 	647.5 	631.7 	608.1 	592.4 	578.2 	: 
DEA3	: 	: 	: 	: 	: 	676.9 	675.0 	660.5 	641.3 	626.2 	617.6 	: 
DEA4	: 	: 	: 	: 	: 	633.2 	625.9 	614.6 	596.6 	584.2 	574.1 	: 
DEA5	: 	: 	: 	: 	: 	695.6 	686.0 	678.0 	656.1 	643.1 	632.2 	: 
DEB1	: 	: 	: 	: 	: 	664.8 	657.9 	646.6 	623.9 	607.6 	593.3 	: 
DEB2	: 	: 	: 	: 	: 	650.9 	637.2 	632.1 	611.1 	601.5 	580.0 	: 
DEB3	: 	: 	: 	: 	: 	668.1 	654.1 	642.0 	614.5 	601.9 	587.6 	: 
DEC0	: 	: 	: 	: 	: 	727.6 	713.8 	701.6 	675.5 	664.6 	654.2 	: 
DED1	: 	: 	: 	: 	: 	687.4 	680.6 	664.5 	636.0 	618.5 	604.1 	: 
DED2	: 	: 	: 	: 	: 	644.7 	636.7 	623.1 	596.5 	582.3 	565.8 	: 
DED3	: 	: 	: 	: 	: 	674.3 	660.7 	646.5 	625.4 	612.3 	594.5 	: 
DEE0	: 	: 	: 	: 	: 	741.1 	729.2 	710.5 	689.9 	673.3 	661.4 	: 
DEE1	: 	: 	: 	: 	: 	738.6 	720.1 	1065.2 	2123.9 	: 	: 	: 
DEE2	: 	: 	: 	: 	: 	735.6 	722.2 	1065.1 	2091.5 	: 	: 	: 
DEE3	: 	: 	: 	: 	: 	746.2 	738.7 	1090.7 	2160.5 	: 	: 	: 
DEF0	: 	: 	: 	: 	: 	659.9 	653.9 	642.4 	622.5 	605.8 	597.1 	: 
DEG0	: 	: 	: 	: 	: 	706.3 	697.8 	682.1 	658.7 	641.5 	629.4 	: 
ES11	661.7 	620.7 	611.0 	597.3 	579.7 	572.9 	562.2 	556.4 	542.8 	540.8 	530.8 	: 
ES12	690.8 	660.7 	654.6 	634.4 	614.7 	607.9 	604.2 	598.0 	580.4 	571.5 	560.8 	: 
ES13	644.1 	616.9 	610.5 	593.8 	577.2 	563.4 	554.2 	541.0 	530.7 	530.2 	522.4 	: 
ES21	649.6 	614.8 	605.3 	586.7 	573.4 	566.9 	557.0 	546.9 	524.0 	514.9 	501.0 	: 
ES22	587.7 	566.4 	560.4 	545.5 	533.2 	527.8 	519.0 	507.6 	486.9 	478.1 	468.6 	: 
ES23	614.5 	595.2 	583.4 	566.4 	545.2 	543.5 	534.6 	528.3 	506.0 	501.2 	489.0 	: 
ES24	617.4 	608.1 	594.1 	579.9 	560.0 	561.6 	557.2 	552.2 	530.1 	516.7 	500.5 	: 
ES30	610.5 	571.1 	565.1 	553.5 	542.7 	540.9 	529.6 	517.8 	493.8 	481.2 	466.0 	: 
ES41	577.5 	559.4 	552.9 	537.2 	527.2 	524.7 	519.7 	514.2 	498.8 	494.3 	482.6 	: 
ES42	630.8 	596.1 	587.3 	577.2 	565.2 	561.7 	549.2 	541.2 	521.8 	514.5 	501.0 	: 
ES43	677.7 	656.2 	647.9 	634.8 	620.5 	623.5 	611.6 	608.0 	579.5 	571.6 	547.5 	: 
ES51	644.6 	625.2 	612.0 	599.0 	582.0 	580.8 	568.4 	562.6 	538.2 	527.5 	507.8 	: 
ES52	709.6 	686.7 	670.0 	657.8 	638.3 	638.0 	624.0 	614.1 	585.4 	572.1 	551.5 	: 
ES53	703.0 	675.4 	666.4 	644.4 	615.5 	594.3 	576.0 	562.9 	543.6 	530.7 	517.8 	: 
ES61	731.9 	714.8 	705.9 	685.5 	667.4 	666.3 	658.3 	651.8 	624.3 	611.2 	592.2 	: 
ES62	697.2 	697.6 	686.2 	667.5 	640.9 	630.6 	617.7 	604.9 	582.8 	570.5 	559.7 	: 
ES63	748.0 	758.4 	731.9 	689.4 	687.9 	696.2 	695.9 	671.0 	643.7 	638.9 	619.1 	: 
ES64	759.0 	726.1 	718.9 	680.0 	689.3 	682.8 	688.9 	648.5 	626.4 	597.0 	598.6 	: 
ES70	708.5 	701.0 	697.5 	679.0 	654.2 	637.2 	624.1 	615.3 	596.9 	581.8 	569.2 	: 
FI13	544.2 	780.7 	768.7 	744.5 	732.4 	718.6 	705.4 	684.6 	665.4 	653.0 	646.2 	: 
FI14	724.4 	690.1 	679.3 	1361.1 	: 	: 	: 	: 	: 	: 	: 	: 
FI15	775.8 	770.1 	760.4 	1483.8 	: 	: 	: 	: 	: 	: 	: 	: 
FI18	: 	: 	475.0 	696.7 	681.4 	666.0 	652.9 	638.6 	620.3 	608.9 	592.2 	: 
FI19	: 	: 	464.4 	680.1 	665.8 	652.8 	637.4 	615.5 	599.3 	590.6 	582.3 	: 
FI1A	: 	: 	493.1 	717.7 	699.3 	686.0 	672.1 	646.3 	623.6 	607.1 	604.1 	: 
FI20	: 	: 	600.6 	598.4 	529.8 	527.4 	550.1 	570.2 	559.0 	526.9 	513.9 	: 
FR10	411.8 	582.0 	572.3 	561.0 	549.6 	552.3 	532.3 	515.2 	487.9 	480.3 	472.1 	: 
FR21	462.4 	676.4 	668.8 	663.1 	654.6 	656.8 	642.4 	628.3 	599.8 	587.0 	575.0 	: 
FR22	490.1 	722.2 	711.9 	705.8 	702.9 	708.6 	690.3 	671.5 	635.6 	621.0 	609.8 	: 
FR23	471.1 	682.2 	673.0 	662.8 	660.5 	661.0 	644.4 	629.8 	604.3 	589.0 	573.1 	: 
FR24	417.7 	614.9 	610.5 	606.4 	598.7 	606.7 	591.9 	581.0 	549.4 	535.9 	523.9 	: 
