geo\time	1994_1996 	1997_1999 	1998_2000 	1999_2001 	2000_2002 	2001_2003 	2002_2004 	2003_2005 	2004_2006 	2005_2007 	2006_2008 	2007_2009 
CZ07	: 	15.3 	14.3 	14.0 	14.3 	14.6 	14.4 	13.7 	12.1 	11.7 	11.1 	: 
CZ08	: 	16.1 	15.2 	14.9 	14.6 	13.9 	13.2 	11.6 	10.4 	10.6 	10.7 	: 
DE11	: 	: 	: 	: 	: 	7.8 	7.3 	6.6 	6.0 	5.7 	5.2 	: 
DE12	: 	: 	: 	: 	: 	7.5 	7.0 	6.0 	5.6 	5.6 	5.7 	: 
DE13	: 	: 	: 	: 	: 	9.0 	8.5 	7.6 	6.6 	6.4 	6.3 	: 
DE14	: 	: 	: 	: 	: 	10.2 	9.6 	8.6 	8.1 	7.5 	7.1 	: 
DE21	: 	: 	: 	: 	: 	9.6 	9.0 	7.9 	6.8 	6.6 	6.6 	: 
DE22	: 	: 	: 	: 	: 	13.3 	12.3 	11.0 	10.4 	10.0 	9.0 	: 
DE23	: 	: 	: 	: 	: 	13.7 	12.0 	10.8 	9.4 	10.4 	9.4 	: 
DE24	: 	: 	: 	: 	: 	10.4 	9.8 	9.5 	8.7 	7.6 	6.5 	: 
DE25	: 	: 	: 	: 	: 	8.8 	8.6 	7.8 	6.8 	5.9 	5.4 	: 
DE26	: 	: 	: 	: 	: 	9.3 	9.0 	8.5 	7.6 	7.0 	6.2 	: 
DE27	: 	: 	: 	: 	: 	10.8 	9.9 	9.4 	8.3 	8.0 	7.3 	: 
DE30	: 	: 	: 	: 	: 	3.9 	3.7 	3.3 	3.0 	2.9 	2.7 	: 
DE41	: 	: 	: 	: 	: 	10.6 	10.5 	9.6 	8.8 	8.2 	7.9 	: 
DE42	: 	: 	: 	: 	: 	11.4 	9.5 	9.3 	8.5 	8.4 	7.4 	: 
DE50	: 	: 	: 	: 	: 	4.5 	3.7 	3.5 	2.9 	2.8 	2.6 	: 
DE60	: 	: 	: 	: 	: 	3.1 	3.4 	3.5 	3.4 	3.3 	2.6 	: 
DE71	: 	: 	: 	: 	: 	6.9 	6.3 	5.4 	5.0 	4.8 	5.0 	: 
DE72	: 	: 	: 	: 	: 	12.2 	11.4 	10.0 	8.6 	7.7 	6.7 	: 
DE73	: 	: 	: 	: 	: 	10.2 	10.1 	9.1 	7.9 	7.4 	7.4 	: 
DE80	: 	: 	: 	: 	: 	15.0 	13.7 	12.4 	11.0 	9.9 	8.7 	: 
DE91	: 	: 	: 	: 	: 	8.6 	8.5 	8.2 	7.7 	6.8 	6.2 	: 
DE92	: 	: 	: 	: 	: 	9.2 	8.6 	8.1 	7.3 	7.3 	6.9 	: 
DE93	: 	: 	: 	: 	: 	13.2 	12.6 	11.8 	10.3 	9.7 	9.1 	: 
DE94	: 	: 	: 	: 	: 	10.7 	10.8 	9.8 	9.7 	9.3 	9.0 	: 
DEA1	: 	: 	: 	: 	: 	4.1 	4.1 	4.1 	3.8 	3.6 	3.5 	: 
DEA2	: 	: 	: 	: 	: 	4.7 	4.5 	4.4 	4.2 	4.1 	3.7 	: 
DEA3	: 	: 	: 	: 	: 	5.8 	6.0 	5.7 	5.8 	5.7 	5.2 	: 
DEA4	: 	: 	: 	: 	: 	7.4 	6.8 	6.9 	6.6 	6.2 	5.5 	: 
DEA5	: 	: 	: 	: 	: 	4.9 	4.5 	4.4 	4.1 	4.0 	3.8 	: 
DEB1	: 	: 	: 	: 	: 	8.3 	8.2 	7.2 	6.7 	6.1 	5.6 	: 
DEB2	: 	: 	: 	: 	: 	11.0 	10.2 	9.3 	9.5 	9.1 	8.2 	: 
DEB3	: 	: 	: 	: 	: 	7.7 	7.0 	6.3 	5.7 	5.0 	4.9 	: 
DEC0	: 	: 	: 	: 	: 	6.7 	7.3 	6.6 	5.8 	4.3 	4.1 	: 
DED1	: 	: 	: 	: 	: 	9.5 	8.8 	7.7 	7.3 	6.7 	6.2 	: 
DED2	: 	: 	: 	: 	: 	9.4 	8.9 	7.7 	7.0 	6.3 	6.2 	: 
DED3	: 	: 	: 	: 	: 	8.8 	8.3 	7.9 	6.9 	6.1 	5.4 	: 
DEE0	: 	: 	: 	: 	: 	10.1 	9.2 	9.2 	8.6 	8.1 	8.1 	: 
DEE1	: 	: 	: 	: 	: 	9.8 	9.0 	14.6 	28.6 	: 	: 	: 
DEE2	: 	: 	: 	: 	: 	8.1 	7.5 	11.6 	22.0 	: 	: 	: 
DEE3	: 	: 	: 	: 	: 	11.6 	10.5 	14.9 	26.6 	: 	: 	: 
DEF0	: 	: 	: 	: 	: 	7.6 	7.4 	6.6 	6.0 	5.2 	5.1 	: 
DEG0	: 	: 	: 	: 	: 	11.8 	10.8 	10.0 	8.9 	8.3 	8.4 	: 
ES11	21.7 	21.8 	21.6 	20.1 	18.6 	17.5 	16.3 	15.2 	13.6 	12.9 	11.4 	: 
ES12	16.1 	14.7 	14.9 	13.9 	12.9 	12.6 	13.2 	12.6 	10.9 	10.2 	8.5 	: 
ES13	12.2 	13.4 	14.1 	13.8 	12.4 	11.8 	9.9 	8.0 	8.0 	7.9 	7.4 	: 
ES21	12.0 	14.4 	14.0 	13.1 	12.7 	12.1 	11.2 	9.9 	8.1 	7.4 	6.3 	: 
ES22	15.7 	17.9 	18.0 	17.2 	15.2 	14.2 	13.8 	14.4 	12.7 	10.5 	8.6 	: 
ES23	15.5 	20.0 	21.3 	21.2 	21.5 	21.8 	19.9 	17.0 	13.8 	13.5 	12.3 	: 
ES24	13.8 	16.5 	16.7 	16.5 	15.8 	15.6 	15.6 	15.0 	13.0 	11.2 	9.2 	: 
ES30	8.8 	8.5 	8.6 	8.2 	8.0 	7.5 	6.8 	6.0 	5.3 	5.1 	4.6 	: 
ES41	16.5 	16.7 	16.3 	16.7 	17.0 	16.1 	14.9 	13.7 	13.0 	12.3 	11.0 	: 
ES42	13.6 	13.3 	14.2 	14.5 	14.4 	14.3 	13.6 	13.8 	12.8 	11.9 	10.1 	: 
ES43	13.1 	14.3 	14.5 	14.7 	13.8 	14.0 	14.4 	13.8 	11.8 	9.7 	8.9 	: 
ES51	12.4 	13.2 	13.9 	13.8 	13.4 	12.4 	11.2 	9.9 	8.3 	7.2 	6.2 	: 
ES52	15.1 	14.9 	14.9 	14.3 	13.6 	13.1 	12.6 	11.8 	11.1 	10.1 	8.6 	: 
ES53	12.8 	14.1 	14.7 	15.4 	14.5 	12.5 	11.2 	10.9 	10.7 	10.3 	9.4 	: 
ES61	12.5 	12.8 	12.7 	12.4 	12.1 	12.2 	11.7 	11.3 	10.6 	9.8 	8.7 	: 
ES62	14.4 	16.5 	17.4 	18.5 	17.9 	17.9 	16.4 	16.3 	14.7 	13.7 	11.1 	: 
ES63	10.4 	11.9 	10.3 	9.7 	8.8 	7.9 	6.9 	5.7 	6.2 	3.9 	3.6 	: 
ES64	2.7 	17.7 	16.9 	6.5 	6.2 	4.9 	5.3 	4.9 	5.2 	4.5 	3.0 	: 
ES70	9.7 	11.7 	12.0 	10.7 	9.4 	7.7 	7.0 	6.8 	6.4 	6.2 	6.8 	: 
FI13	8.0 	13.2 	12.1 	11.7 	12.1 	12.4 	11.9 	11.0 	10.1 	8.8 	9.2 	: 
FI14	12.8 	10.7 	10.8 	21.2 	: 	: 	: 	: 	: 	: 	: 	: 
FI15	13.6 	11.3 	10.7 	21.8 	: 	: 	: 	: 	: 	: 	: 	: 
FI18	: 	: 	5.8 	8.5 	8.2 	8.1 	7.6 	7.4 	7.0 	7.3 	6.7 	: 
FI19	: 	: 	6.4 	10.3 	10.4 	10.3 	9.4 	9.0 	8.8 	8.8 	7.9 	: 
FI1A	: 	: 	7.1 	10.2 	9.6 	10.1 	10.6 	10.3 	9.7 	9.2 	8.8 	: 
FI20	: 	: 	9.9 	11.3 	8.5 	10.9 	12.3 	12.5 	10.7 	8.5 	8.5 	: 
FR10	5.5 	7.8 	7.7 	7.4 	6.9 	6.4 	5.5 	4.9 	4.5 	4.1 	3.9 	: 
FR21	10.8 	16.2 	15.7 	15.4 	15.6 	14.8 	12.4 	10.8 	9.8 	9.6 	8.8 	: 
FR22	11.5 	16.1 	16.2 	16.5 	16.4 	14.8 	12.5 	10.4 	10.3 	10.0 	9.8 	: 
FR23	10.1 	13.5 	12.5 	11.9 	12.5 	11.9 	10.7 	9.3 	8.4 	7.5 	6.5 	: 
FR24	12.5 	18.8 	18.7 	18.2 	15.8 	14.1 	12.0 	11.4 	10.7 	10.0 	9.6 	: 
FR25	9.6 	14.7 	14.5 	14.3 	13.7 	12.6 	11.3 	10.1 	8.9 	8.6 	8.1 	: 
FR26	12.3 	19.3 	18.4 	17.1 	16.1 	14.5 	12.5 	11.0 	10.1 	9.7 	9.2 	: 
FR30	6.2 	9.0 	9.5 	9.1 	8.9 	8.3 	7.6 	6.8 	6.2 	5.9 	5.4 	: 
FR41	9.6 	13.4 	13.9 	12.8 	12.3 	10.7 	9.8 	8.5 	7.9 	7.3 	6.6 	: 
FR42	6.4 	10.4 	10.2 	9.3 	9.3 	8.6 	8.1 	6.5 	5.9 	5.4 	5.4 	: 
FR43	10.5 	17.0 	16.5 	16.3 	15.9 	14.5 	12.8 	11.5 	10.6 	10.0 	9.2 	: 
FR51	9.4 	15.0 	15.3 	14.8 	13.9 	12.4 	10.4 	9.4 	8.6 	8.3 	7.5 	: 
FR52	9.0 	13.9 	13.7 	12.9 	12.3 	11.7 	10.6 	9.2 	8.2 	7.5 	7.3 	: 
FR53	12.1 	16.9 	16.4 	17.0 	16.4 	15.5 	13.9 	12.5 	11.6 	10.7 	9.7 	: 
FR61	11.4 	16.5 	16.0 	15.3 	14.2 	13.0 	11.3 	10.4 	9.8 	8.9 	7.8 	: 
FR62	10.2 	15.4 	14.7 	13.9 	13.2 	12.9 	11.6 	10.7 	9.8 	9.4 	8.8 	: 
FR63	8.8 	14.3 	14.6 	13.7 	13.0 	11.5 	11.2 	9.6 	9.0 	8.3 	8.0 	: 
FR71	8.4 	12.1 	11.6 	11.2 	11.1 	10.5 	9.3 	8.3 	7.5 	7.2 	6.6 	: 
FR72	10.4 	14.7 	13.8 	13.4 	13.7 	13.1 	11.9 	10.3 	9.6 	8.6 	7.2 	: 
FR81	12.1 	18.7 	18.7 	17.6 	16.5 	15.0 	13.4 	12.0 	11.1 	10.5 	9.8 	: 
FR82	9.1 	13.3 	12.9 	13.0 	12.3 	11.5 	10.1 	9.1 	8.5 	8.4 	7.9 	: 
FR83	13.3 	15.4 	16.7 	18.8 	21.3 	19.2 	18.2 	15.7 	12.8 	11.6 	11.6 	: 
FR91	: 	: 	: 	7.2 	13.6 	19.3 	18.1 	16.4 	16.6 	16.3 	15.3 	: 
FR92	: 	: 	: 	4.8 	8.7 	13.5 	12.7 	12.5 	12.7 	13.0 	12.9 	: 
FR93	: 	: 	: 	4.5 	10.7 	18.7 	21.7 	23.7 	19.1 	15.7 	12.5 	: 
FR94	: 	: 	: 	5.3 	9.5 	13.3 	11.5 	11.0 	10.4 	10.1 	8.5 	: 
GR11	30.6 	11.4 	18.2 	24.4 	21.4 	20.5 	18.7 	18.6 	17.7 	18.5 	18.3 	: 
GR12	21.6 	8.2 	14.1 	18.2 	16.7 	15.6 	15.1 	15.1 	14.4 	14.2 	13.8 	: 
GR13	19.7 	7.7 	12.6 	18.0 	16.2 	15.3 	13.5 	13.3 	14.5 	13.2 	13.0 	: 
GR14	23.9 	9.0 	16.0 	20.7 	19.8 	18.3 	18.9 	17.9 	17.1 	15.5 	14.7 	: 
GR21	21.3 	8.0 	14.1 	20.3 	21.1 	18.7 	16.9 	12.7 	14.6 	15.7 	19.3 	: 
GR22	16.7 	6.1 	11.1 	15.5 	16.9 	16.4 	17.5 	13.9 	12.1 	10.0 	11.4 	: 
GR23	24.9 	9.3 	15.6 	20.1 	19.0 	17.6 	18.0 	17.8 	17.3 	17.1 	17.8 	: 
GR24	21.5 	9.3 	16.4 	23.1 	20.7 	19.0 	18.1 	20.4 	21.1 	19.6 	17.1 	: 
GR25	22.2 	8.3 	15.1 	18.3 	16.7 	14.7 	15.9 	16.2 	16.7 	16.2 	16.8 	: 
GR30	19.6 	7.1 	12.4 	16.5 	15.6 	14.4 	14.6 	14.5 	14.4 	13.4 	12.2 	: 
GR41	11.5 	4.1 	11.5 	14.7 	14.1 	9.5 	8.1 	10.6 	10.9 	12.7 	11.4 	: 
GR42	15.0 	5.5 	10.7 	14.0 	14.4 	13.5 	14.1 	15.6 	16.2 	15.5 	14.2 	: 
GR43	18.7 	7.3 	12.7 	17.3 	16.2 	14.4 	14.2 	13.8 	15.2 	14.6 	15.6 	: 
HU10	17.4 	15.3 	: 	: 	15.2 	15.3 	15.5 	14.9 	14.8 	14.6 	13.0 	: 
HU21	17.6 	14.1 	: 	13.5 	14.1 	14.2 	14.8 	14.6 	15.2 	14.6 	13.3 	: 
HU22	16.9 	14.4 	: 	14.1 	14.7 	15.0 	14.0 	13.0 	12.6 	13.4 	12.9 	: 
HU23	17.9 	15.6 	: 	15.7 	15.2 	14.9 	14.7 	13.9 	14.5 	14.7 	14.1 	: 
HU31	12.5 	12.8 	: 	11.4 	12.2 	12.5 	13.0 	13.0 	13.7 	12.9 	11.4 	: 
HU32	17.1 	16.2 	: 	14.5 	14.8 	14.9 	15.8 	14.6 	14.5 	14.2 	13.9 	: 
HU33	23.5 	19.4 	: 	16.4 	16.2 	17.3 	17.7 	17.3 	16.5 	16.0 	15.0 	: 
IE01	: 	15.6 	14.9 	13.6 	13.0 	11.9 	11.6 	10.6 	9.7 	9.7 	8.9 p	: 
IE02	: 	10.3 	9.9 	9.5 	8.9 	7.9 	6.9 	6.6 	6.6 	6.2 	5.8 p	: 
ITC1	15.2 	15.7 	15.4 	14.7 	14.9 	14.7 	: 	: 	: 	: 	9.5 	: 
ITC2	14.6 	14.9 	14.9 	16.7 	18.1 	17.6 	: 	: 	: 	: 	9.4 	: 
ITC3	7.9 	7.3 	7.6 	7.5 	7.2 	6.4 	: 	: 	: 	: 	5.5 	: 
ITC4	13.7 	13.3 	13.0 	12.6 	11.9 	11.5 	: 	: 	: 	: 	8.4 	: 
ITD1	: 	9.6 	14.9 	14.2 	14.7 	13.7 	: 	: 	: 	: 	8.2 	: 
ITD2	: 	9.9 	12.9 	10.6 	10.7 	11.1 	: 	: 	: 	: 	7.9 	: 
ITD3	17.4 	17.5 	16.3 	15.4 	14.2 	13.5 	: 	: 	: 	: 	9.8 	: 
ITD4	16.5 	15.7 	14.9 	14.8 	13.8 	13.5 	: 	: 	: 	: 	8.7 	: 
ITD5	18.6 	17.5 	17.3 	16.7 	16.4 	16.1 	: 	: 	: 	: 	10.3 	: 
ITE1	11.9 	11.8 	11.5 	11.6 	11.4 	10.7 	: 	: 	: 	: 	8.4 	: 
ITE2	14.2 	12.1 	12.9 	12.5 	12.6 	11.7 	: 	: 	: 	: 	8.5 	: 
ITE3	13.9 	13.2 	12.9 	13.1 	13.1 	12.0 	: 	: 	: 	: 	9.2 	: 
ITE4	11.8 	11.7 	11.3 	11.5 	11.1 	10.5 	: 	: 	: 	: 	9.2 	: 
ITF1	10.3 	11.3 	11.2 	11.7 	12.3 	12.1 	: 	: 	: 	: 	9.6 	: 
ITF2	9.9 	12.2 	12.9 	11.4 	10.3 	10.1 	: 	: 	: 	: 	8.7 	: 
ITF3	7.3 	7.1 	6.8 	6.4 	6.2 	6.2 	: 	: 	: 	: 	5.3 	: 
ITF4	12.3 	12.8 	11.4 	10.6 	10.1 	9.9 	: 	: 	: 	: 	9.1 	: 
ITF5	11.3 	9.9 	10.9 	11.4 	11.8 	10.7 	: 	: 	: 	: 	6.8 	: 
ITF6	9.3 	9.2 	8.3 	8.0 	8.2 	8.3 	: 	: 	: 	: 	7.5 	: 
ITG1	8.4 	7.9 	7.8 	7.8 	7.7 	7.7 	: 	: 	: 	: 	7.2 	: 
ITG2	12.8 	12.7 	12.5 	12.0 	12.3 	11.7 	: 	: 	: 	: 	9.8 	: 
NL11	8.0 	7.0 	5.3 	6.3 	7.2 	8.8 	8.5 	6.5 	5.5 	4.8 	5.2 	: 
NL12	11.8 	9.7 	10.6 	10.2 	8.7 	8.5 	7.9 	8.1 	6.7 	6.2 	5.4 	: 
NL13	10.2 	9.2 	9.3 	9.4 	10.2 	10.0 	9.1 	7.9 	6.9 	7.1 	7.1 	: 
NL21	10.7 	9.0 	8.6 	8.4 	7.0 	6.9 	6.4 	6.3 	5.6 	5.0 	4.7 	: 
NL22	8.8 	7.8 	7.6 	7.3 	6.6 	6.5 	6.8 	6.6 	5.9 	5.5 	5.1 	: 
NL23	9.4 	9.1 	9.5 	7.9 	6.0 	6.0 	6.7 	6.5 	4.1 	3.6 	3.6 	: 
NL31	6.3 	6.4 	5.9 	5.3 	5.0 	4.8 	4.6 	4.2 	3.7 	3.6 	3.5 	: 
NL32	6.8 	5.7 	6.0 	5.8 	5.7 	5.3 	4.7 	4.3 	4.0 	4.2 	4.0 	: 
NL33	5.4 	5.2 	5.2 	4.8 	4.7 	4.7 	4.4 	3.7 	3.2 	3.2 	3.2 	: 
NL34	9.8 	8.9 	7.9 	8.6 	7.8 	7.4 	6.0 	5.8 	6.4 	6.5 	7.0 	: 
NL41	10.5 	8.3 	8.2 	8.0 	8.1 	7.6 	7.4 	6.6 	5.6 	5.1 	4.8 	: 
NL42	8.2 	6.7 	6.5 	6.8 	7.3 	7.2 	6.1 	5.4 	4.9 	5.1 	4.8 	: 
NO01	6.3 	6.3 	6.3 	5.8 	5.7 	5.9 	5.4 	4.6 	3.3 	2.8 	3.0 	: 
NO02	10.0 	10.4 	12.4 	10.6 	11.3 	9.0 	9.8 	7.4 	7.4 	7.9 	7.5 	: 
NO03	8.9 	9.3 	9.1 	8.5 	8.2 	8.1 	8.3 	7.8 	7.1 	6.5 	6.0 	: 
NO04	8.3 	9.7 	10.5 	10.0 	9.7 	8.1 	8.4 	7.8 	8.0 	7.5 	7.1 	: 
NO05	7.9 	9.9 	9.0 	7.3 	6.6 	6.4 	6.3 	6.4 	5.8 	5.8 	6.0 	: 
NO06	7.0 	7.2 	8.2 	7.0 	8.8 	7.2 	8.0 	6.5 	6.4 	5.2 	5.3 	: 
NO07	11.8 	11.7 	12.6 	12.2 	11.2 	10.4 	11.2 	10.2 	9.4 	7.0 	7.8 	: 
PL11	: 	: 	: 	22.3 	22.0 	20.5 	20.0 	18.7 	17.8 	17.6 	18.0 	: 
PL12	: 	: 	: 	20.6 	20.3 	19.5 	19.5 	18.1 	17.4 	17.4 	17.6 	: 
PL21	: 	: 	: 	14.5 	13.6 	13.1 	13.2 	12.8 	11.9 	11.5 	11.2 	: 
PL22	: 	: 	: 	13.3 	12.8 	12.7 	12.8 	12.5 	11.4 	11.3 	11.2 	: 
PL31	: 	: 	: 	14.0 	13.9 	12.9 	12.8 	11.3 	10.4 	9.0 	11.2 	: 
PL32	: 	: 	: 	16.0 	14.5 	14.2 	14.8 	15.3 	15.0 	13.8 	12.9 	: 
PL33	: 	: 	: 	19.8 	19.6 	18.8 	19.2 	16.9 	15.3 	15.6 	15.4 	: 
PL34	: 	: 	: 	18.4 	17.2 	17.3 	18.1 	19.1 	19.3 	19.1 	17.3 	: 
PL41	: 	: 	: 	19.6 	18.0 	16.6 	17.0 	16.6 	16.4 	15.8 	16.2 	: 
PL42	: 	: 	: 	20.1 	18.2 	16.5 	16.3 	15.4 	13.8 	12.4 	12.4 	: 
PL43	: 	: 	: 	15.2 	13.9 	14.4 	15.3 	15.0 	14.2 	15.0 	15.4 	: 
PL51	: 	: 	: 	15.1 	13.7 	12.4 	11.7 	11.5 	11.4 	10.9 	10.8 	: 
PL52	: 	: 	: 	16.6 	15.1 	14.5 	14.1 	14.7 	14.3 	14.8 	14.9 	: 
PL61	: 	: 	: 	18.5 	18.0 	17.0 	16.6 	16.6 	16.8 	17.2 	16.8 	: 
PL62	: 	: 	: 	20.9 	18.5 	17.9 	17.9 	18.1 	17.2 	16.6 	15.7 	: 
PL63	: 	: 	: 	17.8 	16.9 	16.1 	15.9 	15.2 	14.6 	14.3 	14.1 	: 
PT11	9.8 	11.2 	8.9 	9.6 	11.9 	14.2 	14.2 	11.5 	9.5 	7.3 	6.8 	: 
PT15	17.5 	25.7 	33.2 	30.3 	32.9 	31.6 	29.9 	23.1 	18.5 	17.4 	15.7 	: 
PT16	60.0 	27.9 	16.9 	16.2 	18.7 	22.2 	22.0 	19.8 	15.9 	13.7 	12.0 	: 
PT17	25.4 	19.6 	17.6 	16.1 	15.3 	14.3 	13.1 	11.9 	10.5 	9.6 	8.6 	: 
PT18	13.9 	15.1 	25.6 	24.1 	26.7 	28.9 	27.4 	22.9 	18.0 	16.7 	15.1 	: 
PT20	9.4 	22.3 	19.2 	19.3 	16.1 	17.2 	18.2 	14.5 	13.2 	11.0 	9.8 	: 
PT30	13.1 	11.3 	11.8 	12.9 	12.8 	13.4 	11.1 	9.5 	9.8 	8.0 	7.2 	: 
RO11	: 	: 	: 	14.2 	14.4 	15.0 	15.3 	15.4 	15.5 	15.4 	15.2 	: 
RO12	: 	: 	: 	15.6 	15.3 	15.4 	14.3 	13.6 	12.8 	13.7 	14.5 	: 
RO21	: 	: 	: 	15.8 	15.8 	14.8 	14.5 	14.5 	14.9 	14.9 	14.7 	: 
RO22	: 	: 	: 	17.4 	17.8 	16.4 	16.5 	16.5 	17.3 	16.7 	17.3 	: 
RO31	: 	: 	: 	17.3 	16.8 	15.3 	14.8 	14.6 	15.1 	14.9 	16.3 	: 
RO32	: 	: 	: 	12.9 	12.1 	11.5 	11.8 	12.5 	13.0 	13.2 	13.3 	: 
RO41	: 	: 	: 	15.5 	15.4 	14.5 	14.2 	14.9 	15.4 	15.3 	15.9 	: 
RO42	: 	: 	: 	20.1 	20.0 	20.7 	20.4 	20.2 	20.2 	20.5 	20.7 	: 
SE11	8.6 	4.0 	4.3 	4.9 	5.0 	4.6 	4.2 	3.7 	3.8 	3.4 	3.6 	4.7 
SE12	10.1 	5.6 	6.2 	6.4 	6.4 	5.9 	5.2 	5.0 	5.0 	4.9 	4.2 	6.0 
SE21	: 	6.4 	6.7 	7.2 	7.1 	6.7 	6.1 	6.1 	6.0 	5.8 	5.0 	6.8 
SE22	6.5 	5.4 	5.9 	5.9 	5.9 	5.4 	5.7 	5.8 	5.3 	5.0 	4.6 	6.2 
SE23	: 	6.6 	6.3 	6.2 	6.0 	5.9 	5.7 	5.1 	5.3 	4.9 	4.8 	6.1 
SE31	10.7 	7.7 	7.0 	7.7 	7.8 	7.9 	6.9 	7.0 	7.3 	8.1 	7.5 	10.0 
SE32	9.4 	10.1 	9.5 	9.9 	8.7 	10.5 	8.8 	8.8 	6.3 	7.2 	7.8 	10.7 
